onset	duration	stimulus
125.67	0.35	me
126.34	0.22	This
126.56	0.26	might
126.82	0.27	sound
127.1	0.05	a
127.15	0.27	bit
127.42	0.58	crazy
128.41	0.1	But
128.52	0.17	have
128.69	0.13	you
128.82	0.44	explored
129.26	0.11	the
129.37	0.37	idea
129.74	0.14	of
129.88	0.35	seeing
130.23	0.07	a
130.3	0.48	healer
130.8	0.3	about
131.1	0.09	your
131.19	0.42	painful
131.61	0.59	breakup
133.24	0.28	Wow
133.55	0.48	Mom
134.38	0.28	That
134.66	0.22	was
134.9	0.27	just
135.17	0.09	a
135.26	0.32	dumb
135.58	0.74	idea
136.5	0.21	I'm
136.71	0.23	not
136.96	0.22	that
137.18	0.6	desperate
138.49	0.62	Dearest
139.16	0.17	I
139.33	0.29	wish
139.62	0.13	you
139.75	0.58	weren't
141.43	0.35	Martin
141.8	0.51	sometimes
142.31	0.36	hated
142.67	0.2	his
142.87	0.38	mother
143.27	0.11	or
143.38	0.18	her
143.56	0.35	harsh
143.91	0.6	candor
144.62	0.17	but
144.79	0.19	she
144.98	0.19	had
145.18	0.06	a
145.24	0.53	point
146.68	0.29	Fine
146.97	0.39	Mom
147.74	0.13	I'll
147.87	0.2	check
148.07	0.14	it
148.21	0.35	out
149.12	0.32	Martin
149.44	0.24	said
149.69	0.55	dispassionately
150.65	0.15	he
150.8	0.22	hung
151.02	0.25	up
151.45	0.12	and
151.58	0.3	mumbled
151.89	0.13	to
152.02	0.58	himself
153.24	0.18	What
153.42	0.1	do
153.52	0.08	I
153.61	0.21	have
153.82	0.13	to
153.95	0.58	lose
156.55	0.37	Martin
156.92	0.2	woke
157.12	0.16	up
157.28	0.09	at
157.37	0.38	dawn
157.76	0.11	the
157.87	0.35	next
158.22	0.42	morning
158.65	0.12	and
158.78	0.58	anxiously
159.36	0.41	scanned
159.78	0.15	the
159.93	0.44	internet
160.38	0.14	for
160.52	0.11	the
160.63	0.85	combination
161.5	0.1	of
161.61	0.39	best
162.01	0.18	and
162.2	0.78	inexpensive
162.98	0.57	healer
164.16	0.39	Before
164.55	0.47	long
165.11	0.35	Martin
165.49	0.74	understood
166.25	0.2	that
166.45	0.36	knowing
166.81	0.34	nothing
167.16	0.24	about
167.4	0.06	the
167.46	0.5	subject
167.97	0.14	it
168.11	0.16	was
168.27	0.31	hard
168.58	0.1	to
168.68	0.32	figure
169.0	0.19	out
169.19	0.25	which
169.44	0.27	healer
169.71	0.19	was
169.9	0.09	the
169.99	0.54	best
171.26	0.04	And
171.3	0.1	would
171.41	0.21	have
171.62	0.11	to
171.73	0.64	compromise
172.37	0.12	for
172.49	0.09	the
172.58	0.24	most
172.84	0.71	inexpensive
173.55	0.18	one
173.73	0.09	he
173.82	0.16	could
173.98	0.37	get
174.74	0.46	Andre
175.2	0.12	the
175.32	0.54	Giant
175.94	0.65	hypnosis
176.59	0.17	and
176.76	0.97	physiospecialist
177.78	0.49	customer
178.27	0.84	satisfaction
179.12	0.68	guarantee
180.02	0.13	The
180.15	0.68	combination
180.83	0.17	was
181.01	0.23	kind
181.24	0.13	of
181.37	0.66	strange
182.07	0.15	but
182.22	0.18	just
182.41	0.37	thinking
182.79	0.25	about
183.04	0.09	the
183.13	0.47	Princess
183.6	0.51	Bride
184.21	0.17	which
184.38	0.16	was
184.54	0.39	Martin's
184.94	0.2	all
185.14	0.23	time
185.38	0.36	favorite
185.74	0.34	film
186.08	0.2	by
186.28	0.53	far
186.91	0.25	made
187.16	0.08	the
187.24	0.32	choice
187.59	0.36	much
187.96	0.26	more
188.24	0.49	easy
189.81	0.1	A
189.91	0.24	deep
190.15	0.35	voice
190.54	0.43	answered
190.97	0.43	Martin's
191.4	0.46	call
192.2	0.48	Today's
192.68	0.21	your
192.89	0.29	lucky
193.18	0.32	day
193.51	0.33	Mr
193.84	0.67	Williams
194.81	0.35	Somehow
195.16	0.09	a
195.25	0.29	fake
195.54	0.24	name
195.78	0.22	felt
196.03	0.63	comforting
197.15	0.15	I
197.3	0.24	have
197.54	0.06	a
197.6	0.44	place
198.04	0.16	at
198.2	0.67	1
198.87	0.45	pm
199.32	0.54	today
200.3	0.15	but
200.45	0.16	it's
200.61	0.26	going
200.87	0.09	to
200.97	0.14	be
201.11	0.55	cold
201.67	0.17	so
201.85	0.12	be
201.97	0.33	sure
202.3	0.13	to
202.43	0.26	bring
202.69	0.07	a
202.76	0.48	coat
204.82	0.35	Martin
205.21	0.43	arrived
205.64	0.11	at
205.77	0.42	Andre's
206.23	0.4	clinic
206.66	0.16	at
206.82	1.18	27
208.32	0.19	and
208.54	0.66	Andre
209.38	0.22	that
209.6	0.12	to
209.72	0.39	Martin's
210.11	0.97	dissatisfaction
211.08	0.16	was
211.24	0.06	a
211.3	0.68	surprisingly
211.98	0.35	small
212.33	0.42	man
212.87	0.47	invited
213.34	0.17	him
213.51	0.33	in
214.37	0.22	I
214.6	0.48	dislike
215.08	0.86	Thursdays
216.02	0.47	Andre
216.49	0.45	said
217.02	0.17	for
217.19	0.25	some
217.44	0.41	reason
218.17	0.53	everyone
218.71	0.33	seems
219.04	0.12	to
219.16	0.17	be
219.33	0.44	ill
221.18	0.12	I
221.3	0.13	know
221.43	0.16	what
221.59	0.1	you
221.69	0.41	mean
222.39	0.11	I
222.5	0.22	used
222.72	0.07	to
222.79	0.11	be
222.9	0.08	in
222.98	0.08	the
223.07	0.43	bathroom
223.5	0.37	tissue
223.89	0.51	industry
224.41	0.32	Martin
224.73	0.56	replied
225.44	0.28	feeling
225.72	0.16	that
225.88	0.11	was
225.99	0.09	an
226.09	0.8	unconventional
226.89	0.64	response
228.27	0.6	So
229.11	0.14	are
229.25	0.13	you
229.38	0.47	interested
229.85	0.11	in
229.96	0.89	physiowirk
230.85	0.07	or
230.92	0.14	you
231.06	0.29	came
231.35	0.23	here
231.6	0.37	only
231.97	0.19	for
232.16	0.52	hypnosis
232.69	0.57	session
233.63	0.36	Andre
234.01	0.53	asked
235.28	0.23	just
235.62	0.02	they
235.64	0.07	have
235.71	0.36	noses
236.07	0.48	please
236.61	0.16	My
236.77	0.22	neck
236.99	0.1	seems
237.09	0.02	to
237.28	0.12	be
237.4	0.29	just
237.71	0.38	perfect
238.09	0.22	these
238.31	0.3	days
238.62	0.26	Thank
238.88	0.26	you
239.41	0.28	Martin
239.69	0.4	replied
240.09	0.69	confidently
241.16	0.4	Okay
241.56	0.43	dude
242.57	0.32	Andre
242.91	0.51	replied
243.44	0.16	and
243.61	0.54	coughed
245.63	0.25	What
245.88	0.32	seems
246.2	0.09	to
246.29	0.13	be
246.42	0.42	worrying
246.84	0.16	you
247.01	0.32	Mr
247.33	0.67	Williams
249.06	0.2	It's
249.26	0.76	Sophia
250.29	0.16	the
250.45	0.34	best
250.79	0.26	girl
251.05	0.14	on
251.2	0.36	planet
251.57	0.38	earth
252.47	0.13	I
252.6	0.33	can't
252.94	0.28	stop
253.22	0.36	thinking
253.59	0.13	of
253.72	0.34	her
254.66	0.12	The
254.78	0.35	wedding
255.13	0.14	was
255.27	0.38	supposed
255.66	0.11	to
255.77	0.33	happen
256.1	0.11	in
256.21	0.11	the
256.32	0.56	summer
257.14	0.16	but
257.3	0.05	I
257.35	0.16	was
257.51	0.39	scared
257.9	0.1	to
258.0	0.54	marry
259.44	0.17	I'm
259.63	0.39	totally
260.02	0.47	obsessed
260.49	0.12	with
260.61	0.64	Sophia
261.74	0.12	I
261.86	0.29	dream
262.15	0.29	about
262.44	0.45	Sophia
262.89	0.74	constantly
263.69	0.15	and
263.84	0.11	I
263.96	0.24	see
264.2	0.17	her
264.38	0.37	image
264.76	0.13	in
264.91	0.53	practically
265.46	0.29	every
265.75	0.27	woman
266.02	0.09	I
266.14	0.39	meet
267.85	0.14	To
267.99	0.17	be
268.16	0.48	honest
268.91	0.18	you
269.09	0.07	are
269.16	0.13	the
269.29	0.45	30th
269.79	0.5	council
270.3	0.16	I've
270.47	0.38	spoken
270.85	0.4	to
272.34	0.09	Do
272.43	0.18	you
272.61	0.4	enjoy
273.05	0.53	candy
273.58	0.33	Mr
273.91	0.75	Williams
275.85	0.31	Martin
276.16	0.26	didn't
276.45	0.63	understand
277.08	0.09	the
277.17	0.46	relevance
277.64	0.16	of
277.8	0.07	the
277.87	0.57	question
278.46	0.14	though
278.6	0.14	he
278.74	0.51	replied
279.25	0.79	nevertheless
280.39	0.17	I'm
280.56	0.16	not
280.72	0.41	crazy
281.13	0.25	about
281.38	0.25	it
281.72	0.18	but
281.9	0.11	I
282.01	0.2	eat
282.21	0.04	a
282.25	0.28	little
282.53	0.18	now
282.71	0.18	and
282.89	0.37	then
284.25	0.29	Just
284.55	0.31	keep
284.86	0.18	your
285.04	0.53	eyes
285.64	0.22	on
285.86	0.12	the
285.98	0.23	Kit
286.25	0.53	Kat
286.97	0.36	Andre
287.34	0.56	replied
288.16	0.13	while
288.29	0.11	he
288.4	0.35	started
288.75	0.14	to
288.9	0.44	gently
289.34	0.4	swing
289.77	0.07	a
289.84	0.34	small
290.18	0.25	Kit
290.43	0.29	Kat
290.72	0.11	that
290.83	0.16	was
290.99	0.47	dangling
291.46	0.18	from
291.64	0.06	a
291.7	0.49	cord
293.57	0.17	Aren't
293.74	0.11	you
293.85	0.2	supposed
294.05	0.09	to
294.15	0.12	do
294.27	0.17	that
294.44	0.15	with
294.59	0.08	a
294.72	0.39	pocket
295.11	0.61	clock
296.21	0.31	Martin
296.52	0.26	asked
296.79	0.61	doubtfully
298.68	0.22	Put
298.9	0.16	your
299.06	0.34	face
299.4	0.15	in
299.56	0.68	Andre
300.48	0.17	and
300.69	0.56	everything
301.25	0.12	will
301.37	0.19	be
301.56	0.48	just
302.04	0.59	fine
303.51	0.31	Martin
303.83	0.2	took
304.03	0.06	a
304.09	0.22	deep
304.32	0.45	breath
304.89	0.17	and
305.06	0.33	tried
305.39	0.22	not
305.62	0.14	to
305.76	0.52	laugh
306.29	0.02	The
307.65	0.33	next
307.98	0.29	thing
308.28	0.33	Martin
308.62	0.6	remembered
309.22	0.1	was
309.32	0.5	slowly
309.82	0.48	awakening
310.31	0.15	and
310.46	0.31	feeling
310.77	0.14	like
310.91	0.11	he
311.02	0.16	could
311.18	0.44	certainly
311.62	0.39	use
312.04	0.09	a
312.13	0.32	good
312.45	0.47	physio
312.92	0.58	session
313.9	0.21	When
314.11	0.27	Martin
314.42	0.48	exited
314.91	0.42	Andre's
315.37	0.27	clinic
315.64	0.12	an
315.77	0.27	hour
316.04	0.43	later
316.58	0.17	he
316.75	0.21	felt
316.98	0.46	happier
317.44	0.19	than
317.63	0.14	he
317.77	0.29	felt
318.06	0.16	for
318.22	0.57	years
319.59	0.14	It
319.73	0.14	was
319.88	0.18	like
320.06	0.04	a
320.1	0.55	blessing
321.32	0.39	Martin's
321.71	0.28	neck
322.02	0.23	was
322.25	0.75	relaxed
323.07	0.29	plus
323.36	0.11	he
323.47	0.23	felt
323.7	0.43	rising
324.15	0.54	optimism
324.7	0.19	in
324.89	0.2	his
325.09	0.44	soul
326.22	0.13	As
326.35	0.08	he
326.43	0.39	walked
326.83	0.21	down
327.04	0.12	the
327.16	0.54	street
327.98	0.38	Martin
328.36	0.37	noticed
328.73	0.05	a
328.78	0.32	woman
329.1	0.12	that
329.22	0.36	appeared
329.58	0.63	exactly
330.21	0.24	like
330.45	0.6	Sophia
331.28	0.15	Though
331.43	0.37	after
331.8	0.09	a
331.89	0.55	second
332.75	0.17	he
332.92	0.56	understood
333.48	0.09	that
333.57	0.12	he
333.69	0.18	was
333.87	0.88	fantasizing
335.64	0.36	Feeling
336.0	0.48	good
336.69	0.15	he
336.84	0.39	stopped
337.24	0.12	to
337.36	0.38	purchase
337.74	0.09	a
337.83	0.26	Kit
338.09	0.45	Kat
339.07	0.17	and
339.24	0.55	continued
339.79	0.4	walking
340.19	0.32	home
342.44	0.01	unburdened
342.45	0.19	As
342.64	0.25	days
342.89	0.23	went
343.12	0.41	by
343.93	0.38	Martin
344.31	0.38	noticed
344.69	0.13	that
344.82	0.1	he
344.92	0.16	was
345.08	0.32	thinking
345.4	0.24	about
345.64	0.49	Sophia
346.13	0.33	less
346.52	0.18	and
346.7	0.46	less
347.33	0.14	He
347.48	0.27	really
347.75	0.23	felt
347.98	0.49	prepared
348.47	0.1	to
348.57	0.25	see
348.82	0.63	Sophia
350.89	0.37	Martin
351.26	0.3	called
351.58	0.48	Sophia's
352.07	0.35	cell
352.45	0.14	and
352.59	0.42	finally
353.01	0.48	convinced
353.49	0.09	her
353.58	0.15	to
353.74	0.21	come
353.95	0.22	with
354.17	0.13	him
354.3	0.14	to
354.44	0.12	the
354.56	0.36	pub
354.98	0.08	the
355.06	0.34	next
355.4	0.37	day
356.47	0.19	When
356.66	0.29	Martin
356.96	0.4	arrived
357.36	0.11	at
357.47	0.1	the
357.57	0.44	pub
358.07	0.41	Sophia
358.48	0.18	was
358.66	0.44	staring
359.1	0.11	at
359.21	0.12	the
359.33	0.54	clock
361.0	0.2	How
361.2	0.08	are
361.28	0.11	you
361.39	0.39	doing
361.78	0.57	Sophia
362.39	0.15	He
362.54	0.53	inquired
363.36	0.33	without
363.7	0.31	losing
364.01	0.53	control
364.55	0.28	over
364.83	0.16	his
364.99	0.33	voice
365.32	0.25	this
365.57	0.49	once
367.22	0.15	I
367.37	0.25	could
367.62	0.13	be
367.75	0.6	worse
368.51	0.25	How
368.76	0.08	are
368.84	0.22	you
369.06	0.25	these
369.31	0.6	days
370.69	0.33	Feeling
371.02	0.39	better
371.49	0.17	he
371.66	0.58	replied
372.57	0.42	actually
372.99	0.46	believing
373.45	0.12	that
373.57	0.1	the
373.67	0.45	response
374.12	0.11	he
374.23	0.2	made
374.43	0.16	was
374.59	0.46	true
375.94	0.09	I
376.03	0.21	have
376.24	0.1	to
376.34	0.12	go
376.46	0.1	to
376.56	0.05	the
376.61	0.65	bathroom
377.72	0.09	Do
377.81	0.09	you
377.9	0.2	need
378.1	0.63	anything
379.14	0.43	Sophia
379.58	0.41	inquired
380.02	0.53	quietly
381.15	0.31	No
381.49	0.16	I'm
381.65	0.36	fine
382.02	0.09	I
382.11	0.17	was
382.28	0.21	just
382.54	0.22	eager
382.76	0.13	to
382.89	0.41	discuss
383.3	0.11	our
383.41	0.31	former
383.72	0.67	relationship
384.4	0.3	Martin
384.7	0.53	replied
385.99	0.13	By
386.12	0.12	the
386.24	0.37	way
386.67	0.08	do
386.75	0.1	you
386.85	0.13	have
386.98	0.1	a
387.08	0.23	Kit
387.31	0.22	Kat
387.54	0.17	on
387.71	0.15	you
387.86	0.18	by
388.04	0.21	any
388.26	0.51	chance
389.68	0.5	What
390.55	0.6	No
391.78	0.35	Sophia
392.13	0.47	answered
392.6	0.25	looking
392.85	0.11	at
392.96	0.26	Martin
393.22	0.78	sympathetically
394.62	0.32	Martin
394.94	0.23	felt
395.17	0.14	like
395.31	0.06	a
395.38	0.22	new
395.61	0.55	person
397.03	0.25	That's
397.28	0.42	okay
397.89	0.15	be
398.04	0.21	back
398.25	0.13	in
398.38	0.08	a
398.46	0.41	jiffy
398.88	0.36	Martin
399.24	0.35	said
399.64	0.15	while
399.79	0.14	he
399.93	0.27	jumped
400.21	0.12	to
400.33	0.29	find
400.62	0.05	a
400.67	0.4	nearby
401.07	0.68	kiosk
402.35	0.14	On
402.49	0.09	the
402.58	0.17	way
402.75	0.15	to
402.9	0.16	their
403.06	0.57	table
403.94	0.2	while
404.14	0.41	munching
404.55	0.13	what
404.68	0.14	was
404.82	0.28	left
405.1	0.12	of
405.22	0.09	the
405.31	0.23	Kit
405.54	0.32	Kat
406.18	0.39	Martin
406.57	0.37	laughed
406.94	0.1	at
407.04	0.59	himself
407.94	0.18	Why
408.12	0.24	didn't
408.36	0.07	I
408.46	0.15	go
408.61	0.13	to
408.74	0.4	Andre
409.14	0.14	the
409.29	0.42	giant
409.71	0.59	sooner
411.28	0.11	I
411.39	0.26	must
411.65	0.36	never
412.02	0.3	admit
412.32	0.19	this
412.51	0.14	to
412.65	0.43	mom
414.08	0.32	Martin
414.4	0.36	pushed
414.76	0.13	his
414.89	0.35	stool
415.25	0.13	with
415.4	0.38	large
415.78	0.35	foolish
416.13	0.3	grin
416.43	0.11	on
416.54	0.19	his
416.73	0.36	lips
417.17	0.11	I
417.29	0.24	have
417.53	0.1	to
417.63	0.31	visit
417.96	0.39	Andre
418.35	0.2	about
418.55	0.12	my
418.67	0.23	new
418.9	0.35	size
419.25	0.37	problem
419.62	0.1	as
419.72	0.37	soon
420.09	0.16	as
420.25	0.56	possible
420.82	0.35	Martin
421.17	0.29	thought
421.49	0.15	while
421.64	0.12	he
421.76	0.39	began
422.15	0.15	to
422.3	0.32	pat
422.64	0.22	his
422.86	0.48	rapidly
423.34	0.4	growing
423.75	0.55	stomach
