onset	duration	stimulus
118.72	0.33	75
120.16	0.08	The
120.24	0.03	old
120.44	0.24	man
120.7	0.18	looked
120.89	0.26	back
121.15	0.09	at
121.24	0.13	him
121.37	0.13	in
121.5	0.53	surprise
122.08	0.23	then
122.31	0.41	slowly
122.72	0.24	stepped
122.97	0.29	back
123.27	0.24	off
123.51	0.13	the
123.64	0.45	scooter
124.79	0.4	Chandler
125.19	0.46	gestured
125.66	0.42	wildly
126.08	0.09	to
126.17	0.36	Monica
126.54	0.12	who
126.67	0.31	hopped
126.98	0.07	on
127.05	0.05	the
127.13	0.21	back
127.34	0.07	of
127.42	0.11	the
127.53	0.34	scooter
127.87	0.17	while
128.05	0.39	Chandler
128.44	0.17	took
128.61	0.1	the
128.71	0.35	wheel
129.06	0.1	and
129.16	0.63	accelerated
129.8	0.16	down
129.96	0.1	the
130.06	0.67	concourse
131.31	0.39	Weaving
131.7	0.4	between
132.12	0.64	passengers
132.78	0.18	and
132.96	0.39	luggage
133.38	0.15	they
133.53	0.43	screeched
133.97	0.11	to
134.08	0.08	the
134.16	0.24	gate
134.4	0.31	just
134.72	0.26	before
134.98	0.1	it
135.08	0.45	closed
135.8	0.19	and
135.99	0.3	hurried
136.3	0.23	down
136.53	0.12	the
136.65	0.22	jetway
137.63	0.1	They
137.73	0.41	finally
138.14	0.54	collapsed
138.68	0.19	into
138.87	0.14	their
139.01	0.32	seats
139.33	0.12	on
139.45	0.09	the
139.54	0.36	plane
140.8	0.36	Next
141.17	0.29	time
141.46	0.13	we're
141.59	0.25	going
141.84	0.1	to
141.94	0.11	the
142.05	0.41	airport
142.5	0.43	my
142.93	0.37	way
143.33	0.21	said
143.57	0.39	Monica
143.96	0.34	wiping
144.3	0.15	her
144.45	0.47	forehead
145.28	0.64	Four
146.0	0.54	hours
146.59	0.47	early
147.79	0.41	Chandler
148.2	0.4	closed
148.6	0.16	his
148.76	0.26	eyes
149.02	0.12	and
149.15	0.34	leaned
149.49	0.13	his
149.62	0.24	head
149.87	0.27	back
150.14	0.1	on
150.24	0.1	the
150.34	0.3	seat
150.69	0.18	and
150.87	0.63	smiled
152.07	0.41	Whatever
152.48	0.13	you
152.61	0.34	want
153.52	0.33	Right
153.85	0.32	now
154.2	0.28	all
154.52	0.19	I
154.71	0.21	can
154.93	0.34	think
155.27	0.31	is
156.0	0.45	Burmuda
156.96	0.91	Bahama
158.06	0.55	come
158.61	0.17	on
158.78	0.46	pretty
159.26	0.57	mama
160.71	0.38	Monica
161.09	0.62	laughed
