onset	duration	stimulus
77.52	0.38	said
78.27	0.35	eyeing
78.62	0.17	his
78.79	0.35	father
79.14	0.21	above
79.36	0.11	the
79.47	0.41	menu
80.39	0.41	Scott
80.83	0.18	gave
81.01	0.06	a
81.07	0.39	snort
81.47	0.13	at
81.6	0.07	the
81.67	0.31	mention
81.98	0.09	of
82.07	0.11	his
82.22	0.28	ex
82.5	0.33	wife's
82.83	0.18	new
83.01	0.59	boyfriend
84.21	0.49	Yeah
84.7	0.19	and
84.89	0.15	you
85.04	0.2	should
85.27	0.27	see
85.54	0.23	him
85.77	0.37	walk
86.14	0.25	on
86.39	0.47	water
87.73	0.22	You
87.95	0.3	don't
88.25	0.29	like
88.54	0.19	him
88.74	0.24	very
88.98	0.26	much
89.24	0.17	Do
89.41	0.14	you
89.55	0.37	Dad
90.7	0.1	A
90.8	0.27	tall
91.07	0.46	waitress
91.53	0.17	with
91.73	0.35	frizzy
92.09	0.27	hair
92.36	0.42	approached
92.79	0.1	the
92.89	0.34	table
93.23	0.14	with
93.37	0.08	an
93.45	0.23	order
93.68	0.37	pad
94.41	0.51	Coffee
95.68	0.11	The
95.79	0.41	smile
96.2	0.41	returned
96.61	0.09	to
96.7	0.37	Scott's
97.07	0.53	face
97.78	0.32	No
98.11	0.37	thank
98.48	0.25	you
98.84	0.45	Scott
99.41	0.29	paused
99.72	0.11	for
99.83	0.04	a
99.87	0.22	minute
100.09	0.1	as
100.19	0.1	he
100.29	0.16	read
100.45	0.09	her
100.54	0.2	name
100.74	0.37	tag
101.62	0.57	Judy
102.79	0.16	What
103.01	0.11	you
103.12	0.21	say
103.33	0.15	we
103.48	0.28	start
103.76	0.15	out
103.91	0.15	with
104.08	0.34	cold
104.44	0.49	glasses
104.93	0.06	of
105.0	0.26	that
105.26	0.62	delicious
105.94	0.65	seasonal
106.6	0.7	favorite
107.53	0.75	eggnog
108.96	0.33	Charlie
109.3	0.11	had
109.41	0.22	just
109.63	0.26	begun
109.89	0.1	to
109.99	0.52	protest
110.52	0.09	that
110.61	0.1	he
110.71	0.22	didn't
111.01	0.37	like
111.41	0.58	eggnog
111.99	0.18	when
112.17	0.28	Judy
112.45	0.55	interrupted
113.0	0.23	him
113.61	0.25	We're
113.86	0.32	out
115.13	0.42	Scott
115.55	0.48	shrugged
116.48	0.3	Then
116.8	0.2	I'll
117.0	0.23	take
117.23	0.05	a
117.28	0.43	decaf
117.74	0.44	coffee
118.18	0.25	and
118.43	0.36	turkey
118.79	0.39	club
119.96	0.17	She
120.13	0.25	turned
120.38	0.07	to
120.45	0.42	Charlie
121.58	0.24	I'll
121.82	0.2	have
122.02	0.05	a
122.07	0.45	chocolate
122.52	0.34	milk
122.88	0.26	and
123.61	0.26	we're
123.88	0.32	out
124.85	0.33	Judy
125.18	0.51	interrupted
125.69	0.4	again
126.15	0.16	and
126.31	0.39	Charlie
126.71	0.44	sighed
127.92	0.33	Plain
128.25	0.35	milks
128.6	0.44	fine
129.47	0.25	and
129.72	0.31	chicken
130.03	0.6	fingers
131.97	0.3	Judy
132.27	0.42	collected
132.69	0.11	their
132.8	0.42	menus
133.25	0.14	and
133.39	0.4	strode
133.8	0.2	off
134.0	0.26	toward
134.26	0.08	the
134.34	0.39	kitchen
135.13	0.13	The
135.26	0.23	two
135.49	0.29	sat
135.8	0.16	in
135.96	0.44	silence
136.4	0.14	for
136.54	0.05	a
136.59	0.32	minute
137.53	0.4	Scott
137.97	0.14	put
138.11	0.14	his
138.25	0.41	palms
138.66	0.21	down
138.87	0.1	on
138.97	0.06	the
139.03	0.49	table
140.49	0.25	Look
140.77	0.31	I'm
141.08	0.4	sorry
141.48	0.07	I
141.55	0.2	was
141.75	0.19	just
141.94	0.35	kidding
142.3	0.29	about
142.59	0.27	Neil
142.89	0.12	I
143.01	0.33	like
143.34	0.16	him
143.5	0.09	I'm
143.59	0.26	sure
143.85	0.18	he's
144.03	0.07	a
144.1	0.23	good
144.33	0.81	psychiatrist
145.16	0.28	You
145.44	0.1	know
145.54	0.2	there's
145.74	0.25	just
146.23	0.45	something
146.68	0.37	about
147.05	0.17	him
147.22	0.11	that
147.33	0.27	makes
147.6	0.11	me
147.71	0.13	want
147.84	0.13	to
148.71	0.13	I
148.84	0.17	don't
149.01	0.27	know
150.15	0.47	lash
150.64	0.31	out
150.96	0.54	erashenally
152.02	0.54	suggested
152.56	0.46	Charlie
153.77	0.27	Where
154.04	0.17	did
154.21	0.14	you
154.35	0.31	hear
154.66	0.63	that
155.8	0.32	from
156.12	0.39	Neil
156.67	0.18	I
156.85	0.19	learned
157.04	0.05	a
157.09	0.28	lot
157.37	0.17	from
157.54	0.2	him
157.74	0.18	He
157.92	0.46	listens
158.38	0.12	to
158.5	0.26	me
159.8	0.36	Scott
160.17	0.25	shook
160.42	0.11	his
160.53	0.44	head
161.49	0.36	Yeah
161.85	0.3	and
162.16	0.27	then
162.46	0.16	he
162.64	0.58	charges
163.22	0.14	you
163.37	0.29	for
163.66	0.2	it
164.7	0.41	Judy
165.11	0.46	reappeared
165.58	0.17	with
165.75	0.17	their
165.92	0.5	drinks
166.45	0.18	the
166.63	0.54	sandwich
167.2	0.16	and
167.36	0.32	chicken
167.71	0.56	fingers
169.03	0.37	Charlie
169.41	0.34	dove
169.75	0.16	into
169.91	0.1	the
170.01	0.28	french
170.29	0.31	fries
170.6	0.12	on
170.72	0.15	his
170.89	0.43	plate
172.29	0.27	Merry
172.56	0.49	Christmas
173.05	0.12	you
173.17	0.29	too
