onset	duration	stimulus
61.82	0.11	in
61.93	0.1	the
62.03	0.23	corner
62.26	0.07	of
62.33	0.17	my
62.5	0.13	eye
62.63	0.17	which
62.8	0.43	becomes
63.24	0.28	this
63.53	0.76	figure
64.56	0.43	holding
64.99	0.05	a
65.04	0.32	cream
65.36	0.33	pie
65.7	0.2	which
65.91	0.37	becomes
66.3	0.13	the
66.43	0.65	guy
67.3	0.58	standing
67.88	0.26	next
68.15	0.12	to
68.27	0.37	me
69.04	0.62	mashing
69.67	0.07	a
69.74	0.37	cream
70.11	0.42	pie
70.56	0.2	into
70.76	0.27	Dean
71.03	0.44	McGowan's
71.48	0.66	face
73.6	0.16	and
73.93	0.35	then
74.28	0.22	runs
74.5	0.41	away
77.48	0.18	And
77.66	0.08	the
77.74	0.34	dean
78.86	0.34	is
79.2	0.33	covered
79.53	0.15	with
79.68	0.41	cream
82.3	0.19	So
82.49	0.07	I
82.56	0.15	give
82.71	0.1	him
82.81	0.06	a
82.87	0.55	moment
85.63	0.1	and
85.73	0.07	then
85.8	0.06	I
85.86	0.15	say
86.01	0.26	Dean
86.27	0.43	McGowan
86.71	0.2	which
86.91	0.24	get
87.15	0.05	a
87.2	0.5	comment
87.7	0.09	on
87.79	0.16	this
87.95	0.29	latest
88.3	0.3	attack
91.84	0.03	And
91.87	0.02	the
92.06	0.19	dean
92.25	0.23	says
92.48	0.68	yes
93.57	0.09	I
93.66	0.14	would
93.8	0.16	care
93.96	0.09	to
94.05	0.48	comment
95.15	0.53	fuck
95.73	0.4	you
98.13	0.25	So
98.38	0.1	I
98.48	0.29	race
98.77	0.17	back
98.94	0.1	to
99.04	0.1	the
99.14	0.43	newsroom
99.57	0.17	with
99.74	0.15	my
99.9	0.57	scoop
101.32	0.13	and
101.45	0.07	I
101.52	0.2	find
101.72	0.12	the
101.84	0.49	editor
102.55	0.19	Jim
103.15	0.17	who's
103.32	0.08	a
103.4	0.53	senior
104.45	0.2	and
104.65	0.12	he
104.77	0.14	will
104.91	0.15	go
105.06	0.18	on
105.24	0.12	to
105.36	0.12	win
105.48	0.05	a
105.53	0.29	Pulitzer
105.82	0.42	Prize
106.25	0.19	that
106.44	0.15	is
106.59	0.34	true
108.12	0.13	And
108.25	0.03	he's
108.45	0.01	a
108.46	0.3	big
108.77	0.41	guy
109.21	0.12	I
109.37	0.19	pitch
109.64	0.15	my
109.79	0.36	story
110.15	0.07	I
110.22	0.22	tell
110.44	0.1	him
110.54	0.14	what
110.68	0.13	I've
110.81	0.49	seen
111.83	0.16	And
111.99	0.12	he
112.12	0.39	says
113.36	0.22	Dean
113.58	0.05	McGowan
115.13	0.1	the
115.23	0.22	guy's
115.45	0.08	a
115.6	0.36	dick
116.05	0.25	right
116.3	0.12	it
116.42	0.33	up
118.04	0.17	So
118.21	0.13	I'm
118.35	0.31	banging
118.66	0.1	out
118.76	0.11	my
118.87	0.35	story
119.22	0.1	and
119.32	0.07	I
119.39	0.26	know
119.65	0.19	it's
119.84	0.33	good
120.55	0.13	And
120.68	0.11	then
120.79	0.07	I
120.87	0.45	start
121.4	0.12	to
121.52	0.27	make
121.79	0.17	it
122.84	0.46	better
126.11	0.17	by
126.31	0.24	adding
126.55	0.12	an
126.68	0.6	element
127.4	0.15	of
127.55	0.54	embellishment
129.24	0.6	Reporters
129.84	0.32	call
130.16	0.61	this
131.27	0.51	making
131.78	0.33	shit
132.11	0.36	up
135.5	0.19	And
135.69	0.12	they
135.81	0.77	recommend
136.67	0.67	against
137.34	0.43	crossing
137.77	0.19	that
137.96	0.39	line
139.95	0.27	But
140.22	0.1	I
140.33	0.18	had
140.51	0.16	just
140.67	0.46	seen
141.45	0.19	the
141.64	0.41	line
142.09	0.53	crossed
142.64	0.43	between
143.12	0.07	a
143.19	0.2	high
143.39	0.31	powered
143.71	0.48	dean
144.57	0.15	and
144.72	0.05	a
144.78	0.25	salt
145.03	0.12	with
145.15	0.04	a
145.19	0.65	pastry
146.85	0.13	And
146.98	0.08	I
147.06	0.2	kind
147.26	0.13	of
147.39	0.26	liked
147.65	0.21	it
148.77	0.14	So
148.91	0.11	the
149.02	0.2	first
149.22	0.17	thing
149.39	0.05	I
149.44	0.49	did
150.36	0.15	was
150.51	0.06	I
150.57	0.22	gave
150.79	0.07	the
150.86	0.35	figure
151.21	0.08	a
151.29	0.58	name
152.14	0.08	I
152.22	0.2	called
152.83	0.28	Pyman
153.15	0.34	capital
153.5	0.42	P
153.99	0.38	capital
154.39	0.31	M
155.5	0.03	And
155.53	0.01	I
155.71	0.46	described
156.17	0.11	him
156.28	0.11	as
156.39	0.09	a
156.48	0.31	Cape
156.8	0.41	wearing
157.21	0.52	masked
157.78	0.6	Avenger
159.89	0.1	Though
159.99	0.11	in
160.1	0.26	fact
160.36	0.12	he'd
160.48	0.12	been
160.6	0.01	capeless
162.01	0.12	And
162.13	0.07	I
162.21	0.16	said
162.37	0.08	that
162.45	0.13	as
162.58	0.1	he
162.68	0.28	fled
162.96	0.09	the
163.05	0.52	scene
163.92	0.25	he
164.17	0.35	clicked
164.52	0.18	his
164.71	0.45	heels
165.16	0.16	and
165.35	0.32	rickish
165.7	0.39	glee
169.17	0.14	And
169.31	0.06	I
169.38	0.2	gave
169.58	0.12	him
169.7	0.07	a
170.73	0.01	catchphrase
171.64	0.21	in
171.85	0.44	Latin
175.67	0.11	I
175.78	0.2	said
175.98	0.09	that
176.07	0.07	he
176.14	0.39	cried
176.53	0.3	out
177.95	0.03	Ego
177.98	0.26	sum
178.56	0.52	non
179.09	0.04	en
179.86	0.48	bistya
181.73	0.21	Which
181.94	0.27	means
182.25	0.6	I
182.97	0.24	am
183.21	0.36	not
183.77	0.22	an
184.15	0.8	animal
186.11	0.29	Which
186.4	0.46	makes
186.94	0.42	no
187.36	0.47	sense
189.84	0.13	I
189.97	0.33	needed
190.3	0.58	something
191.52	0.21	I'm
191.73	0.55	Catholic
192.29	0.37	Latin
192.66	0.19	just
192.85	0.28	comes
193.13	0.07	to
193.2	0.35	me
195.45	0.13	So
195.58	0.07	I
195.65	0.3	finished
195.95	0.1	my
196.05	0.4	story
196.61	0.11	and
196.72	0.05	I
196.77	0.19	handed
196.96	0.13	us
197.27	0.34	Dwyer
197.72	0.12	and
197.84	0.08	he
197.92	0.25	reads
198.17	0.13	and
198.3	0.15	he
198.45	0.32	says
199.42	0.74	Pyman
200.16	0.01	I
201.21	0.29	love
201.5	0.12	it
201.77	0.29	Page
202.06	0.35	one
204.54	0.24	And
204.78	0.56	that's
205.39	0.22	how
205.61	0.12	the
205.73	0.4	first
206.13	0.51	line
206.88	0.26	got
207.14	0.63	crossed
209.5	0.05	A
209.55	0.2	few
209.75	0.21	days
209.96	0.25	later
210.21	0.05	I
210.26	0.12	get
210.38	0.05	a
210.43	0.55	letter
212.02	0.16	It
212.18	0.25	says
212.43	0.2	dear
212.67	0.39	Jim
213.49	0.18	good
213.67	0.52	story
214.25	0.37	nice
214.67	0.89	details
216.31	0.16	If
216.47	0.11	you
216.58	0.17	want
216.75	0.07	to
216.84	0.27	see
217.11	0.25	me
217.36	0.58	again
218.0	0.21	in
218.21	0.61	action
219.58	0.17	be
219.75	0.09	on
219.84	0.08	the
219.93	0.32	steps
220.25	0.15	of
220.4	0.35	Dwayne
220.75	0.56	Library
221.33	0.63	Tuesday
222.01	0.14	at
222.15	0.27	three
222.42	0.55	o'clock
224.15	0.85	Signed
225.39	0.1	Pyman
229.13	0.22	So
229.35	0.09	I
229.44	0.22	was
229.66	0.87	there
230.94	0.16	with
231.1	0.06	a
231.16	0.64	photographer
231.8	0.17	from
231.97	0.05	the
232.02	0.08	RAM
233.22	0.14	And
233.36	0.18	sure
233.54	0.35	enough
234.27	0.41	outcome
234.69	0.5	Sheila
235.86	0.01	Beal
235.88	0.45	student
236.33	0.28	body
236.62	0.67	president
238.13	0.13	And
238.26	0.07	now
238.33	0.31	Sheila
238.65	0.23	was
238.88	0.36	different
239.24	0.22	from
239.46	0.48	me
240.39	0.23	and
240.62	0.22	all
240.85	0.1	the
240.95	0.17	other
241.12	0.38	Fordham
241.5	0.35	students
241.85	0.11	who
241.96	0.22	were
242.19	0.41	flannel
242.6	0.34	shirts
242.94	0.14	and
243.08	0.21	work
243.29	0.24	part
243.53	0.24	time
243.77	0.44	jobs
244.96	0.4	Sheila
245.41	0.57	was
246.16	0.37	well
246.54	0.56	bred
247.45	0.38	Sheila
247.84	0.5	had
248.55	0.53	school
249.09	0.56	spirit
251.75	0.34	Sheila
252.1	0.17	was
252.27	0.07	a
252.34	0.18	kind
252.52	0.11	of
252.63	0.24	student
253.0	0.24	Dean
253.24	0.39	McGowan
253.63	0.29	wanted
253.92	0.29	more
254.21	0.43	of
255.86	0.02	So
256.05	0.16	the
256.21	0.37	rumor
256.58	0.31	had
256.89	0.17	it
257.1	0.19	that
257.29	0.13	he
257.42	0.15	got
257.58	0.31	plenty
257.89	0.15	of
258.04	0.35	her
258.44	0.15	in
258.59	0.15	his
258.74	0.62	office
259.44	0.2	on
259.64	0.12	his
259.76	0.32	desk
262.25	0.14	But
262.39	0.17	that's
262.56	0.2	just
262.76	0.06	a
262.82	0.25	rumor
263.07	0.25	please
263.32	0.14	do
263.46	0.2	not
263.66	0.25	spread
263.91	0.18	that
264.17	0.36	outside
264.53	0.16	this
264.69	0.42	room
266.1	0.15	I
266.25	0.41	myself
266.66	0.14	would
266.8	0.3	never
267.1	0.2	say
267.3	0.23	that
268.51	0.16	But
268.67	0.08	the
268.75	0.34	fact
269.09	0.45	was
269.6	0.36	Sheila
270.0	0.18	had
270.18	0.66	collaborated
270.84	0.11	with
270.95	0.08	the
271.03	0.51	dean
271.82	0.15	to
271.97	0.51	ban
272.57	0.52	outdoor
273.09	0.48	drinking
273.58	0.23	on
273.81	0.65	campus
274.79	0.17	The
274.96	0.46	infamous
275.43	0.24	No
275.67	0.35	More
276.08	0.35	Beer
276.45	0.14	at
276.59	0.55	Barbecue's
277.14	0.28	Rule
277.49	0.2	That's
277.69	0.25	right
277.98	0.19	boo
278.17	0.23	that
278.4	0.4	rule
281.51	0.02	The
281.53	0.03	other
281.73	0.18	thought
281.92	0.34	drinking
282.26	0.13	in
282.39	0.46	public
283.2	0.18	was
283.38	0.16	in
283.54	0.31	poor
283.85	0.72	taste
286.4	0.12	I
286.52	0.23	think
286.75	0.12	you
286.88	0.53	know
287.43	0.19	what
287.63	0.38	happened
288.02	0.57	next
290.47	0.19	Pyman
290.67	0.71	emerged
292.04	0.19	from
292.23	0.24	behind
292.47	0.1	the
292.57	0.3	late
292.87	0.27	night
293.18	0.46	library
293.64	0.33	drop
293.98	0.43	box
294.74	0.25	made
294.99	0.16	his
295.15	0.62	delivery
296.0	0.12	and
296.12	0.26	fled
296.38	0.41	away
297.86	0.52	crying
298.56	0.36	ego
298.92	0.52	sum
299.73	0.44	non
300.18	0.02	al
300.2	0.29	bistya
303.68	0.3	Or
304.25	0.16	at
304.41	0.22	least
304.63	0.22	that's
304.85	0.11	what
304.96	0.09	it
305.05	0.23	said
305.28	0.1	in
305.38	0.18	my
305.56	0.32	story
305.88	0.04	in
305.93	0.09	the
306.02	0.49	newspaper
306.51	0.09	the
306.6	0.21	next
306.81	0.33	day
308.24	0.29	Which
308.53	0.28	ran
308.81	0.14	with
308.95	0.06	a
309.01	0.71	photo
309.9	0.19	of
310.09	0.36	him
310.99	0.41	leaving
311.4	0.09	the
311.49	0.44	scene
311.99	0.41	cape
312.4	0.45	flowing
312.85	0.42	behind
313.27	0.33	him
313.8	0.3	doing
314.1	0.32	this
317.45	0.2	And
317.67	0.59	that's
318.32	0.2	what
318.52	0.23	made
318.75	0.14	him
318.89	0.06	a
318.95	0.92	sensation
319.97	0.19	on
320.16	0.52	campus
321.09	0.24	People
321.33	0.27	started
321.61	0.5	dressing
322.11	0.2	like
322.31	0.29	him
323.1	0.09	and
323.19	0.46	quoting
323.65	0.14	him
323.79	0.15	in
324.08	0.45	class
324.9	0.13	The
325.03	0.36	ram
325.39	0.22	ran
325.61	0.4	five
326.01	0.26	major
326.27	0.38	stories
326.65	0.23	about
326.88	0.49	Pyman
327.56	0.24	all
327.8	0.13	of
327.93	0.12	them
328.05	0.2	by
328.27	0.38	me
329.91	0.17	And
330.08	0.18	towards
330.26	0.08	the
330.34	0.13	end
330.47	0.09	of
330.56	0.19	this
330.75	0.2	one
330.95	0.07	I
331.02	0.14	was
331.16	0.2	at
331.36	0.05	a
331.41	0.31	bar
331.72	0.21	one
331.93	0.27	night
332.24	0.14	and
332.38	0.08	I
332.47	0.36	saw
333.56	0.2	I
333.76	0.33	came
334.09	0.08	in
334.17	0.03	and
334.2	0.08	I
334.29	0.13	saw
334.42	0.05	in
334.48	0.11	the
334.59	0.7	corner
336.53	0.53	Angela
337.08	0.21	from
337.29	0.15	my
337.44	0.39	Britlit
337.87	0.6	class
338.74	0.34	drinking
339.08	0.13	with
339.21	0.16	some
339.37	0.44	friends
340.23	0.14	And
340.37	0.11	now
340.48	0.36	Angela
340.84	0.1	and
340.94	0.11	I
341.06	0.17	had
341.23	0.27	been
341.59	0.51	flirting
342.1	0.14	for
342.24	0.2	two
342.44	0.44	months
343.87	0.31	Or
344.86	0.16	I
345.02	0.16	had
345.18	0.19	been
345.39	0.41	flirting
345.8	0.14	with
345.94	0.41	her
347.69	0.23	And
347.92	0.16	with
348.09	0.37	such
348.58	0.74	nuance
349.34	0.2	that
349.65	0.16	there
349.81	0.14	was
349.95	0.07	a
350.02	0.41	question
350.43	0.2	about
350.63	0.24	whether
350.87	0.18	she
351.05	0.25	knew
351.3	0.16	I
351.47	0.52	existed
354.41	0.19	So
354.86	0.14	I
355.0	0.22	saw
355.22	0.18	her
355.4	0.14	there
355.54	0.14	and
355.68	0.13	made
355.81	0.05	a
355.86	0.29	mental
356.15	0.23	note
356.39	0.13	to
356.52	0.19	do
356.71	0.29	nothing
357.0	0.27	about
357.27	0.17	it
358.9	0.15	And
359.05	0.11	then
359.16	0.05	I
359.21	0.18	went
359.39	0.08	to
359.47	0.1	the
359.57	0.58	bar
361.11	0.17	it's
361.28	0.04	a
361.32	0.2	buy
361.52	0.44	around
362.5	0.24	And
362.74	0.06	I
362.8	0.23	felt
363.03	0.06	a
363.09	0.33	tap
363.42	0.09	on
363.51	0.1	my
363.61	0.46	shoulder
365.43	0.15	and
365.58	0.06	it
365.64	0.13	was
365.77	0.38	her
367.41	0.13	And
367.54	0.16	she
367.7	0.27	said
369.35	0.29	Jim
369.64	0.15	we
369.79	0.12	were
369.91	0.22	just
370.13	0.3	talking
370.43	0.2	about
370.63	0.17	how
370.8	0.35	you
371.17	0.65	always
371.83	0.31	seem
372.14	0.13	to
372.27	0.71	know
373.01	0.74	when
373.98	0.24	and
374.22	0.48	where
375.27	0.01	Pyman
375.29	0.12	will
375.41	0.62	strike
376.97	0.29	And
377.32	0.28	we
377.6	0.17	were
377.77	0.59	wondering
379.42	0.16	are
379.58	0.57	you
380.36	0.65	Pyman
383.79	0.12	And
383.91	0.14	I
384.07	0.41	knew
384.49	0.14	by
384.63	0.12	the
384.75	0.14	way
384.89	0.2	she
385.1	0.23	said
385.33	0.1	it
385.45	0.15	I
385.6	0.51	knew
386.95	0.12	that
387.07	0.13	if
387.2	0.12	I
387.35	0.19	said
387.54	0.36	yes
387.91	0.2	she
388.11	0.15	would
388.26	0.16	have
388.42	0.37	sex
388.79	0.16	with
388.95	0.23	me
392.07	0.12	And
392.86	0.29	wasn't
393.15	0.18	I
393.38	0.54	really
393.93	0.88	Pyman
398.77	0.06	for
399.0	0.34	having
399.35	0.4	brought
399.75	0.16	him
399.91	0.28	into
400.2	0.62	being
401.02	0.23	Didn't
401.26	0.2	she
401.46	0.27	only
401.73	0.28	know
402.01	0.27	about
402.28	0.19	him
402.49	0.23	through
402.72	0.57	me
405.04	0.22	But
405.27	0.2	she
405.49	0.07	had
405.56	0.23	asked
405.79	0.11	me
405.9	0.05	a
405.95	0.58	straightforward
406.53	0.57	question
407.58	0.17	that
407.75	0.2	came
407.95	0.12	with
408.07	0.04	a
408.11	0.61	straightforward
408.72	0.3	answer
409.02	0.13	In
409.15	0.5	fact
410.13	0.17	I
410.31	0.44	wasn't
411.57	0.01	Pyman
411.58	0.16	as
411.74	0.19	far
411.93	0.09	as
412.02	0.06	I
412.08	0.17	knew
412.25	0.01	I
412.28	0.19	had
412.47	0.4	never
413.12	0.39	seen
413.51	0.1	the
413.61	0.49	guy
414.2	0.19	out
414.39	0.14	of
414.53	0.62	costume
416.11	0.26	So
416.37	0.1	I
416.47	0.21	looked
416.68	0.07	at
416.75	0.07	her
416.82	0.12	and
416.94	0.11	I
417.06	0.39	said
419.7	0.45	yes
420.15	0.63	Angela
421.55	0.2	I
421.75	0.15	am
422.02	0.62	Pyman
424.93	0.12	And
425.05	0.15	she
425.21	0.22	said
425.43	0.12	oh
425.55	0.33	good
426.84	0.12	Now
426.96	0.31	buy
427.27	0.11	me
427.38	0.05	a
427.43	0.49	beer
428.52	0.03	and
428.61	0.19	tell
428.8	0.14	me
428.94	0.13	all
429.07	0.37	about
436.92	0.02	it
