onset	duration	stimulus
72.18	0.51	painful
72.69	0.48	labor
73.44	0.15	He
73.59	0.14	could
73.73	0.61	imagine
74.96	0.14	though
75.1	0.12	he
75.22	0.24	never
75.46	0.38	actually
75.85	0.51	tried
76.83	0.16	it
76.99	0.16	could
77.15	0.15	have
77.3	0.22	gone
77.53	0.43	better
79.35	0.19	But
79.54	0.11	to
79.65	0.27	this
79.92	0.44	day
80.84	0.28	every
81.12	0.31	time
81.43	0.15	he
81.58	0.27	looked
81.86	0.11	at
81.97	0.16	his
82.13	0.31	mom's
82.46	0.48	belly
83.23	0.17	he
83.4	0.27	felt
83.67	0.16	that
83.83	0.1	it
83.97	0.2	was
84.19	0.15	the
84.34	0.28	only
84.62	0.41	place
85.07	0.16	that
85.24	0.38	truly
85.62	0.27	felt
85.89	0.36	safe
86.28	0.18	and
86.46	0.43	warm
88.73	0.22	As
88.95	0.15	for
89.1	0.52	Emily
90.15	0.15	it
90.3	0.3	wasn't
90.6	0.18	that
90.79	0.55	simple
91.41	0.18	as
91.59	0.35	nothing
91.94	0.12	in
92.06	0.24	life
92.33	0.28	ever
92.62	0.43	is
93.79	0.17	He
93.97	0.24	did
94.21	0.46	mistreat
94.67	0.1	her
94.77	0.17	at
94.94	0.58	times
95.87	0.16	and
96.03	0.41	well
96.75	0.22	he
96.97	0.21	did
97.24	0.24	take
97.48	0.1	her
97.58	0.13	for
97.71	0.6	granted
98.42	0.48	although
98.98	0.18	she
99.16	0.16	was
99.32	0.26	better
99.58	0.14	than
99.72	0.43	anything
100.15	0.12	he
100.27	0.13	could
100.4	0.2	ever
100.6	0.22	hope
100.82	0.37	for
101.74	0.07	he
101.81	0.15	could
101.96	0.19	go
102.18	0.45	on
102.67	0.22	and
102.91	0.5	on
103.45	0.2	and
103.66	0.51	on
104.42	0.24	about
104.68	0.2	all
104.88	0.11	the
104.99	0.32	things
105.31	0.12	that
105.43	0.24	went
105.67	0.39	wrong
106.88	0.17	But
107.05	0.09	it
107.14	0.13	was
107.27	0.36	beside
107.63	0.08	the
107.71	0.5	point
109.28	0.17	He
109.45	0.29	learned
109.74	0.15	his
109.89	0.5	lesson
110.87	0.14	or
111.01	0.18	so
111.19	0.11	he
111.3	0.27	told
111.57	0.51	everyone
112.48	0.31	never
112.79	0.67	understanding
113.46	0.21	what
113.67	0.12	the
113.79	0.37	lesson
114.16	0.44	was
114.84	0.15	and
114.99	0.16	how
115.15	0.12	the
115.27	0.22	hell
115.49	0.17	was
115.66	0.13	he
115.79	0.31	supposed
116.1	0.08	to
116.18	0.28	learn
116.46	0.25	it
118.35	0.19	His
118.54	0.31	mother
118.85	0.67	recognized
119.52	0.18	his
119.7	0.43	regular
120.13	0.59	routine
120.85	0.16	and
121.01	0.22	said
121.23	0.08	to
121.31	0.24	him
121.58	0.76	impatiently
123.06	0.17	I'm
123.23	0.14	so
123.52	0.41	tired
123.93	0.09	of
124.03	0.12	you
124.15	0.53	Thomas
125.16	0.3	Listen
125.46	0.11	to
125.57	0.27	me
126.25	0.21	This
126.46	0.22	might
126.68	0.4	sound
127.09	0.08	a
127.17	0.2	bit
127.38	0.6	wacky
128.38	0.21	but
128.61	0.12	have
128.73	0.14	you
128.87	0.35	considered
129.26	0.14	the
129.4	0.36	idea
129.76	0.13	of
129.89	0.3	seeing
130.56	0.26	hypnotist
130.83	0.27	about
131.1	0.1	your
131.21	0.36	broken
131.58	0.36	heart
133.2	0.16	Oh
133.36	0.53	mom
134.36	0.2	That
134.56	0.13	is
134.69	0.25	just
134.94	0.08	a
135.02	0.52	stupid
135.54	0.56	idea
136.42	0.17	I'm
136.59	0.24	not
136.83	0.17	that
137.0	0.64	desperate
138.44	0.48	Dearest
139.13	0.11	I
139.24	0.24	hope
139.48	0.15	you
139.63	0.45	aren't
141.33	0.14	He
141.48	0.48	sometimes
141.96	0.32	hated
142.28	0.16	his
142.44	0.27	mom
142.71	0.15	for
142.86	0.14	her
143.01	0.41	brutal
143.42	0.6	honesty
144.55	0.14	but
144.69	0.16	she
144.86	0.2	had
145.06	0.06	a
145.12	0.49	point
146.66	0.32	Okay
146.98	0.41	mom
147.7	0.18	I'll
147.88	0.15	look
148.03	0.26	into
148.29	0.31	it
148.99	0.18	He
149.17	0.29	said
149.46	0.75	mechanically
150.29	0.15	as
150.44	0.12	he
150.56	0.22	hung
150.78	0.32	up
151.46	0.16	and
151.62	0.23	thought
151.85	0.06	to
151.91	0.58	himself
153.13	0.2	what
153.33	0.12	do
153.45	0.06	I
153.52	0.17	have
153.69	0.1	to
153.79	0.48	lose
156.41	0.13	He
156.54	0.28	woke
156.82	0.14	up
157.0	0.3	early
157.32	0.1	the
157.42	0.33	next
157.75	0.51	morning
158.45	0.17	and
158.62	0.58	frantically
159.2	0.44	scanned
159.64	0.1	the
159.74	0.4	web
160.24	0.11	for
160.35	0.09	the
160.44	0.61	combination
161.05	0.18	of
161.26	0.48	best
161.77	0.19	and
161.96	0.45	cheapest
162.41	0.77	therapists
164.07	0.34	Before
164.41	0.44	long
164.99	0.17	he
165.16	0.58	understood
165.74	0.25	that
166.17	0.31	knowing
166.48	0.3	nothing
166.78	0.18	about
166.96	0.1	the
167.06	0.56	subject
167.79	0.17	it
167.96	0.17	was
168.13	0.26	hard
168.39	0.09	to
168.48	0.3	figure
168.78	0.17	out
168.95	0.28	which
169.23	0.49	therapist
169.73	0.18	was
169.93	0.11	the
170.04	0.58	best
171.08	0.11	He
171.19	0.15	would
171.35	0.25	have
171.6	0.12	to
171.73	0.25	settle
171.98	0.14	for
172.12	0.1	the
172.22	0.46	cheapest
172.68	0.15	one
172.83	0.13	he
172.96	0.16	could
173.12	0.44	find
174.62	0.45	Andre
175.07	0.15	the
175.23	0.58	Giant
175.9	0.69	chiropractor
176.59	0.13	and
176.72	0.53	hypnosis
177.25	0.58	therapist
177.93	0.27	my
178.21	0.26	back
178.48	0.76	guaranteed
179.92	0.12	The
180.04	0.71	combination
180.75	0.16	was
180.91	0.05	a
180.96	0.23	bit
181.19	0.46	odd
181.96	0.16	but
182.12	0.18	just
182.3	0.11	the
182.41	0.25	thought
182.69	0.14	of
182.83	0.42	Princess
183.25	0.5	Bride
184.11	0.18	which
184.29	0.11	was
184.4	0.14	his
184.55	0.24	all
184.79	0.24	time
185.03	0.37	favorite
185.4	0.28	movie
185.68	0.2	by
185.88	0.53	far
186.8	0.26	made
187.06	0.06	the
187.12	0.33	choice
187.45	0.22	so
187.67	0.23	much
187.9	0.5	easier
189.71	0.11	A
189.82	0.25	low
190.07	0.36	voice
190.46	0.33	answered
190.79	0.16	his
190.95	0.41	call
192.08	0.28	It's
192.36	0.15	your
192.51	0.32	lucky
192.83	0.36	day
193.19	0.32	Mr
193.51	0.55	Smith
194.73	0.36	Somehow
195.09	0.08	a
195.17	0.25	fake
195.42	0.2	name
195.63	0.22	felt
195.85	0.48	safer
197.06	0.1	I
197.16	0.2	have
197.36	0.05	a
197.41	0.78	cancellation
198.2	0.17	for
198.37	0.72	10
199.09	0.35	am
199.44	0.56	today
200.17	0.14	but
200.31	0.14	it's
200.46	0.35	going
200.81	0.1	to
200.91	0.1	be
201.01	0.5	chilly
201.58	0.17	so
201.75	0.12	be
201.87	0.33	sure
202.2	0.12	to
202.32	0.25	wear
202.57	0.07	a
202.64	0.59	scarf
204.69	0.2	He
204.89	0.32	arrived
205.21	0.08	at
205.29	0.01	Andre's
205.82	0.5	clinic
206.36	0.16	at
206.52	1.21	56
208.22	0.16	and
208.39	0.56	Andre
209.29	0.16	who
209.45	0.12	to
209.57	0.21	his
209.78	0.67	disappointment
210.45	0.15	was
210.6	0.08	a
210.68	0.79	surprisingly
211.47	0.35	short
211.83	0.57	giant
212.68	0.43	welcomed
213.11	0.13	him
213.24	0.29	in
214.28	0.2	I
214.48	0.32	hate
214.82	0.91	Wednesdays
215.91	0.16	he
216.07	0.39	said
216.9	0.18	For
217.08	0.21	some
217.29	0.5	reason
218.07	0.52	everyone
218.59	0.3	seems
218.89	0.1	to
218.99	0.16	be
219.15	0.48	sick
221.06	0.11	I
221.17	0.16	know
221.33	0.17	what
221.5	0.11	you
221.61	0.4	mean
222.26	0.13	I
222.39	0.26	used
222.65	0.06	to
222.72	0.13	be
222.85	0.07	in
222.92	0.1	the
223.02	0.36	toilet
223.38	0.27	paper
223.65	0.53	industry
224.21	0.36	Thomas
224.58	0.53	replied
225.29	0.39	feeling
225.69	0.18	that
225.87	0.13	was
226.0	0.08	an
226.08	0.53	eccentric
226.61	0.64	response
228.14	0.57	So
228.99	0.17	are
229.16	0.11	you
229.27	0.45	interested
229.72	0.16	in
229.88	0.69	chiropractic
230.57	0.55	therapy
231.15	0.17	or
231.32	0.13	are
231.45	0.16	you
231.62	0.24	here
231.86	0.28	just
232.14	0.12	for
232.26	0.52	hypnosis
232.78	0.48	session
233.51	0.32	Andre
233.83	0.53	asked
235.2	0.22	Just
235.42	0.08	the
235.5	0.48	hypnosis
235.98	0.48	session
236.52	0.12	My
236.64	0.36	back
237.0	0.27	seems
237.27	0.07	to
237.35	0.15	be
237.53	0.29	just
237.82	0.3	fine
238.13	0.19	these
238.32	0.28	days
238.6	0.3	thank
238.9	0.22	you
239.35	0.31	Thomas
239.66	0.25	said
239.94	0.65	assertively
241.05	0.31	sure
241.36	0.4	man
242.47	0.3	Andre
242.78	0.43	replied
243.21	0.16	and
243.37	0.52	coughed
245.52	0.3	What
245.82	0.3	seems
246.12	0.1	to
246.22	0.13	be
246.35	0.44	bothering
246.79	0.16	you
246.95	0.31	Mr
247.26	0.55	Smith
248.96	0.21	It's
249.21	0.53	Emily
250.17	0.11	the
250.28	0.42	greatest
250.7	0.28	girl
250.98	0.07	in
251.05	0.12	the
251.17	0.5	world
252.39	0.12	I
252.51	0.29	can't
252.81	0.26	stop
253.07	0.36	thinking
253.43	0.24	about
253.67	0.28	her
254.57	0.16	We
254.73	0.12	were
254.85	0.42	supposed
255.28	0.13	to
255.41	0.4	marry
255.81	0.12	in
255.93	0.11	the
256.04	0.58	spring
257.02	0.18	but
257.2	0.08	I
257.28	0.17	was
257.45	0.47	afraid
257.92	0.1	to
258.02	0.57	commit
259.37	0.18	I'm
259.55	0.38	still
259.93	0.53	obsessed
260.46	0.16	with
260.62	0.31	her
261.61	0.14	I
261.76	0.41	dream
262.19	0.29	about
262.48	0.15	her
262.64	0.83	constantly
263.59	0.16	and
263.75	0.1	I
263.85	0.48	imagine
264.34	0.2	her
264.54	0.5	face
265.17	0.14	in
265.31	0.37	almost
265.68	0.26	every
265.94	0.32	woman
266.26	0.15	I
266.42	0.45	see
267.76	0.14	To
267.9	0.17	be
268.07	0.52	honest
268.8	0.19	you
268.99	0.08	are
269.07	0.14	the
269.21	0.59	20th
269.8	0.54	therapist
270.34	0.15	I've
270.49	0.2	gone
270.69	0.35	to
272.24	0.11	Do
272.35	0.21	you
272.56	0.28	like
272.9	0.59	chocolate
273.55	0.36	Mr
273.91	0.38	Smith
275.76	0.32	Thomas
276.08	0.23	didn't
276.31	0.6	understand
276.92	0.11	the
277.03	0.4	relevance
277.43	0.13	of
277.56	0.07	the
277.63	0.58	question
278.3	0.08	but
278.38	0.1	he
278.48	0.49	replied
278.97	0.78	nevertheless
280.27	0.16	I'm
280.43	0.19	not
280.62	0.4	crazy
281.02	0.26	about
281.28	0.18	it
281.59	0.15	but
281.74	0.09	I
281.86	0.22	take
282.08	0.07	a
282.16	0.29	bite
282.48	0.19	now
282.67	0.18	and
282.85	0.32	then
284.13	0.35	Just
284.49	0.29	keep
284.78	0.21	your
284.99	0.49	eyes
285.51	0.2	on
285.71	0.09	the
285.8	0.37	Milky
286.17	0.43	Way
286.87	0.45	Andre
287.32	0.46	said
288.08	0.14	as
288.22	0.09	he
288.31	0.39	started
288.7	0.11	to
288.81	0.49	gently
289.3	0.47	dangle
289.8	0.09	a
289.89	0.51	miniature
290.4	0.37	Milky
290.77	0.19	Way
290.96	0.18	which
291.14	0.15	was
291.31	0.31	tied
291.62	0.13	to
291.75	0.08	a
291.83	0.5	string
293.48	0.22	Aren't
293.7	0.14	you
293.84	0.28	supposed
294.12	0.09	to
294.22	0.13	do
294.35	0.15	that
294.5	0.16	with
294.66	0.08	a
294.75	0.36	silver
295.11	0.64	watch
296.11	0.34	Thomas
296.45	0.32	said
296.78	0.4	doubtfully
298.97	0.04	quote
299.02	0.46	trust
299.48	0.11	in
299.59	0.68	Andre
300.38	0.17	and
300.56	0.48	everything
301.04	0.1	will
301.14	0.19	be
301.43	0.48	just
301.91	0.61	fine
303.38	0.16	He
303.54	0.18	took
303.72	0.07	a
303.79	0.25	deep
304.05	0.48	breath
304.79	0.18	and
304.97	0.29	tried
305.27	0.21	not
305.48	0.12	to
305.6	0.5	laugh
307.51	0.05	The
307.56	0.28	next
307.84	0.19	thing
308.03	0.12	he
308.15	0.58	remembered
308.76	0.22	was
308.98	0.39	waking
309.37	0.34	up
310.03	0.12	and
310.15	0.34	feeling
310.49	0.17	like
310.66	0.13	he
310.79	0.2	could
310.99	0.31	really
311.3	0.3	use
311.6	0.08	a
311.68	0.33	good
312.01	0.74	chiropractic
312.75	0.52	therapy
313.82	0.19	When
314.01	0.12	he
314.13	0.35	left
314.52	0.41	Andre's
314.97	0.41	clinic
315.4	0.17	an
315.57	0.24	hour
315.81	0.46	later
316.49	0.16	he
316.65	0.25	felt
316.91	0.35	better
317.26	0.15	than
317.41	0.13	he
317.54	0.29	had
317.83	0.18	for
318.03	0.58	ages
319.49	0.15	It
319.64	0.13	was
319.77	0.15	like
319.92	0.05	a
319.97	0.65	miracle
321.25	0.25	His
321.5	0.33	back
321.83	0.24	felt
322.09	0.52	great
322.99	0.15	and
323.14	0.12	he
323.26	0.18	had
323.45	0.3	new
323.76	0.28	hope
324.09	0.15	in
324.24	0.19	his
324.43	0.45	heart
326.13	0.17	As
326.3	0.11	he
326.41	0.47	strolled
326.88	0.2	down
327.08	0.11	the
327.19	0.56	street
327.78	0.23	he
328.01	0.44	spotted
328.45	0.08	a
328.53	0.36	girl
328.91	0.18	that
329.09	0.22	looked
329.31	0.56	exactly
329.87	0.2	like
330.08	0.51	Emily
331.16	0.15	but
331.31	0.29	after
331.6	0.35	another
331.95	0.61	second
332.69	0.15	he
332.84	0.6	realized
333.44	0.09	that
333.53	0.12	he
333.65	0.14	was
333.79	0.65	imagining
335.51	0.4	Feeling
335.91	0.46	better
336.6	0.13	he
336.73	0.42	stopped
337.16	0.13	to
337.29	0.37	buy
337.7	0.08	a
337.78	0.41	Milky
338.19	0.38	Way
338.98	0.15	and
339.13	0.57	continued
339.7	0.41	walking
340.11	0.34	home
340.45	0.24	light
340.69	0.44	hearted
342.34	0.19	As
342.53	0.27	days
342.8	0.22	went
343.03	0.39	by
343.75	0.17	he
343.92	0.41	noticed
344.33	0.14	that
344.47	0.1	he
344.57	0.2	was
344.77	0.38	dreaming
345.15	0.22	about
345.39	0.36	Emily
345.75	0.32	less
346.07	0.16	than
346.23	0.41	ever
347.22	0.1	He
347.32	0.18	was
347.5	0.57	finally
348.08	0.29	ready
348.37	0.17	to
348.55	0.24	meet
348.79	0.31	her
350.75	0.15	He
350.9	0.27	called
351.17	0.18	his
351.35	0.46	ex
351.94	0.17	and
352.11	0.53	eventually
352.64	0.53	persuaded
353.17	0.23	her
353.43	0.14	to
353.57	0.24	meet
353.81	0.17	with
353.98	0.23	him
354.25	0.16	at
354.41	0.05	a
354.46	0.33	bar
354.8	0.12	the
354.92	0.31	next
355.23	0.37	day
356.34	0.16	When
356.5	0.15	he
356.65	0.42	arrived
357.07	0.12	at
357.19	0.13	the
357.33	0.47	bar
358.01	0.36	Emily
358.37	0.19	was
358.56	0.27	looking
358.83	0.09	at
358.92	0.1	her
359.02	0.55	watch
360.88	0.17	How
361.05	0.09	are
361.14	0.15	you
361.29	0.41	doing
361.7	0.51	Emily
362.22	0.23	He
362.45	0.36	asked
363.3	0.25	not
363.56	0.28	losing
363.84	0.48	control
364.32	0.19	of
364.51	0.14	his
364.65	0.34	body
365.0	0.21	for
365.21	0.09	a
365.3	0.57	change
367.12	0.14	I
367.26	0.28	have
367.57	0.17	been
367.75	0.53	better
368.38	0.21	How
368.59	0.09	are
368.68	0.19	you
368.87	0.22	these
369.09	0.46	days
370.59	0.3	Getting
370.89	0.41	better
371.44	0.19	he
371.63	0.47	answered
372.48	0.44	Actually
372.92	0.44	believing
373.36	0.09	in
373.45	0.11	the
373.56	0.3	words
373.86	0.1	that
373.96	0.12	he
374.08	0.15	was
374.23	0.5	saying
375.86	0.09	I
375.95	0.26	have
376.21	0.1	to
376.31	0.12	go
376.43	0.09	to
376.52	0.08	the
376.6	0.4	ladies
377.0	0.29	room
377.62	0.08	Do
377.7	0.11	you
377.81	0.23	want
378.04	0.56	anything
379.02	0.11	She
379.13	0.55	inquired
379.69	0.58	softly
381.07	0.43	No
381.57	0.2	I'm
381.77	0.42	fine
382.23	0.13	I
382.36	0.18	was
382.54	0.19	just
382.73	0.29	hoping
383.02	0.1	to
383.12	0.23	talk
383.36	0.23	about
383.59	0.07	our
383.66	0.58	past
384.25	0.16	he
384.41	0.44	answered
385.86	0.13	By
385.99	0.13	the
386.12	0.34	way
386.52	0.09	do
386.61	0.15	you
386.76	0.2	have
387.01	0.38	Milky
387.39	0.2	Way
387.59	0.15	on
387.74	0.15	you
387.89	0.19	by
388.08	0.22	any
388.3	0.5	chance
389.6	0.33	What
390.68	0.35	No
391.74	0.19	She
391.93	0.4	answered
392.33	0.27	looking
392.6	0.09	at
392.69	0.14	him
392.83	0.62	tenderly
394.53	0.32	Thomas
394.85	0.28	felt
395.13	0.15	like
395.28	0.08	a
395.38	0.51	confident
395.89	0.34	man
396.95	0.18	It's
397.13	0.38	fine
398.03	0.65	jiffy
398.69	0.18	he
398.88	0.41	said
399.38	0.13	as
399.51	0.12	he
399.63	0.37	leapt
400.05	0.12	to
400.17	0.28	find
400.45	0.05	a
400.5	0.37	vending
400.87	0.44	machine
402.25	0.15	On
402.4	0.17	his
402.57	0.21	way
402.78	0.13	to
402.91	0.2	his
403.11	0.45	seat
403.84	0.2	while
404.04	0.51	swallowing
404.55	0.15	what
404.7	0.15	was
404.85	0.24	left
405.09	0.09	of
405.18	0.19	his
405.37	0.47	chocolate
406.03	0.15	he
406.18	0.45	smiled
406.63	0.11	to
406.81	0.47	himself
407.83	0.05	why
408.05	0.25	didn't
408.3	0.1	I
408.44	0.16	go
408.6	0.09	to
408.69	0.16	that
408.86	0.41	wacky
409.27	0.49	hypnotist
409.79	0.53	earlier
411.19	0.11	I
411.3	0.23	must
411.53	0.29	never
411.82	0.28	admit
412.1	0.19	this
412.29	0.11	to
412.4	0.38	mom
413.96	0.18	He
414.14	0.26	moved
414.42	0.1	the
414.52	0.44	chair
415.09	0.14	with
415.24	0.07	a
415.35	0.24	big
415.59	0.37	smile
415.97	0.05	on
416.02	0.08	his
416.19	0.25	face
417.15	0.1	I
417.57	0.18	see
417.78	0.35	Andre
418.14	0.16	about
418.3	0.13	my
418.43	0.27	new
418.71	0.25	weight
419.01	0.35	problem
419.36	0.08	as
419.44	0.26	soon
419.7	0.1	as
419.87	0.61	possible
420.56	0.13	he
420.73	0.33	thought
421.34	0.11	as
421.47	0.13	he
421.6	0.36	started
422.05	0.41	tapping
422.47	0.12	on
422.59	0.06	his
422.74	0.36	newly
423.1	0.49	acquired
423.64	0.43	belly
424.08	0.02	I'm
424.1	0.03	not
424.13	0.03	sure
