onset	duration	stimulus
104.8	0.48	jetway
105.3	0.18	and
105.52	0.27	armed
105.79	0.08	to
105.87	0.1	the
105.97	0.42	plane
106.95	0.45	George
107.4	0.51	struggled
107.97	0.13	to
108.1	0.16	get
108.26	0.25	into
108.51	0.16	his
108.67	0.32	window
108.99	0.29	seat
109.29	0.18	and
109.47	0.22	fit
109.69	0.19	his
109.88	0.35	bag
110.26	0.26	down
110.52	0.15	by
110.67	0.22	his
110.89	0.3	feet
111.78	0.2	I
111.98	0.4	feel
112.38	0.23	like
112.62	0.16	I
112.78	0.4	can't
113.21	0.63	breathe
113.86	0.17	in
114.03	0.41	here
115.38	0.39	Jerry
115.77	0.52	shrugged
116.29	0.14	and
116.44	0.39	stowed
116.83	0.18	his
117.01	0.4	luggage
117.41	0.08	in
117.49	0.11	the
117.6	0.38	overhead
117.98	0.55	compartment
119.22	0.4	Well
119.62	0.24	it's
119.94	0.4	all
120.34	0.08	a
120.42	0.37	tiny
120.79	0.34	world
121.13	0.1	on
121.23	0.09	the
121.32	0.44	airplane
121.76	0.23	isn't
121.99	0.13	it
122.45	0.21	There's
122.66	0.24	that
123.07	0.31	little
123.38	0.36	tiny
123.74	0.4	table
124.14	0.32	there
124.5	0.4	tiny
124.9	0.58	computer
125.52	0.35	little
125.87	0.39	cramped
126.26	0.4	seats
126.66	0.58	tiny
127.24	0.35	food
127.66	0.45	tiny
128.11	0.6	utensils
128.98	0.44	tiny
129.42	0.32	liquor
129.74	0.4	bottles
130.18	0.43	tiny
130.64	0.55	bathroom
131.41	0.38	tiny
131.79	0.51	sink
132.35	0.41	tiny
132.76	0.44	mirror
133.2	0.34	tiny
133.55	0.64	faucet
134.42	0.44	So
134.86	0.24	there's
135.1	0.08	a
135.18	0.38	small
135.56	0.48	problem
136.04	0.19	There's
136.25	0.13	going
136.38	0.03	to
136.41	0.11	be
136.52	0.09	a
136.61	0.47	slight
137.11	0.4	delay
137.51	0.13	We're
137.64	0.11	going
137.75	0.03	to
137.78	0.12	be
137.9	0.08	a
137.98	0.45	little
138.43	0.4	late
139.26	0.22	It's
139.48	0.38	life
139.88	0.21	in
140.09	0.59	miniature
141.41	0.18	The
141.59	0.37	pilot
141.96	0.24	came
142.2	0.15	over
142.35	0.1	the
142.76	0.02	PA
142.79	0.35	system
143.43	0.21	and
143.64	0.3	started
143.95	0.67	describing
145.05	0.03	their
145.08	0.03	route
145.11	0.08	for
145.19	0.1	the
145.29	0.33	day
146.96	0.26	We're
147.22	0.24	headed
147.47	0.17	up
147.64	0.11	to
147.85	0.65	000
148.52	0.34	feet
149.1	0.26	Then
149.36	0.12	I'll
149.48	0.22	make
149.7	0.06	a
149.76	0.41	left
150.2	0.23	by
150.46	0.62	Pittsburgh
151.1	0.18	and
151.28	0.09	a
151.37	0.32	right
151.72	0.19	by
151.94	0.73	Chicago
153.2	0.31	Jerry
153.51	0.32	laughed
153.83	0.11	as
153.94	0.12	he
154.07	0.28	sat
154.35	0.28	down
154.95	0.42	Listen
155.39	0.06	to
155.45	0.27	this
155.72	0.19	guy
155.92	0.23	He's
156.15	0.2	so
156.35	0.55	excited
156.9	0.28	about
157.18	0.24	being
157.42	0.06	a
157.48	0.43	pilot
158.0	0.3	He
158.3	0.26	can't
158.56	0.22	even
158.8	0.45	stand
159.26	0.65	himself
160.72	0.2	Do
160.92	0.2	we
161.12	0.41	really
161.54	0.41	need
161.98	0.25	this
162.26	0.9	information
163.6	0.33	Ask
163.93	0.56	George
164.88	0.08	I
164.96	0.19	mean
165.15	0.24	just
165.41	0.24	do
165.65	0.42	whatever
166.07	0.1	the
166.17	0.35	hell
166.52	0.19	you
166.71	0.18	got
166.89	0.09	to
166.98	0.38	do
167.38	0.27	I
167.66	0.16	don't
167.82	0.23	know
168.36	0.3	Just
168.67	0.3	end
168.97	0.2	up
169.19	0.21	where
169.4	0.12	it
169.52	0.38	says
169.9	0.13	on
170.03	0.09	the
170.12	0.51	ticket
170.63	0.5	really
