onset	duration	stimulus
393.47	0.2	to
393.67	0.43	me
394.7	0.15	have
394.85	0.1	you
394.95	0.19	had
395.14	0.17	any
395.31	0.76	training
397.02	0.08	Whew
398.84	0.31	She
399.15	0.55	said
403.96	0.4	well
404.36	0.2	I
404.58	0.48	said
405.98	0.44	nope
409.89	0.22	My
410.11	0.38	father
410.49	0.36	speaks
410.88	0.23	this
411.11	0.31	way
411.91	0.2	my
412.11	0.4	mother
412.51	0.4	speaks
412.92	0.23	this
413.15	0.32	way
413.68	0.2	and
413.88	0.16	they're
414.04	0.18	from
414.22	0.88	Mississippi
416.1	0.22	My
416.32	0.57	siblings
416.89	0.17	all
417.06	0.28	speak
417.34	0.24	this
417.58	0.35	way
418.67	0.37	God
419.05	0.33	given
419.38	0.58	talent
420.29	0.23	No
420.52	0.59	training
421.26	0.27	no
421.53	0.72	classes
423.04	0.5	None
423.54	0.11	of
423.65	0.32	that
424.32	0.26	Just
424.59	0.05	a
424.64	0.33	little
424.97	0.26	old
425.28	0.33	me
434.12	0.19	But
434.31	0.19	I'm
434.53	0.36	still
434.89	0.67	feeling
435.58	0.15	the
435.74	0.46	secret
436.2	0.6	mission
437.65	0.27	So
437.92	0.1	I
438.02	0.61	decide
438.64	0.43	to
439.09	0.48	engage
439.57	0.15	in
439.72	0.08	a
439.81	0.34	drop
440.15	0.12	the
440.7	0.62	moment
442.23	0.11	It's
442.34	0.33	closer
442.67	0.08	to
442.75	0.65	Thanksgiving
443.4	0.39	now
443.79	0.21	when
444.0	0.15	I
444.16	0.32	drop
444.49	0.31	this
444.8	0.5	hint
445.81	0.21	And
446.02	0.08	I
446.1	0.51	describe
446.64	0.49	again
447.46	0.21	one
447.71	0.16	my
447.87	0.4	mother's
448.27	1.01	recipes
449.84	0.19	for
450.05	0.58	cornbread
450.63	0.54	dressing
452.31	0.24	And
452.55	0.09	I
452.64	0.26	took
452.9	0.44	care
453.36	0.17	on
453.53	0.16	the
453.7	0.28	air
453.98	0.18	to
454.16	0.33	say
454.49	0.31	not
454.81	0.4	bread
455.22	0.33	not
455.55	0.34	white
455.89	0.37	bread
456.26	0.6	dressing
457.4	0.26	but
457.7	0.83	cornbread
458.54	0.44	dressing
458.98	0.11	where
459.09	0.19	you
459.28	0.21	make
459.49	0.1	the
459.59	0.78	cornbread
460.58	0.16	the
460.74	0.31	night
461.05	0.66	before
462.03	0.23	And
462.26	0.12	then
462.38	0.16	you
462.54	0.33	soak
462.87	0.26	it
463.47	0.78	Cornbread
464.25	0.45	dressing
464.7	0.12	And
464.82	0.1	I
464.93	0.23	thought
465.17	0.34	boom
465.83	0.36	moment
466.2	0.16	they
466.36	0.25	got
466.61	0.11	to
466.72	0.22	know
466.94	0.12	I'm
467.06	0.15	through
467.55	0.14	I
467.7	0.08	can
467.78	0.1	go
467.88	0.2	home
468.08	0.26	now
469.52	0.17	They
469.69	0.2	know
469.89	0.13	I'm
470.02	0.35	black
470.46	0.18	They
470.64	0.19	know
470.83	0.1	I'm
470.93	0.28	black
471.21	0.29	now
473.25	0.25	And
473.5	0.55	so
474.79	0.18	on
474.97	0.16	the
475.14	0.61	air
476.57	0.27	one
476.84	0.46	day
478.52	0.11	I
478.63	0.16	was
478.79	0.26	just
479.24	1.1	remembering
480.72	0.21	this
480.93	0.97	conversation
481.9	0.15	I'd
482.06	0.3	had
482.36	0.14	with
482.5	0.24	these
482.76	0.53	two
483.3	0.66	women
484.49	0.25	these
484.78	0.32	two
485.12	0.77	petite
486.25	0.53	older
486.78	0.3	black
487.1	0.5	women
489.25	0.4	gray
489.66	0.53	hair
491.01	0.13	quaffed
492.43	0.34	One
492.78	0.16	had
492.94	0.07	a
493.01	0.36	single
493.37	0.43	strand
493.85	0.98	pearls
495.6	0.18	They
495.78	0.27	both
496.05	0.19	had
496.24	0.07	a
496.31	0.32	touch
496.63	0.15	of
496.78	0.63	makeup
498.86	0.2	And
499.06	0.14	one
499.2	0.1	of
499.3	0.14	them
499.45	0.23	took
499.68	0.14	me
499.82	0.22	by
500.08	0.3	each
500.38	0.57	hand
500.95	0.17	and
501.34	0.23	she
501.57	0.44	pulled
502.01	0.14	me
502.15	0.39	close
502.54	0.09	in
502.63	0.12	the
502.76	0.2	other
502.96	0.56	leaned
503.52	0.24	in
503.76	0.16	so
503.92	0.2	she
504.12	0.15	could
504.27	0.42	hear
505.96	0.17	And
506.13	0.18	she
506.31	0.27	said
506.58	0.13	to
506.71	0.39	me
507.67	0.89	we
509.16	0.84	so
510.36	0.94	proud
511.86	0.32	of
512.18	0.55	you
515.62	0.16	And
515.78	0.05	I
515.83	0.17	got
516.0	0.06	a
516.06	0.24	lump
516.3	0.12	in
516.42	0.14	my
516.56	0.4	throat
518.07	0.17	And
518.24	0.09	I
518.33	0.22	knew
518.55	0.2	what
518.75	0.15	they
518.9	0.47	meant
519.99	0.18	They're
520.17	0.24	looking
520.41	0.12	at
520.54	0.51	me
521.63	0.21	this
522.14	0.43	young
523.12	1.02	talented
524.69	0.37	black
525.06	0.54	woman
526.29	0.42	making
526.71	0.14	her
526.85	0.74	mark
527.84	0.19	on
528.03	0.19	this
528.23	0.29	big
528.53	0.52	radio
529.05	0.6	station
530.02	0.28	in
530.3	0.32	St
530.62	0.7	Louis
531.94	0.24	But
532.27	0.34	I'm
532.61	0.28	looking
532.89	0.14	at
533.04	0.52	them
535.57	0.16	They
535.73	0.16	have
535.89	0.58	seen
536.47	0.14	and
536.61	0.67	experienced
537.28	0.35	more
537.63	0.19	than
537.82	0.1	I
537.92	0.22	will
538.2	0.38	ever
538.58	0.42	see
539.0	0.18	or
539.18	0.56	experience
539.76	0.16	or
539.92	0.42	half
540.34	0.18	to
540.53	0.42	see
541.46	0.2	or
541.66	1.06	experience
543.29	0.26	I'm
543.55	0.27	looking
543.82	0.13	at
543.95	0.84	history
545.54	0.2	and
545.74	0.23	its
545.98	0.67	face
547.29	0.18	And
547.47	0.06	I
547.53	0.23	can
547.77	0.38	feel
548.15	0.35	it
550.28	0.22	One
550.5	0.26	day
550.76	0.11	we're
550.87	0.13	in
551.0	0.39	this
551.81	0.49	debate
552.3	0.14	on
552.44	0.14	the
552.59	0.54	air
554.4	0.13	We
554.53	0.11	were
554.64	0.45	talking
555.09	0.31	about
555.79	0.17	was
555.96	0.05	a
556.01	0.88	controversy
558.09	0.15	An
558.25	0.87	organization
559.13	0.21	one
559.34	0.09	of
559.44	0.52	many
561.39	0.46	decided
561.9	0.27	walk
562.17	0.24	out
562.41	0.28	onto
562.69	0.13	the
562.82	0.7	highway
564.8	0.24	Not
565.04	0.07	a
565.11	0.66	road
565.91	0.16	but
566.07	0.14	the
566.21	0.83	interstate
568.34	0.32	And
568.82	0.39	stopped
569.22	0.12	the
569.34	0.51	traffic
569.87	0.3	and
570.23	0.43	shut
570.66	0.15	it
570.81	0.47	down
572.33	0.15	They
572.48	0.14	were
572.64	0.96	protesting
573.84	0.2	the
574.04	0.35	lack
574.39	0.16	of
574.55	0.62	minority
575.17	0.52	jobs
575.72	0.2	in
575.92	0.87	construction
577.77	0.18	And
577.95	0.12	so
578.07	0.15	one
578.22	0.08	of
578.3	0.09	the
578.39	0.67	organizations
579.06	0.14	that
579.2	0.18	was
579.38	1.01	involved
581.03	0.17	was
581.2	0.26	one
581.46	0.29	I
581.9	0.28	knew
582.18	0.36	of
583.04	0.18	from
583.22	0.08	the
583.3	0.28	time
583.58	0.05	I
583.63	0.21	lived
583.84	0.13	in
583.97	0.33	Kansas
584.3	0.22	City
584.52	0.37	Missouri
584.89	0.13	But
585.02	0.14	my
585.16	0.2	co
585.36	0.28	host
585.64	0.12	at
585.76	0.1	the
585.87	0.54	time
586.75	0.21	had
586.96	0.26	never
587.22	0.25	heard
587.47	0.15	of
587.62	0.32	them
588.51	0.17	And
588.68	0.18	so
588.86	0.19	he
589.05	0.21	was
589.27	0.58	truly
589.85	0.75	dismissive
591.64	0.22	And
591.89	0.25	I
592.16	0.18	was
592.37	0.56	truly
592.94	0.91	frustrated
595.55	0.04	And
595.76	0.17	I'm
595.93	0.73	thinking
597.14	0.4	this
597.55	0.21	is
597.76	0.11	a
597.88	0.7	movement
598.59	0.86	moment
600.32	0.29	This
600.63	0.21	is
600.84	0.09	a
600.93	0.54	moment
601.48	0.23	where
601.71	0.39	you
602.36	0.37	either
602.75	0.83	educate
604.6	0.19	or
604.79	1.18	chastise
606.45	0.23	or
606.69	0.56	enlighten
607.25	0.01	I
608.63	0.19	think
608.82	0.1	I'm
608.92	0.05	a
608.97	0.17	do
609.14	0.13	all
609.27	0.34	three
612.7	0.19	But
612.89	0.12	I
613.02	0.21	am
613.38	0.43	also
613.84	0.66	thinking
615.84	0.18	And
616.02	0.09	I
616.11	0.15	am
616.28	0.35	also
616.63	0.71	worried
618.12	0.17	I'm
618.29	0.41	still
618.79	0.2	kind
618.99	0.13	of
619.12	0.25	new
619.38	0.6	here
621.68	0.2	I'm
621.91	0.34	still
622.25	0.74	young
623.26	0.37	I'm
623.95	0.08	a
624.03	0.85	woman
625.08	0.26	I'm
625.34	0.64	black
626.26	0.31	And
626.6	0.28	I'm
626.88	0.81	pregnant
629.43	0.2	And
629.63	0.19	I'm
629.82	0.52	worried
630.37	0.26	about
630.63	0.1	the
630.73	0.91	stereotype
631.64	0.16	of
631.8	0.17	the
631.97	0.38	angry
632.35	0.32	black
632.67	0.33	woman
633.44	0.18	And
633.62	0.29	yet
633.91	0.17	I'm
634.09	0.39	also
634.48	0.52	worried
635.0	0.17	that
635.17	0.16	I
635.6	0.25	don't
635.85	0.3	speak
636.15	0.15	up
636.3	0.45	enough
636.76	0.31	about
637.07	0.29	black
637.36	0.46	issues
637.82	0.15	I'm
637.97	0.41	thinking
638.44	0.5	all
638.96	0.23	of
639.19	0.54	this
641.67	0.17	And
641.84	0.08	I
641.93	0.3	dive
642.23	0.19	right
642.42	0.46	in
644.66	0.16	And
644.82	0.1	I
644.93	0.22	said
645.15	0.11	to
645.26	0.43	him
646.55	0.25	you
646.8	0.17	know
646.97	0.14	they're
647.11	0.11	in
647.22	0.1	the
647.32	0.3	yellow
647.62	0.62	pages
649.91	0.18	You
650.09	0.15	can
650.24	0.16	look
650.52	0.19	up
650.71	0.29	right
651.0	0.31	now
651.33	0.27	and
651.62	0.46	call
652.09	0.28	them
652.37	0.16	They've
652.53	0.16	been
652.7	0.43	around
653.13	0.17	for
653.33	0.42	50
653.76	1.02	years
656.96	0.13	And
657.09	0.1	so
657.19	0.12	we
657.31	0.18	took
657.49	0.19	some
657.68	0.57	calls
658.25	0.31	and
659.24	0.22	we
659.46	0.33	ended
659.79	0.17	that
659.96	1.13	conversation
662.11	0.3	turned
662.69	0.15	mics
662.84	0.68	off
663.82	0.14	and
663.96	0.17	left
664.13	0.1	the
664.23	0.6	studio
666.55	0.18	Now
666.75	0.35	just
667.1	0.21	a
667.61	0.41	few
668.03	0.44	weeks
668.72	0.18	ago
668.91	0.01	a
670.29	0.4	gentleman
670.69	0.25	came
670.94	0.07	to
671.01	0.09	our
671.1	0.29	house
671.39	0.12	for
671.51	0.08	a
671.59	0.44	service
672.03	0.28	call
672.31	0.16	to
672.47	0.59	repair
673.32	0.14	the
673.46	0.75	windshield
674.72	0.16	of
674.88	0.16	my
675.04	0.5	car
676.62	0.13	It's
676.75	0.15	right
676.9	0.06	in
676.96	0.12	there
677.08	0.07	in
677.15	0.07	the
677.22	0.76	driveway
678.19	0.11	I
678.3	0.2	met
678.5	0.12	him
678.62	0.81	outside
680.61	0.14	And
680.75	0.1	he
680.86	0.21	said
681.07	0.12	to
681.19	0.22	me
681.7	0.17	have
681.87	0.06	a
681.93	0.44	friend
682.37	0.17	who
682.54	0.34	lives
682.88	0.23	over
