onset	duration	stimulus
77.08	0.11	the
77.19	0.42	kitchen
77.62	0.4	neatly
78.02	0.39	marked
78.41	0.14	with
78.55	0.12	our
78.67	0.61	names
79.39	0.12	our
79.51	0.17	own
79.68	0.37	shelves
80.06	0.08	in
80.14	0.11	the
80.25	0.5	fridge
80.98	0.31	upon
81.29	0.21	which
81.5	0.13	we
81.63	0.31	kept
81.94	0.13	our
82.07	0.22	own
82.33	0.53	eggs
82.93	0.66	cheese
83.68	0.58	yogurt
84.66	0.55	milk
86.25	0.26	I
86.52	0.18	was
86.71	0.37	always
87.08	0.71	punctilious
87.8	0.27	about
88.07	0.38	using
88.53	0.35	only
88.88	0.18	my
89.06	0.23	own
89.29	0.81	provisions
90.63	0.42	Others
91.05	0.09	were
91.14	0.22	not
91.38	0.55	so
94.25	0.18	Oh
94.43	0.39	there
95.77	0.11	I
95.88	0.28	lost
96.16	0.05	a
96.21	0.46	word
97.85	0.28	One
98.13	0.13	that
98.26	0.14	would
98.4	0.51	mean
99.53	0.57	careful
100.13	0.17	to
100.31	0.19	obey
100.5	0.11	the
100.61	0.63	rules
101.96	0.17	The
102.13	0.19	other
102.32	0.32	people
102.64	0.1	in
102.74	0.08	the
102.82	0.37	house
103.19	0.35	were
104.89	0.28	not
105.18	0.56	so
106.63	0.14	I
106.77	0.18	would
106.95	0.16	go
107.11	0.1	to
107.21	0.11	the
107.32	0.42	fridge
107.77	0.18	but
107.95	0.2	my
108.15	0.57	eggs
108.82	0.17	would
108.99	0.12	have
109.11	0.63	vanished
111.79	0.17	I'm
111.96	0.36	thinking
112.32	0.08	of
112.4	0.06	a
112.46	0.42	sky
112.91	0.28	filled
113.19	0.14	with
113.35	0.83	spaceships
114.47	0.22	So
114.69	0.28	many
114.97	0.16	of
115.13	0.14	them
115.27	0.14	that
115.41	0.12	they
115.53	0.23	seem
115.76	0.18	like
115.94	0.1	a
116.05	0.33	plague
116.39	0.11	of
116.5	0.54	locusts
117.05	0.8	silver
118.19	0.48	against
118.69	0.14	the
118.83	0.54	luminous
119.37	0.24	move
119.61	0.16	of
119.77	0.07	the
119.84	0.49	night
121.5	0.29	Things
121.79	0.13	would
121.92	0.12	go
122.05	0.36	missing
122.41	0.16	from
122.57	0.15	my
122.72	0.25	room
122.97	0.24	back
123.21	0.18	then
123.39	0.13	as
123.52	0.4	well
124.84	0.7	Boots
126.4	0.15	I
126.55	0.4	remember
126.95	0.18	my
127.13	0.3	boots
127.45	0.41	going
128.68	0.43	Or
129.51	0.35	being
129.86	0.5	gone
130.43	0.25	I
130.7	0.21	should
130.91	0.24	say
131.15	0.15	as
131.3	0.15	I
131.76	0.17	did
131.93	0.15	not
132.11	0.23	ever
132.35	0.44	actually
132.79	0.34	catch
133.13	0.27	them
133.76	0.14	in
133.9	0.1	the
134.0	0.24	act
134.24	0.11	of
134.35	0.44	leaving
136.64	0.43	Boots
137.07	0.15	do
137.22	0.19	not
137.42	0.58	just
138.48	0.33	go
140.19	0.72	Somebody
141.04	0.43	went
141.62	0.28	them
147.4	0.05	LAUGHTER
147.62	0.16	like
147.78	0.13	my
147.91	0.21	big
148.16	0.69	dictionary
149.73	0.28	Same
150.01	0.57	house
150.73	0.28	same
151.01	0.26	time
151.27	0.48	period
152.03	0.12	I
152.15	0.22	went
152.37	0.08	to
152.45	0.13	the
152.58	0.33	small
152.91	0.57	bookshelf
153.52	0.4	beside
153.92	0.13	my
154.05	0.42	bed
154.57	0.49	Everything
155.06	0.15	was
155.21	0.16	by
155.38	0.16	my
155.54	0.26	bed
155.81	0.1	It
155.92	0.29	was
156.52	0.22	my
156.74	0.28	room
157.02	0.13	but
157.15	0.09	it
157.24	0.14	was
157.38	0.12	not
157.5	0.23	much
157.73	0.35	larger
158.08	0.12	than
158.2	0.07	a
158.27	0.54	cupboard
159.15	0.16	with
159.31	0.03	a
159.34	0.21	bed
159.55	0.13	in
159.68	0.27	it
160.69	0.14	I
160.83	0.23	went
161.07	0.41	to
161.58	0.11	the
161.69	0.54	shelf
162.3	0.17	and
162.47	0.07	the
162.54	0.44	dictionary
162.98	0.19	was
163.17	0.29	gone
163.46	0.2	just
163.66	0.06	a
163.72	0.49	dictionary
164.22	0.42	sized
164.64	0.26	hole
164.9	0.12	in
165.02	0.15	my
165.17	0.31	shelf
165.49	0.14	to
165.63	0.45	show
166.62	0.2	where
166.82	0.14	my
166.96	0.49	dictionary
167.57	0.54	wasn't
169.75	0.08	All
170.0	0.06	the
170.06	0.48	words
170.56	0.1	in
170.66	0.07	the
170.73	0.26	book
171.01	0.16	they
171.17	0.25	came
171.42	0.15	in
171.57	0.12	were
171.69	0.41	gone
173.09	0.26	Over
173.35	0.07	the
173.42	0.25	next
173.67	0.41	month
174.13	0.18	they
174.31	0.32	also
174.63	0.29	took
174.92	0.17	my
175.09	0.69	radio
175.84	0.1	a
175.94	0.25	can
176.19	0.11	of
176.3	0.44	shaving
176.74	0.44	foam
177.56	0.09	a
177.65	0.3	pad
177.95	0.11	of
178.06	0.17	note
178.28	0.52	paper
179.14	0.14	and
179.28	0.05	a
179.33	0.25	box
179.58	0.1	of
179.68	0.76	pencils
181.3	0.12	And
181.42	0.13	my
181.55	0.38	yoghurt
183.92	0.4	And
184.32	0.06	I
184.38	0.62	discovered
185.08	0.36	during
185.44	0.06	a
185.5	0.34	power
185.84	0.37	cut
186.83	0.2	my
187.05	0.72	candles
189.71	0.24	Now
189.95	0.14	I'm
190.11	0.32	thinking
190.43	0.11	of
190.54	0.04	a
190.58	0.28	boy
190.88	0.16	with
191.04	0.21	new
191.28	0.35	tennis
191.63	0.47	shoes
192.11	0.12	who
192.23	0.36	believes
192.59	0.11	he
192.7	0.18	can
192.88	0.25	run
193.15	0.49	forever
194.27	0.26	No
194.53	0.25	that's
194.78	0.14	not
194.93	0.25	giving
195.18	0.13	it
195.32	0.14	to
195.46	0.24	me
196.45	0.1	A
196.55	0.28	dry
196.86	0.29	town
197.15	0.06	in
197.21	0.14	which
197.35	0.13	it
197.48	0.33	rained
197.82	0.52	forever
199.07	0.1	A
199.17	0.3	road
199.49	0.17	through
199.66	0.1	the
199.76	0.39	desert
200.23	0.15	on
200.38	0.19	which
200.59	0.22	good
200.81	0.33	people
201.15	0.15	see
201.3	0.06	a
201.36	0.71	mirage
202.74	0.09	A
202.83	0.57	dinosaur
203.4	0.08	that
203.48	0.13	is
203.61	0.05	a
203.66	0.32	movie
203.98	0.61	producer
205.22	0.13	The
205.35	0.49	mirage
205.88	0.17	was
206.05	0.14	the
206.26	0.35	pleasure
206.61	0.23	dome
206.84	0.11	of
207.15	0.21	Kublai
207.39	0.52	Khan
208.89	0.32	No
210.93	0.83	Sometimes
212.41	0.15	when
212.56	0.08	the
212.64	0.33	words
212.97	0.22	go
213.19	0.36	away
214.24	0.1	I
214.34	0.18	can
214.52	0.29	find
214.81	0.13	them
214.94	0.15	by
215.11	0.37	creeping
215.48	0.16	up
215.64	0.09	on
215.73	0.19	them
215.92	0.13	from
216.05	0.28	another
216.33	0.56	direction
217.21	0.24	See
217.45	0.1	I
217.88	0.28	look
218.17	0.15	for
218.32	0.08	a
218.4	0.52	word
218.99	0.4	I'm
219.43	0.56	discussing
219.99	0.08	the
220.07	0.54	inhabitants
220.61	0.1	of
220.71	0.07	the
220.78	0.31	planet
221.09	0.51	Mars
221.67	0.39	say
222.32	0.15	And
222.47	0.07	I
222.54	0.39	realize
222.93	0.1	that
223.04	0.12	the
223.16	0.28	word
223.44	0.1	for
223.54	0.19	them
223.73	0.15	has
223.88	0.38	gone
224.73	0.1	I
224.83	0.23	might
225.06	0.28	also
225.34	0.6	realize
226.0	0.15	that
226.15	0.07	the
226.22	0.36	missing
226.58	0.23	word
226.81	0.55	occurs
227.7	0.11	in
227.81	0.05	a
227.86	0.56	sentence
228.42	0.09	or
228.51	0.07	a
228.58	0.55	title
229.62	0.59	The
231.67	0.81	Chronicles
233.62	0.24	My
233.86	0.58	favorite
235.31	0.24	If
235.55	0.21	that
235.76	0.19	does
235.95	0.13	not
236.09	0.15	give
236.24	0.12	it
236.36	0.07	to
236.43	0.14	me
236.57	0.12	I
236.92	0.62	circle
237.54	0.19	the
237.73	0.43	idea
238.19	0.37	little
239.01	0.35	green
239.36	0.46	men
239.86	0.14	I
240.0	0.27	think
240.46	0.14	or
240.6	0.44	tall
241.05	0.42	dark
241.47	0.56	skinned
242.04	0.56	gentle
242.91	0.37	Dark
243.31	0.17	they
243.48	0.28	were
243.76	0.19	and
243.95	0.41	golden
244.36	0.32	eyed
244.71	0.22	And
244.93	0.54	suddenly
245.47	0.13	the
245.6	0.37	word
246.47	0.81	Martians
247.8	0.17	is
247.97	0.37	waiting
248.34	0.18	for
248.52	0.2	me
249.13	0.18	like
249.31	0.06	a
249.37	0.37	friend
249.74	0.12	or
249.86	0.06	a
249.92	0.44	lover
250.44	0.15	at
250.59	0.1	the
250.69	0.14	end
250.83	0.09	of
250.92	0.05	a
250.97	0.23	long
251.2	0.41	day
253.29	0.16	I
253.45	0.18	left
253.67	0.18	that
253.85	0.31	house
254.16	0.12	when
254.28	0.15	my
254.43	0.39	radio
254.82	0.45	went
255.76	0.13	It
255.89	0.14	was
256.03	0.19	too
256.22	0.49	wearing
256.97	0.12	The
257.09	0.41	slow
257.5	0.62	disappearance
258.12	0.12	of
258.24	0.11	the
258.36	0.45	things
259.12	0.1	I
259.22	0.15	had
259.4	0.26	thought
259.68	0.2	so
259.88	0.55	safely
260.44	0.45	mine
260.93	0.39	item
261.32	0.18	by
261.54	0.52	item
262.55	0.25	Thing
262.8	0.18	by
263.0	0.41	thing
263.92	0.4	Object
264.32	0.18	by
264.5	0.67	object
266.04	0.35	Word
266.43	0.18	by
266.61	0.48	word
269.41	0.17	When
269.58	0.06	I
269.64	0.18	was
269.85	0.33	12
271.52	0.09	I
271.61	0.16	was
271.77	0.24	told
272.01	0.05	a
272.06	0.64	story
273.03	0.17	by
273.2	0.07	an
273.27	0.2	old
273.47	0.44	man
274.54	0.15	that
274.69	0.12	I'd
274.81	0.28	never
275.09	0.57	forgotten
277.59	0.13	A
277.72	0.4	poor
278.16	0.38	man
278.55	0.32	found
278.87	0.6	himself
279.54	0.13	in
279.67	0.06	a
279.73	0.72	forest
280.64	0.17	as
280.82	0.29	night
281.11	0.36	fell
282.09	0.17	and
282.26	0.11	he
282.38	0.19	had
282.57	0.26	no
282.86	0.3	prayer
283.16	0.3	book
283.51	0.14	to
283.65	0.24	say
283.89	0.19	his
284.08	0.34	evening
284.42	0.62	prayers
285.67	0.22	So
285.89	0.16	he
286.05	0.49	said
287.35	0.59	God
288.19	0.12	who
288.31	0.28	knows
288.59	0.19	all
288.79	0.54	things
290.37	0.13	I
290.5	0.17	have
290.67	0.15	no
290.82	0.26	prayer
291.08	0.43	book
291.64	0.26	and
291.9	0.06	I
291.96	0.16	do
292.12	0.16	not
292.28	0.13	know
292.41	0.18	any
292.6	0.36	prayers
292.96	0.16	by
293.12	0.52	heart
294.07	0.18	But
294.26	0.23	you
294.5	0.3	know
294.82	0.22	all
295.05	0.12	the
295.17	0.81	prayers
297.02	0.2	You
297.22	0.06	are
297.28	0.5	God
299.21	0.2	So
299.42	0.19	this
299.61	0.14	is
299.75	0.16	what
299.91	0.13	I'm
300.04	0.23	going
300.27	0.12	to
300.39	0.31	do
301.61	0.24	I'm
301.85	0.11	going
301.96	0.09	to
302.06	0.17	say
302.23	0.12	the
302.35	0.71	alphabet
303.62	0.11	and
303.73	0.05	I
303.78	0.13	will
303.91	0.13	let
304.04	0.24	you
304.3	0.16	put
304.46	0.09	the
304.55	0.35	words
304.9	0.46	together
309.05	0.13	There
309.18	0.01	are
309.36	0.32	things
309.68	0.39	missing
310.07	0.17	from
310.24	0.15	my
310.39	0.34	mind
310.83	0.1	it
310.94	0.41	scares
311.38	0.21	me
312.69	0.71	Icarus
313.83	0.22	It's
314.05	0.13	not
314.18	0.08	as
314.26	0.15	if
314.41	0.11	I've
314.52	0.45	forgotten
314.97	0.18	all
315.15	0.38	names
315.53	0.07	I
315.6	0.32	remember
316.1	0.5	Icarus
316.6	0.11	He
316.71	0.22	flew
316.93	0.23	too
317.16	0.3	close
317.46	0.1	to
317.56	0.12	the
317.68	0.41	sun
318.34	0.15	In
318.49	0.09	the
318.58	0.43	stories
319.01	0.16	though
319.17	0.17	it's
319.34	0.3	worth
319.64	0.23	it
319.91	0.4	always
320.31	0.25	worth
320.56	0.14	it
320.7	0.12	to
320.82	0.11	have
320.95	0.43	tried
321.38	0.18	even
321.56	0.12	if
321.68	0.12	you
321.8	0.39	fail
322.19	0.17	Even
322.36	0.11	if
322.47	0.13	you
322.6	0.32	fall
322.92	0.16	like
323.08	0.07	a
323.15	0.48	meteor
323.64	0.44	forever
324.32	0.29	better
324.61	0.13	to
325.42	0.02	in
325.44	0.07	the
325.52	0.55	darkness
326.07	0.15	to
326.22	0.06	have
326.28	0.58	inspired
326.86	0.29	others
327.15	0.11	to
327.27	0.15	have
327.43	0.43	lived
327.87	0.15	then
328.02	0.11	to
328.13	0.13	have
328.27	0.3	sat
328.57	0.07	in
328.64	0.11	the
328.76	0.59	darkness
329.6	0.44	cursing
330.04	0.09	the
330.13	0.34	people
330.47	0.11	who
330.58	0.46	borrowed
331.07	0.18	but
331.28	0.2	did
331.48	0.17	not
331.69	0.49	return
332.19	0.23	your
332.42	0.88	candle
336.75	0.13	I
336.88	0.27	have
337.15	0.33	lost
337.51	0.38	people
337.89	0.31	though
339.45	0.19	It's
339.64	0.45	strange
340.09	0.12	when
340.21	0.09	it
340.3	0.62	happens
341.38	0.13	I
341.51	0.2	don't
341.73	0.43	actually
342.17	0.65	lose
342.83	0.47	them
343.93	0.07	in
344.0	0.09	the
344.09	0.13	way
344.22	0.18	one
344.4	0.37	loses
344.79	0.26	one's
345.05	0.92	parents
346.65	0.29	Either
346.94	0.21	there's
347.15	0.09	a
347.24	0.36	small
347.6	0.59	child
348.2	0.14	when
348.34	0.15	you
348.79	0.26	think
349.05	0.11	you're
349.17	0.32	holding
349.49	0.12	your
349.61	0.32	mother's
349.93	0.24	hand
350.17	0.1	in
350.27	0.05	a
350.32	0.46	crowd
350.79	0.1	and
350.89	0.1	then
350.99	0.12	you
351.11	0.18	look
351.29	0.2	up
351.49	0.08	and
351.57	0.18	it's
351.75	0.15	not
351.9	0.15	your
352.05	0.35	mother
353.27	0.13	Or
353.4	0.48	later
354.43	0.13	when
354.56	0.07	you
354.63	0.15	have
354.78	0.1	to
354.88	0.33	find
355.21	0.07	the
355.28	0.39	words
355.68	0.11	to
355.79	0.5	describe
356.29	0.12	them
356.41	0.09	at
356.5	0.06	a
356.56	0.42	funeral
356.98	0.41	service
357.39	0.09	or
357.48	0.05	a
357.53	0.57	memorial
358.31	0.13	or
358.44	0.15	when
358.59	0.15	you're
358.75	0.57	scattering
359.32	0.54	ashes
359.89	0.12	on
360.01	0.06	a
360.07	0.38	garden
360.45	0.1	of
360.55	0.7	flowers
361.56	0.11	or
361.67	0.18	into
361.85	0.12	the
361.97	0.4	sea
364.01	0.13	I
364.14	0.45	sometimes
364.59	0.56	imagine
365.45	0.08	I
365.53	0.15	would
365.68	0.16	like
365.84	0.14	my
365.98	0.42	ashes
366.42	0.1	to
366.52	0.12	be
366.65	0.66	scattered
367.95	0.15	in
368.1	0.08	a
368.18	0.77	library
370.84	0.15	But
370.99	0.12	then
371.11	0.08	the
371.19	0.66	librarians
371.85	0.11	would
371.96	0.16	just
372.12	0.1	have
372.22	0.11	to
372.33	0.24	come
372.57	0.13	in
372.7	0.23	early
372.93	0.07	the
373.0	0.23	next
373.23	0.24	morning
373.47	0.09	to
373.56	0.28	sweep
373.84	0.12	them
373.96	0.15	up
374.11	0.31	again
374.42	0.26	before
374.68	0.09	the
374.77	0.37	people
375.14	0.22	got
375.36	0.31	there
377.33	0.14	I
377.47	0.16	would
377.63	0.16	like
377.79	0.12	my
377.91	0.4	ashes
378.32	0.6	scattered
379.56	0.06	in
379.62	0.07	a
379.69	0.59	library
380.28	0.2	or
380.52	0.39	possibly
380.91	0.07	a
380.98	0.32	fun
381.31	0.41	fare
382.11	0.14	In
382.25	0.93	1930s
383.19	0.3	fun
383.49	0.2	fare
383.69	0.11	where
383.8	0.14	you
383.94	0.3	ride
386.37	0.1	the
386.47	0.61	black
388.29	0.26	the
388.57	0.08	black
389.63	0.17	I've
389.8	0.2	lost
390.0	0.09	the
390.09	0.35	word
391.19	0.66	Carousel
392.53	0.75	rollercoaster
393.73	0.11	The
393.84	0.32	thing
394.18	0.2	you
394.38	0.49	ride
394.92	0.32	and
395.26	0.16	you
395.42	0.32	become
395.74	0.21	young
395.95	0.28	again
396.23	0.1	the
396.33	0.41	Ferris
396.74	0.23	wheel
396.97	0.54	Yes
398.09	0.33	there
398.43	0.07	is
398.5	0.31	another
398.81	0.39	carnival
399.2	0.12	that
399.32	0.24	comes
399.56	0.09	to
399.65	0.29	town
399.94	0.1	as
400.04	0.21	well
400.25	0.38	bringing
400.67	0.51	evil
401.56	0.21	by
401.79	0.14	the
401.98	0.36	pricking
402.35	0.13	of
402.49	0.24	my
402.73	0.95	thumbs
405.14	0.89	Shakespeare
407.2	0.17	I
407.37	0.36	remember
407.73	0.62	Shakespeare
408.49	0.14	and
408.63	0.08	I
408.71	0.27	remember
408.98	0.18	his
409.16	0.51	name
409.92	0.19	and
410.11	0.14	who
410.25	0.11	he
410.36	0.52	was
411.22	0.16	and
411.38	0.15	what
411.53	0.14	he
411.67	0.48	wrote
413.17	0.23	He's
413.4	0.46	safe
414.2	0.13	for
414.33	0.31	now
415.67	0.37	Perhaps
416.04	0.15	there
416.19	0.14	are
416.38	0.3	people
416.68	0.12	who
416.8	0.42	forget
417.36	0.63	Shakespeare
418.6	0.19	They
418.79	0.15	would
418.95	0.16	have
419.11	0.09	to
419.2	0.22	talk
419.43	0.41	about
419.92	0.15	the
420.07	0.48	man
420.56	0.2	who
420.76	0.27	wrote
421.73	0.18	to
421.91	0.22	be
422.13	0.07	or
422.2	0.23	not
422.45	0.12	to
422.57	0.31	be
424.09	0.16	No
424.25	0.19	not
424.45	0.11	the
424.56	0.45	film
425.02	0.5	starring
425.52	0.22	Jack
425.76	0.36	Benny
426.13	0.39	whose
426.87	0.3	real
427.17	0.23	name
427.4	0.13	was
427.53	0.45	Benjamin
427.98	0.67	Koebelski
429.16	0.15	who
429.31	0.2	was
429.51	0.35	raised
429.86	0.09	in
429.95	0.58	Waukegan
430.56	0.61	Illinois
431.24	0.17	and
431.51	0.01	I
431.52	0.04	were
431.56	0.51	also
432.43	0.43	outside
432.86	0.6	Chicago
434.53	0.24	Waukegan
434.77	0.4	Illinois
435.2	0.19	was
435.39	0.21	later
435.6	0.78	immortalized
436.48	0.16	as
437.33	0.01	Greentown
437.35	0.42	Illinois
437.81	0.12	in
437.93	0.09	a
438.02	0.51	series
438.57	0.16	of
438.74	0.39	stories
439.13	0.14	and
439.27	0.29	books
439.56	0.19	by
439.77	0.13	an
439.9	0.49	American
440.4	0.32	author
440.72	0.2	who
440.92	0.56	left
441.77	0.6	Waukegan
442.37	0.08	and
442.45	0.18	went
442.64	0.2	to
442.85	0.22	live
443.07	0.16	in
443.23	0.21	Los
443.44	0.78	Angeles
444.53	0.13	I
444.67	0.24	mean
444.91	0.16	of
445.07	0.48	course
445.82	0.22	the
446.04	0.26	man
446.3	0.15	I'm
446.45	0.34	thinking
446.79	0.29	of
448.79	0.13	I
448.92	0.21	can
449.13	0.2	see
449.33	0.13	him
449.46	0.12	in
449.58	0.15	my
449.73	0.24	head
450.0	0.15	when
450.15	0.08	I
450.23	0.3	close
450.53	0.19	my
450.72	0.51	eyes
452.62	0.08	I
452.7	0.21	used
452.91	0.07	to
452.98	0.14	look
453.12	0.07	at
453.19	0.13	his
453.32	0.67	photographs
453.99	0.11	on
454.1	0.08	the
454.18	0.2	back
454.38	0.14	of
454.52	0.06	the
454.58	0.7	books
455.83	0.12	He
455.95	0.19	looked
456.15	0.65	mild
457.06	0.12	and
457.18	0.1	he
457.28	0.21	looked
457.49	0.59	wise
458.92	0.09	and
459.01	0.1	he
459.11	0.22	looked
459.36	0.67	kind
461.15	0.14	He
461.29	0.19	wrote
461.48	0.08	a
461.56	0.37	story
461.93	0.25	about
462.24	0.36	Poe
462.6	0.15	to
462.75	0.21	stop
462.97	0.32	Poe
463.29	0.28	being
463.57	0.49	forgotten
464.07	0.28	about
464.35	0.07	a
464.42	0.37	future
464.79	0.13	where
464.92	0.14	they
465.06	0.42	burn
465.5	0.37	books
465.87	0.14	and
466.01	0.1	they
466.11	0.39	forget
466.54	0.26	them
467.02	0.13	And
467.15	0.08	in
467.23	0.1	the
467.33	0.37	story
467.7	0.15	we
467.85	0.09	are
467.94	0.16	on
468.1	0.44	Mars
468.55	0.18	although
468.73	0.12	we
468.85	0.2	might
469.05	0.1	as
469.15	0.17	well
469.32	0.13	be
469.45	0.15	in
469.6	0.56	Waukegan
470.16	0.11	or
470.27	0.18	Los
470.45	0.52	Angeles
471.34	0.19	as
471.53	0.51	critics
472.04	0.13	as
472.17	0.24	those
472.41	0.07	who
472.48	0.16	would
472.64	0.47	repress
473.11	0.1	or
473.21	0.36	forget
473.61	0.33	books
473.94	0.13	as
474.07	0.28	those
474.35	0.06	who
474.41	0.17	would
474.58	0.23	take
474.83	0.1	the
474.93	0.37	words
475.33	0.24	all
475.57	0.09	the
475.66	0.36	words
476.05	0.54	dictionaries
476.85	0.2	and
477.05	0.67	radios
477.72	0.19	full
477.91	0.11	of
478.02	0.28	words
478.3	0.14	as
478.45	0.29	those
478.74	0.34	people
479.08	0.05	are
479.13	0.33	walked
479.46	0.27	through
479.73	0.08	a
479.81	0.29	house
480.1	0.17	and
480.27	0.45	murdered
480.73	0.27	one
481.0	0.16	by
481.16	0.38	one
481.81	0.19	by
482.0	0.1	a
482.1	0.8	rangutan
482.94	0.2	by
483.2	0.35	pit
483.61	0.21	and
483.82	0.55	pendulum
484.37	0.11	for
484.48	0.13	the
484.61	0.32	love
484.93	0.16	of
485.1	0.31	God
485.55	0.62	Montressor
488.23	0.35	Poe
489.7	0.11	I
489.81	0.24	know
490.06	0.42	Poe
491.41	0.17	and
491.58	0.7	Montressor
492.82	0.12	and
492.95	0.48	Benjamin
493.43	0.58	Koebelski
494.04	0.13	and
494.17	0.14	his
494.31	0.4	wife
494.79	0.38	Sadie
495.17	0.71	Marks
496.54	0.14	who
496.68	0.15	was
496.83	0.15	no
496.98	0.43	relation
497.44	0.08	to
497.52	0.09	the
497.61	0.34	Marks
497.95	0.32	brothers
498.27	0.13	and
498.4	0.1	who
498.5	0.6	performed
499.14	0.14	as
499.28	0.31	Mary
499.59	0.6	Livingston
501.0	0.17	All
501.17	0.19	these
501.36	0.45	names
501.81	0.12	in
501.93	0.16	my
502.09	0.45	head
504.35	0.1	I
504.45	0.18	was
504.63	0.57	12
506.96	0.14	I'd
507.1	0.18	read
507.28	0.06	the
507.34	0.82	books
508.27	0.16	I'd
508.43	0.19	seen
508.62	0.1	the
508.72	0.35	film
509.07	0.11	and
509.18	0.08	the
509.26	0.43	burning
509.69	0.28	point
509.97	0.1	of
510.07	0.37	paper
510.44	0.19	was
510.63	0.11	the
510.74	0.32	moment
511.07	0.15	where
511.22	0.09	I
511.31	0.34	knew
512.18	0.18	that
512.36	0.06	I
512.42	0.15	would
512.58	0.2	have
512.78	0.14	to
512.92	0.35	remember
513.27	0.51	this
514.59	0.3	because
514.89	0.34	people
515.23	0.12	would
515.36	0.19	have
515.55	0.15	to
515.7	0.37	remember
516.07	0.45	books
516.52	0.14	if
516.66	0.2	other
516.86	0.29	people
517.15	0.25	burn
517.4	0.15	them
517.55	0.13	or
517.68	0.38	forget
518.06	0.24	them
518.65	0.15	We
518.8	0.15	will
518.96	0.32	commit
519.28	0.18	them
519.46	0.13	to
519.59	0.4	memory
520.02	0.13	We
520.15	0.14	will
520.29	0.42	become
