onset	duration	stimulus
91.57	0.33	People
91.9	0.22	have
92.12	0.12	to
92.25	0.38	duck
92.64	0.18	when
92.82	0.11	they
92.93	0.17	go
93.1	0.09	in
93.19	0.1	the
93.29	0.58	kitchen
93.88	0.01	74th
101.66	0.08	in
101.74	0.73	Columbus
102.48	0.53	apartment
103.95	0.01	9D
104.41	0.45	Stephen
104.86	0.41	Purdue
105.28	0.44	watches
105.72	0.19	his
105.91	0.33	wife
106.26	0.18	get
106.44	0.25	ready
106.69	0.14	for
106.83	0.11	her
106.94	0.54	violin
107.48	0.55	lesson
108.21	0.36	Black
108.58	0.75	clothes
109.35	0.33	pearl
109.68	0.78	necklace
110.56	0.15	Her
110.71	0.66	controlled
111.37	0.51	quiet
111.9	0.87	elegance
113.31	0.19	We
113.5	0.48	cannot
113.98	0.42	ignore
114.4	0.43	this
114.92	0.13	We
115.05	0.2	should
115.25	0.13	be
115.39	0.55	vigilant
115.94	0.67	Stephen
117.01	0.42	Married
117.43	0.18	eight
117.61	0.46	years
118.09	0.13	he
118.22	0.24	still
118.46	0.26	can't
118.72	0.47	believe
119.19	0.19	his
119.38	0.2	good
119.58	0.32	luck
120.32	0.75	Stephen
121.11	0.19	are
121.3	0.14	you
121.44	0.7	listening
122.46	0.47	Yes
122.93	0.45	yes
123.39	0.14	he
123.53	0.17	is
123.7	0.68	listening
124.63	0.36	Sasha
124.99	0.33	broke
125.32	0.17	up
125.49	0.19	with
126.42	0.37	now
126.82	0.12	a
126.94	0.59	missing
127.53	0.27	ten
127.8	0.5	sleeping
128.3	0.57	pills
129.1	0.28	Oh
129.4	0.43	God
129.84	0.17	what
130.01	0.11	is
130.12	0.18	his
130.3	0.35	daughter
130.65	0.3	getting
130.95	0.3	into
131.25	0.54	again
132.02	0.14	We
132.16	0.15	don't
132.31	0.14	want
132.53	0.43	repeat
133.11	0.42	last
133.53	0.52	year
134.5	0.16	There
134.66	0.1	is
134.76	0.14	an
134.91	0.35	edge
135.27	0.12	in
135.39	0.46	Margaret's
135.86	0.51	voice
136.47	0.34	This
136.81	0.49	girl
137.31	0.27	better
137.58	0.43	grow
138.01	0.41	up
138.91	0.18	She
139.09	0.32	sounds
139.41	0.54	cold
139.97	0.15	and
140.12	0.1	he
140.22	0.78	notices
141.39	0.4	Margaret
141.79	0.43	pauses
142.22	0.15	by
142.37	0.12	the
142.49	0.59	mirror
143.15	0.17	then
143.32	0.34	touches
143.66	0.14	her
143.8	0.47	neck
144.61	0.24	She
144.85	0.48	hates
145.33	0.22	her
145.55	0.49	age
146.27	0.21	She
146.48	0.4	hates
146.88	0.25	being
147.53	0.02	Sasha's
147.56	0.88	stepmother
148.77	0.15	You
148.92	0.2	think
149.12	0.06	I
149.18	0.2	should
149.38	0.31	talk
149.69	0.12	to
149.81	0.14	her
149.95	0.63	Maggie
151.02	0.41	Margaret
151.43	0.34	turns
151.77	0.16	and
151.93	0.31	wraps
152.24	0.25	her
152.49	0.38	arms
152.87	0.18	around
153.54	0.01	Stephen's
153.56	0.36	stoop
153.92	0.55	frame
154.76	0.14	He
154.9	0.23	looks
155.13	0.26	much
155.39	0.32	older
155.71	0.2	than
156.05	0.49	50
156.85	0.21	She
157.06	0.27	doesn't
157.33	0.33	talk
157.66	0.12	to
157.78	0.46	me
158.29	0.43	Margaret
158.72	0.49	whisper
159.21	0.2	So
159.41	0.61	yes
160.25	0.12	I
160.4	0.22	think
160.63	0.16	you
160.79	0.19	should
160.98	0.22	do
161.2	0.24	it
161.82	0.2	She
162.06	0.71	stops
163.14	0.14	I'll
163.28	0.11	be
163.4	0.22	home
163.62	0.28	late
163.9	0.41	tonight
164.32	0.24	she
164.56	0.57	adds
165.49	0.14	She
165.63	0.22	wants
165.86	0.38	Stephen
166.24	0.1	to
166.34	0.31	ask
166.65	0.53	why
167.57	0.14	but
167.71	0.11	he
167.82	0.47	doesn't
174.17	0.11	The
174.28	0.62	graduation
174.9	0.39	party
175.29	0.31	keeps
175.6	0.55	going
176.4	0.36	Clara
176.77	0.49	stares
177.26	0.1	at
177.36	0.11	her
177.47	0.61	husband
178.27	0.29	once
178.56	0.09	the
178.65	0.3	most
178.95	0.35	handsome
179.31	0.3	man
179.61	0.08	in
179.69	0.11	the
179.8	0.52	room
180.69	1.06	35
181.75	0.03	and
181.95	0.25	already
182.2	0.73	balding
183.23	0.23	His
183.46	0.28	face
183.75	0.15	is
183.9	0.3	liquor
184.2	0.41	flushed
184.61	0.11	as
184.72	0.1	he
184.82	0.33	bends
185.15	0.32	over
185.47	0.07	a
185.54	0.24	four
185.78	0.28	month
186.06	0.2	old
186.26	0.34	baby
186.6	0.51	boy
187.32	0.25	Son
187.57	0.14	of
187.71	0.71	friends
188.48	0.28	His
188.76	0.45	friends
189.23	0.25	not
189.48	0.54	hers
190.41	0.2	He
190.61	0.22	asks
190.83	0.12	to
190.95	0.29	hold
191.24	0.06	the
191.3	0.44	boy
191.79	0.18	and
192.46	0.41	eyes
192.87	0.59	melt
193.7	0.13	In
193.83	0.12	an
193.95	0.43	alternate
194.38	0.61	universe
195.0	0.2	this
195.2	0.22	boy
195.42	0.11	would
195.54	0.13	be
195.67	0.74	theirs
197.05	0.18	Gary's
197.23	0.58	awkward
197.98	0.11	The
198.09	0.32	baby
198.41	0.37	starts
198.78	0.41	crying
199.19	0.08	and
199.27	0.43	everyone
199.7	0.52	laughs
200.25	0.16	You're
200.41	0.22	not
200.63	0.32	daddy
200.95	0.58	material
201.53	0.51	man
202.23	0.34	Clara
202.57	0.16	can
202.73	0.17	see
202.9	0.09	the
203.0	0.24	back
203.25	0.12	of
203.65	0.15	Gary's
203.81	0.51	neck
204.38	0.3	all
204.68	0.52	red
205.41	0.77	embarrassed
206.19	0.2	but
206.4	0.4	hiding
206.8	0.25	it
207.53	0.23	She
207.76	0.34	knows
208.1	0.28	this
208.38	0.45	neck
209.09	0.2	has
209.29	0.35	studied
209.64	0.12	it
209.76	0.22	each
209.98	0.28	night
210.26	0.14	for
210.4	0.23	ten
210.63	0.72	years
211.66	0.13	And
211.79	0.32	Clara
212.11	0.19	is
212.3	0.47	suddenly
212.77	0.45	filled
213.22	0.14	with
213.44	0.34	need
213.79	0.1	to
213.89	0.45	protect
214.34	0.32	him
214.96	0.18	She
215.14	0.27	puts
215.41	0.16	her
215.57	0.45	hand
216.03	0.14	on
216.24	0.36	small
216.6	0.11	of
216.71	0.14	his
216.85	0.44	back
217.49	0.39	hoping
217.88	0.18	he'd
218.1	0.66	turn
219.26	0.12	The
219.38	0.35	baby's
219.73	0.39	father
220.12	0.42	steps
220.54	0.29	up
220.99	0.44	So
221.43	0.16	is
221.66	0.28	time
221.94	0.11	to
222.05	0.25	open
222.3	0.23	that
222.53	0.54	scotch
223.44	0.39	Clara
223.83	0.18	you're
224.01	0.28	moving
224.29	0.11	to
224.4	0.1	New
224.5	0.26	York
224.76	0.47	too
225.35	0.46	Going
225.81	0.49	where
226.31	0.37	Doing
226.68	0.26	what
227.37	0.34	Clara
227.71	0.21	looks
227.92	0.08	at
228.0	0.42	Gary
228.42	0.95	confused
229.6	0.08	he
229.68	0.52	smiles
230.2	0.41	past
230.61	0.35	her
231.0	0.12	to
231.12	0.09	the
231.21	0.72	crowd
232.05	0.22	He's
232.27	0.55	basking
232.82	0.02	in
232.97	0.07	the
233.04	0.48	glory
233.52	0.13	of
233.65	0.69	something
234.7	0.52	Tommy
235.24	0.09	the
235.33	0.4	baby's
235.73	0.57	father
236.47	0.27	looks
236.74	0.11	at
237.34	0.32	face
237.66	0.13	and
237.79	0.26	takes
238.05	0.09	a
238.14	0.36	step
238.5	0.4	back
239.08	0.28	Oh
239.36	0.52	man
239.88	0.21	did
240.09	0.08	I
240.17	0.24	blow
240.41	0.14	this
240.55	0.61	surprise
241.2	0.27	I'm
241.47	0.3	so
241.77	0.71	sorry
249.33	0.15	You
249.5	0.35	guys
249.85	0.09	are
249.94	0.21	into
250.15	0.51	bullshit
250.67	0.54	drama
251.21	0.54	again
251.95	0.11	I
252.06	0.28	just
252.34	0.14	like
252.49	0.14	to
252.63	0.42	sleep
253.05	0.39	deeply
253.44	0.2	these
253.64	0.26	days
253.9	0.26	that's
254.16	0.46	all
255.14	0.4	Sasha
255.54	0.45	strides
255.99	0.14	up
256.13	0.09	to
256.22	0.13	her
256.35	0.29	dad
256.64	0.12	and
256.76	0.28	opens
257.04	0.12	her
257.16	0.58	palm
258.02	0.11	The
258.13	0.26	ten
258.39	0.24	white
258.63	0.43	sleeping
259.06	0.25	pills
259.32	0.45	stare
259.77	0.14	at
259.91	0.37	him
260.57	0.16	an
260.73	0.22	act
260.95	0.12	of
261.07	0.94	defiance
262.46	0.09	I
262.55	0.39	certainly
262.94	0.15	don't
263.1	0.24	need
263.34	0.11	you
263.45	0.28	guys
263.73	0.42	freaking
264.15	0.43	out
264.88	0.41	Sasha
265.29	0.38	watches
265.67	0.12	her
265.79	0.47	dad
266.26	0.37	flush
266.64	0.11	the
266.75	0.39	pills
267.14	0.3	down
267.44	0.09	the
267.53	0.62	toilet
268.42	0.1	He
268.52	0.27	should
268.79	0.11	have
268.93	0.21	put
269.14	0.17	them
269.32	0.32	back
269.64	0.09	in
269.73	0.14	the
269.88	0.3	pill
270.19	0.66	box
271.31	0.19	Of
271.5	0.35	course
271.86	0.39	Sasha's
272.35	0.36	right
272.72	0.16	and
272.88	0.15	now
273.03	0.16	his
273.19	0.37	gesture
273.56	0.13	of
273.69	0.38	closure
274.07	0.25	feels
274.33	0.72	stupid
275.53	0.14	He
275.67	0.19	puts
275.86	0.15	his
276.01	0.33	hand
276.34	0.15	on
276.49	0.11	her
276.6	0.53	shoulder
277.13	0.18	but
277.32	0.05	she
277.45	0.33	wiggles
277.78	0.53	away
278.68	0.18	So
278.86	0.15	how
279.01	0.08	do
279.09	0.15	you
279.24	0.41	sleep
279.66	0.26	these
279.92	0.35	days
280.27	0.59	dad
281.14	0.14	He
281.28	0.3	turns
281.58	0.15	on
281.73	0.76	CNN
282.68	0.14	Have
282.82	0.11	you
282.93	0.28	told
283.21	0.5	Margaret
283.71	0.47	yet
284.62	0.41	Stephen
285.03	0.32	stairs
285.35	0.11	at
285.46	0.08	the
285.54	0.52	TV
286.06	0.22	and
286.28	0.64	carnage
287.31	0.13	You
287.44	0.32	haven't
287.76	0.26	told
288.02	0.15	my
288.19	0.53	stepmother
288.72	0.12	you
288.84	0.3	lost
289.14	0.1	all
289.24	0.16	your
289.4	0.48	money
290.09	0.15	that
290.24	0.12	your
290.36	0.45	stocks
290.81	0.12	have
290.93	0.17	all
291.1	0.33	tanked
291.88	0.15	Then
292.03	0.05	I
292.08	0.12	might
292.2	0.14	have
292.34	0.09	to
292.43	0.3	drop
292.73	0.1	out
292.83	0.15	of
292.98	0.76	college
294.16	0.15	on
294.31	0.1	the
294.41	0.62	TV
295.07	0.11	the
295.18	0.32	Middle
295.5	0.51	East
296.03	0.72	India
296.85	0.64	wars
297.55	0.78	earthquakes
298.33	0.77	crashes
299.31	0.48	Steven's
299.79	0.71	size
300.74	0.23	There's
300.97	0.16	no
301.13	0.28	need
301.42	0.12	to
301.54	0.45	disturb
302.03	0.48	Margaret
302.52	0.16	I'll
302.68	0.37	figure
303.05	0.13	it
303.18	0.46	out
304.27	0.16	What
304.43	0.05	do
304.48	0.1	you
304.58	0.24	want
304.82	0.09	for
304.91	0.14	your
305.05	0.53	birthday
305.58	0.17	he
305.75	0.64	asks
306.77	0.1	I
306.87	0.21	want
307.08	0.09	you
307.17	0.1	to
307.27	0.28	start
307.56	0.34	telling
307.9	0.08	the
307.98	0.55	truth
308.61	0.28	says
308.89	0.65	Sasha
309.92	0.12	her
310.04	0.31	voice
310.35	0.11	for
310.46	0.1	the
310.56	0.3	first
310.87	0.36	time
311.23	0.18	is
311.41	0.68	breaking
312.4	0.19	Your
312.59	0.01	duplicity
313.25	0.02	is
313.44	0.33	so
313.77	0.57	fucking
314.34	0.9	exhausting
321.63	0.01	Flara
321.65	0.45	Stairs
322.1	0.08	a
322.18	0.62	Genie
322.85	0.17	She
323.02	0.19	must
323.21	0.15	be
323.36	0.33	what
323.75	0.4	25
325.46	0.01	26
325.48	0.26	So
325.74	0.19	in
325.93	0.26	love
326.19	0.12	with
326.31	0.19	this
326.5	0.53	baby
327.03	0.4	spitting
327.43	0.15	up
327.58	0.25	goo
327.83	0.15	on
327.98	0.14	her
328.12	0.54	lap
328.94	0.27	And
329.21	0.3	then
329.52	0.1	the
329.62	0.39	moment
330.01	0.15	they
330.16	0.3	found
330.46	0.16	out
330.62	0.04	I
330.66	0.19	was
330.86	0.47	pregnant
331.35	0.53	Tommy's
331.91	0.42	parents
332.33	0.49	swept
332.82	0.13	in
332.95	0.14	and
333.69	0.24	all
333.93	0.17	our
334.1	0.39	debt
334.58	0.12	all
334.84	0.93	10
335.94	0.16	in
336.1	0.27	one
336.37	0.55	check
337.15	0.17	so
337.32	0.12	we
337.44	0.14	could
337.58	0.28	start
337.86	0.4	fresh
338.26	0.17	and
338.43	0.21	not
338.64	0.74	stress
339.66	0.92	Amazing
340.58	0.38	just
340.96	0.94	amazing
341.9	0.14	I
342.05	0.5	love
342.55	0.51	them
343.44	0.3	That's
343.74	0.33	great
344.07	0.57	Genie
344.67	0.27	Clara
345.03	0.69	Musters
346.13	0.07	You
346.2	0.04	want
346.41	0.17	have
346.6	0.58	kids
347.26	0.32	ask
347.58	0.61	Genie
348.52	0.42	still
348.94	0.43	pudgy
349.37	0.17	from
349.54	0.1	the
349.64	0.56	birth
350.25	0.46	so
350.72	0.22	full
350.94	0.14	of
351.08	0.28	life
351.54	0.21	good
351.75	0.62	cheer
352.78	0.27	Not
353.05	0.39	yet
353.52	0.35	Clara
353.87	0.2	says
354.36	0.45	stiffly
355.03	0.2	can't
355.23	0.32	afford
355.55	0.13	it
355.68	0.15	for
355.83	0.45	one
356.9	0.34	Genie
357.24	0.25	looks
357.49	0.2	up
357.69	0.61	expecting
358.3	0.23	more
358.53	0.11	of
358.64	0.1	an
358.74	0.68	answer
359.79	0.06	I
360.08	0.31	really
360.39	0.38	like
360.81	0.41	modern
361.75	0.86	installation
362.61	0.27	art
362.88	0.15	I
363.04	0.17	don't
363.22	0.32	really
363.54	0.31	get
363.85	0.28	it
364.17	0.43	admits
364.6	0.54	Genie
365.49	0.38	Tommy
365.87	0.24	says
366.11	0.16	it's
366.27	0.11	an
366.38	0.69	incredible
367.07	0.61	opportunity
367.68	0.13	for
367.81	0.56	Gary
368.45	0.09	a
368.54	0.3	chance
368.84	0.1	to
368.94	0.35	create
369.29	0.18	his
369.51	0.38	own
369.89	0.26	side
370.15	0.56	specific
370.71	0.3	piece
371.01	0.49	downtown
371.5	0.07	in
371.58	0.16	New
371.74	0.42	York
372.76	0.23	We'll
372.99	0.53	see
373.55	0.33	Clara
373.88	0.55	says
374.89	0.24	She
375.13	0.35	hates
375.97	0.12	for
376.09	0.35	making
376.45	0.14	her
376.59	0.13	the
377.38	0.18	killjoy
377.82	0.18	She
378.0	0.26	takes
378.26	0.14	out
378.4	0.17	more
378.57	0.38	bottles
378.95	0.14	of
379.11	0.37	wine
379.48	0.14	from
379.62	0.09	the
379.71	0.59	cupboard
380.6	0.3	People
380.9	0.29	pat
381.19	0.15	her
381.34	0.11	on
381.45	0.1	the
381.55	0.38	back
382.24	0.17	You
382.41	0.24	must
382.65	0.15	be
382.8	0.29	so
383.09	0.38	proud
383.47	0.09	of
383.56	0.19	him
383.75	0.72	Clara
384.93	0.17	She
385.1	0.27	doesn't
385.37	0.27	care
385.64	0.36	anymore
386.01	0.15	how
386.16	0.26	much
386.42	0.26	wine
386.68	0.22	she'll
386.9	0.54	serve
387.6	0.14	at
387.74	0.29	least
388.03	0.22	one
388.25	0.32	bottle
388.57	0.15	per
388.72	0.44	person
389.16	0.27	these
389.43	0.53	days
396.19	0.46	Inside
396.65	0.08	the
396.73	0.4	cab
397.14	0.33	Margaret
397.48	0.26	holds
397.74	0.19	on
397.93	0.09	to
398.02	0.12	her
398.14	0.57	violin
398.71	0.5	case
399.6	0.17	All
399.77	0.08	the
399.85	0.13	way
399.98	0.24	down
400.22	0.56	Columbus
400.78	0.62	okay
401.76	0.21	She
401.97	0.18	gives
402.15	0.11	the
402.26	0.68	instructions
402.94	0.11	in
403.05	0.04	a
403.09	0.47	pleasant
403.57	0.43	stiff
404.01	0.45	voice
404.6	0.12	and
404.72	0.22	pulls
404.94	0.14	out
405.08	0.11	her
405.19	0.56	cell
406.16	0.2	She
406.39	0.79	cancels
407.24	0.14	her
407.38	0.52	violin
407.9	0.53	lesson
408.92	0.13	The
409.05	0.35	cab
409.4	0.44	driver's
409.84	0.28	eyes
410.12	0.17	keep
410.29	0.4	checking
410.7	0.19	her
410.89	0.39	out
411.79	0.16	She
411.95	0.72	pauses
412.78	0.32	hits
413.1	0.87	voicemail
414.15	0.67	Alexander's
414.82	0.48	accent
415.31	0.63	purrs
415.94	0.15	in
416.09	0.15	her
416.24	0.52	ear
416.96	0.25	He's
417.21	0.39	waiting
417.6	0.24	for
417.84	0.37	her
418.76	0.18	So
418.94	0.22	what's
419.16	0.27	eating
419.43	0.1	you
419.53	0.63	princess
420.16	0.21	Ask
420.38	0.1	the
420.48	0.3	cab
420.78	0.62	driver
421.75	0.24	He's
422.0	0.58	seek
422.88	0.21	His
423.09	0.38	turban
423.47	0.42	blocks
423.89	0.08	her
423.97	0.21	view
424.18	0.11	of
424.3	0.13	the
424.43	0.69	asphalt
425.57	0.5	Whatever
426.07	0.13	it
426.2	0.38	is
426.62	0.29	tell
426.91	0.18	your
427.09	0.64	husband
427.75	0.26	Don't
428.01	0.18	keep
428.19	0.11	the
428.3	0.38	stuff
428.68	0.38	in
429.2	0.22	That's
429.42	0.12	what
429.54	0.22	gives
429.76	0.29	people
430.05	0.68	cancer
431.59	0.72	Alexander's
432.33	0.29	name
432.62	0.54	vibrates
433.16	0.12	on
433.28	0.14	her
433.42	0.53	phone
434.15	0.42	Margaret
434.62	0.53	texts
435.15	0.14	him
435.29	0.79	instead
436.27	0.16	I'm
436.43	0.25	running
436.68	0.05	a
436.73	0.2	few
436.93	0.33	minutes
437.26	0.4	late
438.21	0.19	The
438.4	0.18	eyes
438.58	0.12	of
438.7	0.07	the
438.77	0.3	cab
439.07	0.34	driver
439.41	0.12	is
439.53	0.28	still
439.81	0.26	there
440.07	0.09	in
440.16	0.09	the
440.25	0.52	mirror
441.58	0.09	Do
441.67	0.05	you
441.72	0.17	have
441.89	0.49	children
442.38	0.77	princess
443.5	0.17	She
443.67	0.32	shakes
443.99	0.12	her
444.11	0.17	head
444.28	0.21	no
444.49	0.38	without
444.88	0.58	thinking
445.68	0.14	and
445.82	0.1	then
445.92	0.22	she's
446.17	0.63	terrified
446.81	0.1	by
446.91	0.21	what
447.12	0.2	she's
447.32	0.5	done
447.96	0.57	denying
449.0	0.04	Sasha's
449.04	0.84	existence
450.3	0.13	But
450.43	0.16	it's
450.6	0.2	too
450.8	0.25	late
451.07	0.1	to
451.18	0.37	undo
451.55	0.22	it
452.4	0.15	You
452.55	0.17	look
452.72	0.21	like
452.93	0.29	someone
453.22	0.13	who
453.35	0.39	should
453.74	0.24	says
453.98	0.11	the
454.09	0.26	cab
454.35	0.55	driver
455.05	0.1	and
455.15	0.13	is
455.28	0.41	quiet
455.69	0.11	the
455.8	0.24	rest
456.04	0.11	of
456.15	0.07	the
456.22	0.44	way
457.5	0.17	She
457.67	0.36	pays
458.03	0.16	with
458.26	0.4	20
458.66	0.16	as
458.82	0.13	they
458.95	0.21	pull
459.16	0.17	by
459.33	0.13	the
459.46	0.59	fountain
460.29	0.17	and
460.46	0.29	hates
460.75	0.58	herself
461.38	0.73	because
462.24	0.15	as
462.39	0.14	if
462.53	0.11	to
462.64	0.3	prove
462.94	0.15	him
463.09	0.41	right
463.58	0.24	she
463.96	0.64	overtips
471.24	0.07	No
471.48	0.2	art
471.68	0.7	residences
472.38	0.19	for
472.57	0.4	us
472.97	0.32	genie
473.29	0.39	laughs
473.76	0.33	nods
474.09	0.12	of
474.21	0.07	the
474.28	0.5	gurgling
474.78	0.26	boy
475.04	0.12	on
475.16	0.16	her
475.32	0.56	lap
476.07	0.38	Tommy
476.88	0.23	in
477.12	0.55	dangling
477.67	0.19	his
477.86	0.48	scotch
478.35	0.17	by
478.52	0.2	his
478.72	0.68	crotch
479.66	0.15	He
479.81	0.28	holds
480.09	0.08	a
480.17	0.59	cracker
480.8	0.44	piled
481.24	0.15	with
482.0	0.08	overripe
482.11	0.5	brie
482.63	0.16	and
482.79	0.57	jelly
483.45	0.37	shoves
483.82	0.14	it
483.96	0.09	in
484.05	0.21	his
484.26	0.43	wife's
484.69	0.6	mouth
485.48	0.23	She
485.72	0.58	thankfully
486.31	0.63	chews
487.01	0.22	like
487.23	0.05	a
487.29	0.23	chipmunk
488.45	0.23	His
488.68	0.29	black
488.97	0.32	faded
489.29	0.2	t
489.49	0.3	shirt
489.79	0.33	walks
490.12	0.31	towards
490.43	0.1	the
490.53	0.59	kitchen
491.27	0.13	I'm
491.4	0.09	an
491.89	0.49	existentialist
492.38	0.7	fatalist
493.1	0.23	at
493.64	0.42	boasts
494.17	0.19	then
494.36	0.13	he
494.5	0.55	ducks
495.25	0.11	The
495.36	0.89	congratulations
496.26	0.38	sign
496.64	0.39	still
497.03	0.19	hits
497.22	0.13	him
497.35	0.14	on
497.49	0.09	the
497.58	0.42	back
498.42	0.28	One
498.7	0.3	more
499.02	0.56	Tommy
499.6	0.99	please
500.99	0.3	She's
501.3	0.32	never
501.62	0.31	losing
501.93	0.09	the
502.02	0.32	baby
502.34	0.23	weight
502.57	0.24	that
502.81	0.45	way
503.3	0.36	Clara
503.66	0.58	thinks
504.51	0.15	But
504.66	0.14	who
504.82	0.1	the
504.92	0.29	fuck
505.22	0.45	cares
505.68	0.33	she's
506.01	0.64	young
507.0	0.32	Clara
507.32	0.2	looks
507.52	0.11	at
507.63	0.08	the
507.71	0.36	baby
508.07	0.18	who's
508.25	0.4	drooling
508.65	0.26	over
508.91	0.14	his
509.06	0.58	hands
509.73	0.18	and
509.91	0.25	walks
510.16	0.13	out
510.29	0.1	of
510.39	0.08	the
510.47	0.54	room
511.17	0.28	How
511.45	0.21	could
511.66	0.15	you
511.82	0.25	do
512.07	0.19	this
512.27	0.11	to
512.38	0.17	me
512.55	0.27	Clara
513.32	0.57	Gary
514.05	0.22	When
514.27	0.15	did
514.42	0.1	you
514.52	0.33	find
514.85	0.11	out
514.96	0.35	about
515.31	0.14	New
515.45	0.4	York
515.86	0.13	When
515.99	0.14	did
516.13	0.18	you
516.31	0.26	even
516.57	0.88	apply
517.62	0.49	Anger
518.11	0.15	and
518.26	0.71	humiliation
518.97	0.05	are
519.02	0.5	drowning
519.53	0.12	her
519.65	0.6	breath
520.42	0.12	and
520.54	0.58	probably
521.12	0.05	a
521.17	0.36	touch
521.53	0.14	too
521.67	0.27	much
521.94	0.58	wine
522.89	0.28	But
523.18	0.36	Gary
523.54	0.17	is
523.71	0.52	giddy
524.24	0.2	and
524.45	0.58	thrilled
525.04	0.18	and
525.22	0.35	sees
525.58	0.4	nothing
525.98	0.23	wrong
526.21	0.15	with
526.36	0.18	their
526.54	0.7	lives
527.47	0.6	Baby
528.11	0.17	be
528.28	0.65	proud
528.93	0.18	he
529.11	0.57	laughs
529.69	0.24	It's
529.93	0.22	just
530.15	0.2	for
530.35	0.09	a
530.44	0.48	year
530.92	0.19	we'll
531.11	0.26	work
531.37	0.15	it
531.52	0.4	out
532.25	0.16	And
532.41	0.14	what
532.55	0.12	is
532.67	0.21	so
532.88	0.73	sad
533.81	0.23	he
534.05	0.33	really
534.38	0.49	believes
534.87	0.53	this
541.68	0.64	Alexander
542.47	0.36	Margaret
542.84	0.25	walk
