onset	duration	stimulus
134.39	0.12	in
134.51	0.14	an
134.68	0.32	office
135.4	0.61	building
136.03	0.19	She's
136.22	0.14	on
136.47	0.02	the
136.49	0.19	phone
136.68	0.08	with
137.17	0.28	man
138.05	0.48	and
139.05	0.07	we're
139.29	0.3	not
139.59	0.22	sure
139.81	0.22	what
140.03	0.16	the
140.19	0.62	relationship
140.81	0.15	is
141.2	0.42	between
142.07	0.14	her
142.38	0.12	the
142.5	0.41	man
143.65	0.4	But
144.86	0.33	she
145.2	0.36	tells
145.73	0.2	get
145.93	0.03	a
145.96	0.48	taxi
146.44	0.39	home
148.39	0.16	And
148.55	0.36	then
150.23	0.26	right
150.49	0.75	after
151.57	0.47	we
152.16	0.05	see
153.53	0.01	a
153.54	0.22	clip
153.78	0.41	of
154.34	0.11	a
154.45	0.38	man
155.31	0.46	taking
155.95	0.46	a
156.83	0.35	pill
157.21	0.12	out
157.33	0.16	of
158.32	0.23	this
158.92	0.36	clear
159.29	0.58	bottle
160.18	0.47	and
161.21	0.15	the
161.36	0.31	pill
161.67	0.23	is
161.91	0.44	white
162.35	0.27	with
162.73	0.38	red
163.25	0.33	dots
163.58	0.14	on
163.72	0.21	it
164.29	0.25	And
165.71	0.29	the
166.56	0.27	scene
166.83	0.02	is
167.14	0.02	so
167.22	0.27	you're
167.49	0.36	not
167.85	0.35	exactly
168.2	0.19	sure
168.39	0.1	what's
168.49	0.43	happening
168.93	0.02	He
169.24	0.26	looks
169.5	0.19	like
169.69	0.02	in
170.48	0.03	some
170.51	0.16	sort
170.67	0.23	of
172.4	0.37	building
172.77	0.15	though
172.92	0.21	like
173.13	0.15	where
173.28	0.15	I'm
173.47	0.27	against
173.74	0.12	the
173.86	0.24	edge
174.1	0.18	and
174.28	0.22	like
174.79	0.1	a
174.89	0.46	glass
175.4	0.71	elevator
176.11	0.08	or
176.19	0.31	some
176.54	0.31	small
176.85	0.42	confined
177.31	0.45	area
178.04	0.12	So
178.59	0.13	he's
179.05	0.42	shaking
179.47	0.12	he
179.59	0.27	takes
179.86	0.03	his
180.06	0.52	pill
180.82	0.29	and
181.11	0.33	then
182.41	0.27	we
182.75	0.02	see
182.77	0.32	him
183.09	0.26	press
183.35	0.27	against
184.59	0.09	the
184.68	0.43	glass
185.13	0.36	from
185.85	0.1	an
185.99	0.53	outside
186.53	0.78	perspective
188.18	0.12	The
188.3	0.34	leader
188.65	0.42	revealed
189.07	0.23	that
189.57	0.39	he
190.0	0.42	died
191.37	0.11	and
191.48	0.27	it's
191.76	0.07	a
192.09	0.15	that
192.24	0.2	that
192.44	0.29	pill
192.94	0.04	the
192.98	0.29	poison
193.29	0.19	that
193.63	0.04	killed
193.67	0.02	him
195.36	0.49	And
195.86	0.03	then
196.93	0.33	there's
197.3	0.3	a
197.69	0.42	quick
198.57	0.22	scene
199.6	0.8	where
201.84	0.49	someone
203.57	0.38	who
203.96	0.35	was
204.66	0.3	was
207.18	0.01	a
207.19	0.21	good
207.4	0.52	person
208.22	0.17	We're
208.39	0.18	not
208.57	0.19	sure
208.76	0.21	why
208.97	0.13	he
209.1	0.51	died
209.94	0.24	or
210.18	0.06	I
210.24	0.22	mean
210.47	0.24	why
210.71	0.13	he
210.84	0.27	would
211.16	0.25	have
211.43	0.34	committed
211.77	0.44	suicide
212.21	0.14	And
212.35	0.14	then
212.49	0.17	the
212.67	0.27	blood
212.94	0.25	woman
213.19	0.28	who
213.51	0.2	spoke
213.71	0.1	to
213.81	0.14	him
213.95	0.08	on
214.04	0.09	the
214.13	0.18	phone
214.31	0.48	earlier
215.48	0.09	in
215.57	0.09	the
215.66	0.61	background
216.27	0.48	crying
217.93	0.03	And
217.97	0.45	then
218.79	0.15	we
218.94	0.23	cut
219.2	0.17	to
219.48	0.28	another
219.81	0.18	scene
219.99	0.02	of
220.27	0.24	these
220.61	0.48	two
222.18	0.46	teenagers
222.65	0.36	maybe
223.01	0.29	early
223.3	0.39	20s
223.98	0.43	guys
224.6	0.17	pretty
224.77	0.37	young
225.68	0.35	walking
226.03	0.02	in
226.12	0.14	the
226.26	0.3	rain
226.56	0.14	One
226.7	0.1	of
227.1	0.2	them
227.34	0.32	doesn't
227.67	0.23	have
228.05	0.03	his
228.08	0.52	umbrella
228.99	0.2	and
229.19	0.09	the
229.28	0.2	other
229.55	0.36	does
229.91	0.03	and
230.03	0.34	it's
231.28	0.12	raining
231.57	0.03	and
231.6	0.14	it's
231.77	0.28	dark
232.05	0.1	it's
232.22	0.46	evening
232.94	0.11	The
233.05	0.22	one
233.27	0.3	without
233.57	0.14	the
233.71	0.49	umbrella
234.38	0.3	tells
234.76	0.09	his
234.85	0.25	friend
235.11	0.11	I'm
235.22	0.09	going
235.31	0.07	to
235.38	0.13	go
235.51	0.32	back
235.86	0.3	and
236.22	0.16	get
236.38	0.12	my
236.5	0.31	umbrella
236.9	0.12	the
237.02	0.45	training
238.27	0.14	And
238.41	0.16	then
238.65	0.34	so
239.0	0.33	he
239.34	0.41	leaves
239.89	0.4	and
242.19	0.13	again
242.49	0.25	it's
243.07	0.17	kind
243.24	0.15	of
243.39	0.59	unclear
243.99	0.31	exactly
244.31	0.16	what
244.47	0.41	happens
244.89	0.28	but
245.39	0.2	the
246.19	0.05	friend
246.41	0.11	is
246.52	0.35	waiting
246.87	0.1	for
246.97	0.08	a
247.05	0.38	while
247.44	0.23	We
247.69	0.21	can
248.05	0.04	assume
248.09	0.18	that
248.28	0.05	because
248.33	0.09	he
248.66	0.25	checks
248.91	0.13	his
249.05	0.36	wash
250.38	0.2	And
250.58	0.35	then
251.04	0.76	the
252.23	0.51	guy
253.28	0.39	the
254.6	0.14	same
254.75	0.17	bottle
255.15	0.2	that
255.36	0.19	the
255.55	0.29	man
255.85	0.22	had
256.08	0.3	earlier
256.38	0.16	with
256.95	0.14	in
257.09	0.18	it
257.52	0.18	got
257.7	0.05	a
257.75	0.1	pierce
258.1	0.47	getaway
259.6	0.51	Assume
260.11	0.29	that
261.68	0.47	the
263.07	0.28	guy
263.35	0.3	who
263.66	0.36	walked
264.02	0.45	away
264.48	0.34	supposedly
265.36	0.06	to
265.42	0.16	get
265.58	0.09	an
265.68	0.51	umbrella
266.62	0.07	took
266.75	0.21	the
267.13	0.47	spill
267.92	0.19	and
268.11	0.36	then
269.17	0.36	died
270.8	0.36	then
271.58	0.29	there
271.87	0.31	is
272.21	0.47	another
272.72	0.25	scene
272.98	0.35	with
273.82	0.4	two
275.42	0.18	it
275.6	0.15	looks
275.75	0.32	like
276.14	0.22	it's
276.37	0.1	in
276.47	0.07	a
276.54	0.54	club
277.08	0.01	or
277.09	0.63	something
277.77	0.22	there's
277.99	0.15	a
278.21	0.46	bar
279.04	0.09	A
279.13	0.38	woman
279.51	0.29	walks
279.83	0.16	out
279.99	0.21	of
280.36	0.63	the
281.27	0.34	club
281.64	0.37	dance
282.05	0.38	floor
282.44	0.56	area
283.23	0.03	and
283.74	0.01	a
283.75	0.38	man
284.43	0.33	hey
284.79	0.26	she's
285.05	0.22	still
285.27	0.62	dancing
285.89	0.11	if
286.0	0.1	you
286.1	0.15	can
286.27	0.25	call
286.52	0.13	it
286.65	0.33	that
289.74	0.15	And
289.89	0.35	then
291.31	0.34	these
292.44	0.49	two
293.27	0.44	are
293.8	0.36	actually
294.16	0.2	that's
294.76	0.12	just
294.93	0.21	getting
295.14	0.16	that's
295.3	0.18	the
295.48	0.21	end
295.69	0.34	of
296.44	0.34	those
296.98	0.02	two
297.0	0.48	characters
297.48	0.1	And
297.58	0.24	then
298.72	0.17	we
298.89	0.22	see
299.11	0.13	the
299.24	0.28	woman
300.5	0.56	assuming
301.66	0.23	she's
301.89	0.12	the
302.01	0.34	one
302.36	0.3	that
303.22	0.15	those
303.37	0.02	two
303.56	0.35	characters
303.91	0.05	are
303.96	0.31	talking
304.27	0.37	about
304.9	0.59	And
305.56	0.54	she
307.39	0.14	also
307.7	0.29	has
308.01	0.34	these
309.68	0.47	pills
310.2	0.42	and
310.63	0.28	takes
310.91	0.18	what
311.1	0.16	out
311.26	0.22	of
311.77	0.46	the
312.25	0.41	same
312.69	0.37	file
313.06	0.36	again
313.77	0.3	and
314.1	0.18	it's
317.98	0.03	dead
318.01	0.05	We
318.06	0.34	then
319.8	0.4	go
320.45	0.31	to
323.49	0.61	a
324.1	0.58	panel
326.15	0.06	It's
326.21	0.16	like
326.37	0.05	a
326.42	0.24	press
326.68	0.56	conference
327.26	0.33	and
327.87	0.13	we're
328.0	0.1	not
328.1	0.15	sure
328.25	0.48	exactly
328.73	0.16	who
328.89	0.13	the
329.02	0.53	characters
329.55	0.35	are
330.17	0.33	on
330.65	0.12	the
330.77	0.38	panel
331.15	0.27	but
331.42	0.13	they
331.55	0.18	seem
331.73	0.04	to
332.37	0.14	of
332.87	0.33	public
333.43	0.55	safety
334.06	0.31	police
334.43	0.32	chief
334.91	0.28	kind
335.19	0.29	of
335.84	0.55	figures
336.92	0.46	And
338.02	0.52	there's
338.76	0.61	pictures
339.4	0.17	of
339.57	0.47	the
340.47	0.48	three
341.37	0.74	suicide
342.28	0.7	victims
342.99	0.02	as
344.4	0.07	a
344.47	1.17	backdrop
345.83	0.52	There's
346.46	0.13	a
346.59	0.29	man
347.44	0.13	who
347.57	0.2	are
347.77	0.37	really
348.34	0.61	speaking
349.02	0.3	or
349.35	0.07	who
349.42	0.1	are
349.52	0.38	important
349.9	0.02	to
350.15	0.2	see
350.35	0.16	and
350.51	0.02	the
350.67	0.26	man
351.35	0.7	talking
352.23	0.16	He's
352.83	0.54	saying
354.15	0.37	things
354.53	0.43	like
355.92	0.08	these
356.0	0.39	suicides
356.39	0.08	are
356.47	0.62	definitely
357.13	0.26	linked
358.47	0.13	It
358.6	0.09	was
358.69	0.12	the
358.82	0.27	same
359.09	0.6	poison
359.73	0.46	that
360.64	0.24	all
360.88	0.16	of
365.06	0.03	them
365.59	0.14	He
365.73	0.21	does
365.94	0.23	say
366.18	0.44	something
366.79	0.31	so
367.11	0.12	he
367.23	0.41	says
367.68	0.1	I
367.78	0.27	believe
370.07	0.08	we
370.16	0.2	have
370.36	0.02	our
370.84	0.15	on
370.99	0.09	the
371.08	0.36	team
371.45	0.16	and
371.61	0.3	that
372.32	0.41	everyone
372.73	0.04	in
372.78	0.11	the
372.89	0.44	room
373.4	0.26	gets
373.66	0.06	a
373.72	0.35	text
374.14	0.17	that
374.31	0.15	just
374.46	0.28	says
374.76	0.38	wrong
375.38	0.15	a
375.59	0.38	wrong
376.29	0.17	or
376.46	0.52	exclamation
376.98	0.22	mark
377.58	0.17	And
377.75	0.16	then
377.91	0.25	later
378.16	0.2	he
378.39	0.56	says
378.96	0.01	oh
380.37	0.34	later
380.71	0.21	there's
381.27	0.19	woman
381.46	0.08	in
381.57	0.16	the
381.73	0.59	audience
382.63	0.19	who
382.84	0.44	asks
383.54	0.19	if
383.73	0.22	these
384.19	0.16	suicides
384.35	0.1	are
384.45	0.22	linked
384.73	0.21	how
384.94	0.09	do
385.03	0.1	we
385.13	0.12	know
385.25	0.09	they're
385.34	0.19	not
385.53	0.46	murder
386.22	0.17	And
386.39	0.21	then
386.6	0.58	the
387.62	0.22	man
387.84	0.51	responds
388.59	0.4	saying
389.54	0.24	well
389.78	0.17	they're
389.95	0.45	obviously
390.4	0.43	suicides
390.83	0.06	It
390.89	0.07	was
390.96	0.11	the
391.07	0.26	man
391.33	0.2	or
391.81	0.24	the
392.06	0.27	pills
392.33	0.08	are
392.41	0.4	obviously
392.83	0.24	self
393.07	0.61	administered
394.07	0.21	And
394.28	0.21	then
394.49	0.13	he
394.62	0.34	says
395.33	0.39	like
396.44	0.12	in
396.58	0.45	short
397.06	0.15	or
397.35	0.27	woman
397.64	0.3	asks
397.94	0.16	like
398.1	0.18	how
398.28	0.18	can
398.46	0.16	we
399.76	0.3	prevent
400.06	0.15	this
400.21	0.12	from
400.34	0.37	happening
400.71	0.04	He
401.9	0.31	almost
402.21	0.26	brushes
402.47	0.08	his
403.16	0.22	off
403.38	0.41	saying
403.79	0.24	well
404.08	0.23	don't
404.37	0.24	commit
404.61	0.54	suicide
405.42	0.12	And
405.54	0.09	then
405.63	0.16	he
405.79	0.41	says
407.7	0.34	something
408.04	0.23	along
408.27	0.09	the
408.36	0.26	lines
408.62	0.13	of
408.79	0.07	a
408.86	0.63	paraphrasing
409.49	0.38	but
410.06	0.19	you
410.25	0.3	guys
410.59	0.38	everyone
410.97	0.18	is
411.45	0.17	as
411.69	0.28	safe
411.97	0.17	as
412.14	0.13	they
412.27	0.25	want
412.52	0.16	to
412.83	0.21	be
413.33	0.13	And
413.46	0.03	then
413.66	0.49	again
414.33	0.2	the
414.57	0.22	everyone
415.1	0.26	text
415.36	0.32	saying
415.73	0.42	wrong
416.17	0.21	and
416.39	0.21	that's
416.6	0.11	the
416.71	0.22	third
416.93	0.23	time
417.16	0.18	that
417.67	0.23	that
417.91	0.26	text
418.31	0.02	is
418.33	0.16	said
418.97	0.17	And
419.14	0.26	then
419.45	0.1	a
419.55	0.25	text
420.21	0.02	is
420.23	0.03	said
420.27	0.49	to
421.02	0.3	only
421.32	0.02	the
421.71	0.22	man
421.93	0.11	who
422.04	0.14	is
422.19	0.51	speaking
423.08	0.45	Oh
425.14	0.71	I'm
426.18	0.14	not
426.32	0.11	sure
426.43	0.1	if
426.53	0.08	I
426.61	0.25	remember
426.86	0.2	when
427.08	0.25	it
427.59	0.22	said
427.81	0.13	but
428.08	0.02	it
428.1	0.05	was
428.15	0.4	signed
429.13	0.01	SH
429.15	0.23	which
429.38	0.16	we
429.54	0.14	can
429.68	0.32	assume
430.04	0.32	is
430.73	0.4	Sherlock
431.13	0.36	Holmes
434.42	0.25	Let's
434.72	0.19	see
434.94	0.14	and
435.08	0.55	then
437.51	0.81	I
438.55	0.05	believe
439.55	0.68	we
440.45	0.3	go
441.12	0.23	to
441.56	0.14	go
441.7	0.3	back
442.02	0.1	to
444.25	0.42	Watson
444.91	0.17	which
445.08	0.23	was
445.32	0.16	the
445.48	0.29	man
445.77	0.18	who
445.95	0.23	had
446.19	0.13	the
446.32	0.42	nightmare
446.74	0.51	earlier
447.53	0.31	And
447.84	0.38	he's
448.24	0.68	walking
448.92	0.34	around
449.26	0.11	what
449.37	0.17	looks
449.54	0.26	like
449.94	0.02	a
449.96	1.04	university
451.01	0.75	area
452.39	0.17	He
452.56	0.25	meets
453.41	0.25	this
454.24	0.31	other
454.55	0.43	guy
456.18	0.41	I'm
456.8	0.37	not
457.17	0.24	exactly
457.5	0.15	sure
457.65	0.1	what
457.75	0.19	his
457.94	0.15	real
458.11	0.09	unit
458.49	0.03	but
458.52	0.14	this
458.67	0.31	older
458.98	0.33	man
459.56	0.17	and
459.73	0.11	they
459.84	0.27	sit
460.11	0.13	and
460.24	0.25	talk
460.51	0.11	for
460.62	0.08	a
460.7	0.28	while
460.98	0.15	they're
461.14	0.33	having
461.51	0.01	a
461.52	0.73	copy
462.65	0.7	Oh
464.89	0.26	I
465.15	0.29	never
465.44	0.27	mentioned
465.71	0.24	earlier
465.95	0.18	but
466.14	0.17	so
466.31	0.61	Watson
466.93	0.16	he
467.09	0.32	has
467.45	0.43	a
468.48	0.3	his
468.78	0.27	leg
469.05	0.11	is
469.18	0.45	injured
469.66	0.02	so
470.1	0.1	he
470.2	0.33	walks
470.53	0.14	with
470.67	0.08	the
470.79	0.32	cane
471.11	0.06	and
471.22	0.17	with
471.41	0.08	a
471.49	0.16	bit
471.65	0.1	of
471.75	0.05	a
471.8	0.23	lip
472.04	0.03	But
473.07	0.2	yeah
473.27	0.23	so
473.91	0.17	this
474.11	0.3	man
474.41	0.06	that
474.48	0.19	he
474.67	0.35	met
475.26	0.39	are
475.66	0.26	now
475.92	0.31	sitting
476.23	0.1	on
476.33	0.11	a
476.47	0.42	bench
476.89	0.21	just
477.1	0.42	talking
479.51	0.32	There's
479.83	0.39	another
480.28	0.27	scene
480.55	0.43	where
480.99	0.38	we
481.43	0.41	see
483.3	0.52	Sherlock
483.82	0.17	the
484.02	0.25	seed
484.27	0.42	opens
484.69	0.24	with
485.44	0.13	the
485.57	0.74	camera
486.75	0.02	as
486.77	0.18	if
487.17	0.15	the
487.33	0.28	camera
487.61	0.22	was
487.83	0.08	a
487.91	0.49	canaver
488.4	0.2	So
488.6	0.11	the
488.71	0.22	camera
488.93	0.05	is
489.01	0.19	like
489.43	0.27	looking
489.78	0.24	up
490.04	0.2	and
490.24	0.26	walks
490.5	0.1	in
490.65	0.39	unzips
491.52	0.42	this
493.0	0.37	the
493.41	0.32	the
493.76	0.51	bag
494.51	0.24	and
494.75	0.2	then
495.0	0.16	is
495.16	0.33	looking
495.49	0.05	out
495.54	0.1	of
495.64	0.06	the
495.7	0.29	camera
495.99	0.09	And
497.64	0.04	that's
497.68	0.03	when
497.71	0.02	you
497.9	0.44	Sherlock
498.66	0.29	unzips
499.07	0.18	it
499.48	0.21	looks
499.69	0.29	down
500.03	0.17	that's
500.2	0.11	when
500.31	0.08	we
500.43	0.14	first
500.57	0.18	see
500.75	0.21	him
501.53	0.28	And
501.81	0.23	he
502.64	0.22	other
503.08	0.07	this
503.15	0.38	other
503.57	0.32	lady
503.89	0.15	with
504.04	0.13	him
504.25	0.53	assuming
505.31	0.26	or
505.58	0.15	I've
505.73	0.11	been
505.84	0.04	to
505.91	0.36	refuse
506.27	0.33	the
506.84	0.16	assistant
507.91	0.47	And
508.83	0.53	so
510.02	0.02	we
510.21	0.15	him
510.67	0.26	take
510.93	0.23	like
511.96	0.19	not
512.15	0.13	sure
512.28	0.08	what
512.36	0.1	it's
512.46	0.31	called
512.77	0.16	like
512.93	0.1	one
513.03	0.08	of
513.11	0.18	those
513.4	0.46	cattle
513.89	0.37	things
514.3	0.24	like
515.08	0.34	wax
515.42	0.03	this
515.96	0.51	body
517.07	0.22	pretty
517.33	0.67	furiously
518.39	0.27	for
518.8	0.24	quite
519.04	0.03	a
519.07	0.5	while
521.69	0.22	He
521.92	0.15	says
522.07	0.26	something
522.36	0.16	about
522.52	0.13	like
522.65	0.34	checking
523.01	0.14	how
523.16	0.1	the
523.26	0.41	bruises
523.68	0.44	form
524.53	0.14	to
524.67	0.22	his
524.89	0.55	assistant
525.48	0.18	and
525.66	0.31	then
526.24	0.71	she
528.14	0.11	starts
528.42	0.02	to
528.44	0.27	ask
528.71	0.1	for
528.81	0.58	coffee
529.72	0.17	He
529.89	0.47	interrupts
530.36	0.24	her
530.61	0.35	saying
530.97	0.13	that
531.1	0.1	she
531.2	0.12	had
531.32	0.15	put
531.47	0.06	on
531.56	0.45	lipstick
532.01	0.34	she
532.37	0.24	looks
532.61	0.68	embarrassed
534.21	0.11	but
534.32	0.34	then
534.91	0.19	ends
535.1	0.14	up
535.24	0.38	finishing
535.66	0.45	asking
536.11	0.1	if
536.22	0.1	you
536.32	0.22	want
536.58	0.61	coffee
537.44	0.21	And
537.65	0.11	he
537.76	0.24	says
538.04	0.36	yes
538.44	0.12	he
538.56	0.19	goes
538.77	0.2	up
539.04	0.21	to
539.25	0.33	his
539.63	0.68	lab
540.83	0.5	where
541.4	0.32	he's
542.09	0.42	working
542.51	0.16	on
542.67	0.33	something
544.14	0.03	and
544.17	0.04	looks
544.21	0.07	like
544.45	0.01	a
544.46	0.28	pipe
544.74	0.28	pet
545.02	0.32	or
545.63	0.45	something
546.72	0.02	to
546.74	0.18	walk
546.92	0.08	a
547.0	0.34	fluid
547.95	0.33	He
549.87	0.49	delivers
550.91	0.15	to
551.06	0.13	him
551.19	0.42	his
552.41	0.67	coffee
553.08	0.06	and
553.51	0.25	he
553.76	0.24	makes
554.0	0.06	a
554.06	0.35	remark
554.41	0.18	that
554.59	0.38	she
555.3	0.3	now
555.6	0.16	has
555.76	0.09	a
556.02	0.08	move
557.07	0.38	lipstick
557.46	0.4	and
557.86	0.02	she
558.75	0.23	again
559.01	0.16	looks
559.17	0.18	kind
559.35	0.13	of
559.48	0.41	embarrassed
559.89	0.1	as
559.99	0.29	something
560.28	0.28	about
560.6	0.18	it
560.78	0.16	not
560.94	0.28	working
561.22	0.12	out
561.34	0.11	for
561.45	0.31	her
562.15	0.38	And
564.86	0.45	he
565.73	0.21	said
566.75	0.41	something
568.9	0.19	like
569.1	0.14	it
569.24	0.26	wasn't
569.5	0.53	improvement
570.03	0.05	or
570.08	0.27	something
570.35	0.13	your
570.48	0.21	lips
570.69	0.15	look
570.86	0.29	small
571.15	0.31	now
574.65	0.08	Well
574.9	0.06	this
574.96	0.1	is
575.06	0.54	happening
575.93	0.15	he
576.08	0.31	had
576.55	0.32	just
576.9	0.45	met
578.19	0.5	Watson
578.86	0.44	so
579.49	0.58	Watson
580.08	0.29	and
580.37	0.24	his
580.62	0.28	friend
580.9	0.24	from
581.18	0.6	earlier
582.79	0.35	approached
584.01	0.42	Sherlock
584.45	0.12	in
584.57	0.18	his
584.75	0.35	lab
585.13	0.38	and
586.01	0.35	maybe
586.37	0.03	one
586.4	0.02	of
586.83	0.12	the
586.95	0.18	first
587.17	0.23	things
587.4	0.27	Sherlock
587.86	0.25	says
588.11	0.11	to
588.22	0.5	Watson
588.77	0.55	is
590.1	0.18	so
590.28	0.17	what
590.45	0.21	was
590.66	0.18	it
590.9	0.39	Iraq
591.29	0.06	or
591.35	0.61	Afghanistan
591.96	0.14	so
592.1	0.09	he
592.19	0.4	immediately
592.59	0.26	knows
592.85	0.15	that
593.0	0.41	Watson
593.41	0.27	was
594.02	0.31	an
594.35	0.39	army
594.79	0.55	doctor
595.7	0.13	He
595.97	0.03	made
596.0	0.02	so
596.02	0.12	much
596.14	0.02	of
596.33	0.16	that
596.49	0.24	later
596.73	0.28	also
597.01	0.27	saying
597.28	0.15	like
597.79	0.12	I
597.91	0.12	know
598.03	0.17	your
598.21	0.23	army
598.44	0.16	doctor
601.97	0.16	We
602.13	0.03	have
602.33	0.5	revealed
602.87	0.35	that
603.23	0.4	Sherlock
603.63	0.1	is
603.73	0.27	looking
604.01	0.29	for
604.32	0.11	a
604.43	0.27	flat
604.71	0.27	meat
605.04	0.44	and
605.78	0.19	this
606.05	0.38	mutual
606.44	0.51	friend
607.74	0.19	is
607.94	0.27	now
608.22	0.27	going
608.49	0.09	to
608.58	0.4	introduce
609.03	0.57	Watson
609.89	0.19	to
610.08	0.6	Sherlock
610.97	0.22	and
611.19	0.3	hopes
611.69	0.42	that
612.69	0.59	Sherlock
614.08	0.03	and
614.11	0.31	Watson
614.42	0.11	will
614.53	0.13	be
614.66	0.1	a
614.79	0.59	suitable
615.62	0.49	roommate
616.49	0.37	for
616.86	0.21	Watson
617.82	0.38	So
619.95	0.34	that
620.29	0.49	happens
621.72	0.61	Sherlock
