onset	duration	stimulus
86.22	0.07	but
86.7	0.04	if
86.74	0.03	it's
86.77	0.08	just
86.85	0.01	a
87.69	0.33	deadly
88.03	0.12	relay
88.58	0.12	it
89.09	0.18	has
89.27	0.46	changed
90.29	0.52	Normally
91.19	0.22	I'm
91.41	0.19	sort
91.71	0.11	a
91.82	0.62	lazy
93.08	0.48	athlete
93.56	0.1	I
93.71	0.18	just
93.89	0.37	coast
94.26	0.25	along
94.51	0.1	on
94.71	0.2	my
95.03	0.35	genetic
96.29	0.6	package
96.89	0.14	on
97.03	0.08	a
97.11	0.29	skinny
97.4	0.25	guy
97.65	0.14	with
97.85	0.28	big
98.13	0.24	lungs
98.84	0.34	So
99.49	0.01	I
99.83	0.27	skip
100.1	0.71	workouts
100.81	0.13	I
101.02	0.26	don't
101.28	0.07	run
101.7	0.02	on
101.72	0.02	the
101.74	0.49	weekend
102.55	0.17	But
102.72	0.16	when
102.88	0.19	I
103.21	0.19	hear
103.4	0.13	that
103.53	0.19	I'm
103.72	0.33	running
104.11	0.3	against
105.18	0.04	Vince
105.35	0.12	Nitorelli
105.61	0.13	It's
106.48	0.19	like
107.38	0.34	sports
107.74	0.37	movie
108.13	0.3	montage
108.89	0.13	style
110.36	0.01	I
110.37	0.18	am
110.65	0.52	running
111.22	0.27	all
112.06	0.02	the
112.08	0.11	time
112.3	0.29	every
112.59	0.21	day
112.8	0.08	of
112.88	0.05	the
112.93	0.28	week
113.21	0.11	and
113.32	0.1	I'm
113.56	0.41	throwing
113.97	0.14	in
114.64	0.4	extra
115.04	0.45	workouts
117.19	0.44	Why
118.5	0.34	Why
118.84	0.1	do
118.94	0.07	I
119.01	0.21	do
119.22	0.18	that
120.63	0.11	It's
120.99	0.24	because
121.91	0.41	Nitorelli
122.37	0.16	is
122.53	0.43	from
122.96	0.11	the
123.07	0.36	Bronx
124.47	0.42	where
124.92	0.18	my
125.1	0.49	parents
125.59	0.24	grew
125.83	0.14	up
126.13	0.07	And
126.93	0.16	where
127.1	0.1	the
127.2	0.27	bass
127.83	0.04	is
127.9	0.2	where
128.1	0.11	the
128.21	0.31	tough
128.52	0.24	guys
128.76	0.03	live
129.52	0.43	I
130.4	0.18	am
130.83	0.24	from
131.38	0.84	Westchester
132.48	0.19	County
133.7	0.25	where
133.95	0.11	the
134.06	0.34	main
134.41	0.28	work
134.82	0.35	golf
135.17	0.3	slacks
135.47	0.02	the
136.07	0.58	little
136.82	0.38	dogs
137.34	0.37	wear
138.22	0.01	a
138.23	0.03	face
139.54	0.27	I'm
140.78	0.26	from
141.04	0.1	the
141.14	0.42	place
142.06	0.19	that
142.25	0.56	produces
143.25	0.33	whips
145.12	0.11	And
145.67	0.41	really
146.08	0.45	raises
146.54	0.13	the
146.67	0.44	question
147.11	0.08	of
147.28	0.38	what
148.01	0.45	we
148.78	0.31	inherit
149.31	0.11	And
149.46	0.21	you
149.67	0.21	have
149.88	0.06	a
149.94	0.51	trait
150.97	0.16	that
151.13	0.11	you
151.27	0.22	never
151.49	0.12	get
151.61	0.02	to
151.74	0.3	use
152.06	0.34	because
152.53	0.02	you
152.56	0.28	don't
152.85	0.61	encounter
153.46	0.11	an
153.57	0.77	environment
154.43	0.15	that
154.62	0.44	triggers
155.75	0.05	it
155.8	0.05	In
155.85	0.15	other
156.0	0.34	words
156.73	0.14	are
156.87	0.1	the
156.97	0.43	Bronx
157.44	0.36	guys
157.8	0.15	like
157.97	0.47	Nitorelli
158.5	0.42	tough
159.14	0.35	because
159.49	0.14	they
159.63	0.16	live
159.79	0.09	in
159.89	0.09	the
159.98	0.27	Bronx
161.17	0.17	Or
161.34	0.09	are
161.43	0.16	they
161.62	0.18	tough
161.8	0.34	because
162.14	0.3	they
162.46	0.5	inherit
162.96	0.03	some
163.35	0.18	sort
163.53	0.17	of
163.89	0.24	toughness
164.64	0.5	inherent
165.21	0.27	toughness
165.55	0.22	from
165.77	0.28	their
166.28	0.26	tough
166.54	0.29	Bronx
166.9	0.42	parents
167.75	0.24	that's
167.99	0.19	then
168.22	0.62	triggered
169.17	0.18	by
169.35	0.19	their
169.57	0.31	tough
169.88	0.3	Bronx
170.3	0.49	neighborhoods
171.85	0.15	It
172.0	0.14	could
172.15	0.58	firstly
173.44	0.59	why
174.09	0.18	am
174.41	0.42	I
175.4	0.14	a
175.54	0.25	winner
175.79	0.02	Is
175.81	0.02	it
177.19	0.53	nature
178.04	0.09	Is
178.13	0.02	it
178.31	0.55	nurture
180.15	0.22	I
180.37	0.19	need
180.61	0.12	to
180.73	0.32	know
183.02	0.42	So
184.56	0.02	we're
184.58	0.45	running
185.49	0.21	We're
185.7	0.4	running
186.1	0.11	in
186.21	0.22	this
186.44	0.34	race
187.39	0.36	And
189.34	0.02	the
189.36	0.21	one
189.57	0.17	thing
189.74	0.1	you
189.84	0.13	got
189.97	0.07	to
190.04	0.43	know
190.51	0.28	is
190.95	0.17	my
191.17	0.38	parents
191.59	0.27	didn't
192.74	0.41	follow
193.15	0.42	my
193.87	0.37	athletic
194.24	0.42	career
194.67	0.2	all
194.87	0.19	that
195.06	0.23	closely
195.54	0.55	Although
196.46	0.11	a
196.57	0.19	few
196.76	0.19	weeks
196.95	0.72	before
197.84	0.23	there
198.07	0.15	was
198.23	0.11	an
198.34	0.47	exception
198.83	0.18	My
199.01	0.28	mom
199.33	0.34	drove
199.67	0.27	me
200.32	0.08	to
200.4	0.52	another
200.92	0.28	race
201.42	0.16	in
201.58	0.09	the
201.67	0.3	Bronx
202.79	0.35	And
203.43	0.19	that
203.62	0.13	was
203.77	0.15	kind
203.92	0.14	of
204.06	0.72	unusual
205.12	0.16	And
205.28	0.15	I
205.44	0.2	had
205.64	0.11	her
205.77	0.32	off
206.09	0.24	day
206.33	0.12	and
206.45	0.11	I
206.61	0.39	finished
207.0	0.25	sort
207.25	0.15	of
207.45	0.24	mid
207.76	0.38	pack
208.56	0.13	And
208.69	0.09	as
208.78	0.24	she's
209.03	0.51	driving
209.54	0.19	me
209.74	0.42	home
210.19	0.54	afterwards
210.73	0.14	she
210.87	0.29	turned
211.16	0.05	to
211.21	0.23	me
211.64	0.03	and
211.67	0.07	she
211.74	0.2	said
211.94	0.02	you
212.53	0.38	know
213.24	0.19	I
213.53	0.31	thought
214.75	0.1	you
214.85	0.12	were
214.97	0.38	supposed
215.39	0.11	to
215.5	0.12	be
215.75	0.14	good
215.89	0.03	And
215.92	0.03	that
218.26	0.7	really
220.22	0.27	hurt
220.52	0.02	me
221.8	0.29	Although
222.09	0.06	I
222.15	0.18	could
222.34	0.14	see
222.48	0.14	that
222.62	0.1	as
222.72	0.35	soon
223.07	0.11	as
223.18	0.02	she
223.49	0.31	said
223.8	0.17	it
224.62	0.07	she
224.75	0.43	regretted
225.18	0.02	it
225.84	0.12	So
225.96	0.16	then
226.12	0.15	she
226.31	0.19	turned
226.5	0.05	to
226.55	0.12	me
226.69	0.14	she
226.86	0.19	said
227.05	0.41	okay
227.77	0.14	we're
227.91	0.32	taking
228.23	0.06	a
228.29	0.52	detour
228.88	0.19	I'm
229.07	0.07	going
229.14	0.07	to
229.21	0.34	show
229.59	0.16	you
229.75	0.2	where
229.95	0.16	I
230.14	0.29	grew
230.43	0.24	up
230.75	0.12	the
230.87	0.43	apartment
231.3	0.28	house
232.02	0.28	where
232.3	0.12	I
232.42	0.22	grew
232.64	0.13	up
232.99	0.03	in
233.05	0.1	the
233.15	0.11	Bronx
234.74	0.15	And
234.89	0.1	I
235.05	0.09	think
235.35	0.24	what
236.2	0.15	is
236.44	0.21	I'm
236.7	0.46	18
237.44	0.25	years
237.69	0.36	old
238.3	0.18	I'm
238.48	0.3	about
238.78	0.26	to
239.5	0.31	leave
240.18	0.06	for
240.24	0.43	college
240.67	0.02	on
241.08	0.02	the
241.1	0.21	senior
241.5	0.19	high
241.69	0.35	school
242.3	0.15	And
242.45	0.09	I
242.58	0.17	think
242.75	0.16	she
242.91	0.37	wanted
243.31	0.27	to
244.07	0.29	let
244.36	0.17	me
244.53	0.44	know
245.01	0.11	She
245.12	0.26	wanted
245.38	0.09	to
245.47	0.44	show
245.92	0.21	me
246.13	0.22	that
247.29	0.12	she
247.41	0.2	had
247.65	0.34	fought
248.06	0.12	to
248.21	0.19	get
248.4	0.3	out
248.7	0.16	of
249.09	0.17	her
249.26	0.46	neighborhood
250.12	0.04	and
250.2	0.22	out
250.42	0.16	of
250.61	0.14	the
250.75	0.5	working
251.25	0.15	class
251.55	0.47	poverty
252.2	0.18	she
252.38	0.16	grew
252.54	0.17	up
252.93	0.05	with
253.48	0.18	And
253.66	0.13	then
253.82	0.32	you
254.23	0.23	have
254.46	0.12	to
254.58	0.38	fight
255.23	0.13	in
255.36	0.19	this
255.55	0.24	life
257.39	0.67	especially
258.51	0.1	if
258.67	0.12	you
258.79	0.21	want
259.0	0.04	to
259.04	0.15	be
259.24	0.25	good
259.49	0.02	at
259.71	0.11	something
261.59	0.13	So
261.72	0.19	this
261.91	0.52	apartment
262.43	0.24	house
262.67	0.14	she's
262.87	0.34	taking
263.21	0.08	me
263.29	0.21	to
263.5	0.21	she
263.71	0.17	has
264.29	0.03	these
264.32	0.58	beautiful
264.9	0.49	childhood
265.41	0.43	memories
266.41	0.14	Her
266.55	0.35	being
266.9	0.07	a
266.99	0.39	girl
267.38	0.19	that's
267.57	0.18	on
267.75	0.07	a
267.82	0.55	hill
268.39	0.18	near
268.57	0.35	Yankee
268.95	0.5	Stadium
269.45	0.1	and
269.6	0.23	she
269.83	0.04	and
269.88	0.15	her
270.03	0.41	friends
270.44	0.18	used
270.66	0.12	to
270.91	0.27	slay
271.18	0.36	ride
271.73	0.03	and
271.76	0.27	whip
272.03	0.21	her
272.73	0.32	down
273.05	0.08	the
273.13	0.35	hill
273.49	0.33	all
273.83	0.12	the
273.95	0.45	way
274.59	0.13	to
274.72	0.11	the
274.83	0.45	river
275.84	0.14	And
275.98	0.11	in
276.25	0.47	summer
277.11	0.19	her
277.3	0.47	dad
277.77	0.14	would
277.95	0.24	take
278.19	0.34	her
279.2	0.13	the
279.33	0.22	roof
279.95	0.16	at
280.11	0.32	night
280.91	0.15	and
281.06	0.11	he'd
281.17	0.32	shoot
281.49	0.2	off
281.69	0.53	fireworks
282.86	0.32	over
283.18	0.13	the
283.7	0.04	city
283.74	0.02	So
285.09	0.33	that
285.42	0.11	was
285.53	0.76	before
286.56	0.14	the
286.7	0.15	expressways
287.43	0.04	and
288.88	0.18	just
289.29	0.51	mutilated
290.39	0.02	the
290.41	0.31	neighborhood
291.78	0.19	So
291.97	0.24	she
292.21	0.46	knows
293.65	0.23	it's
293.88	0.25	gone
294.13	0.53	downhill
294.66	0.19	but
294.85	0.18	she
295.03	0.25	doesn't
295.32	0.21	know
295.53	0.23	how
295.76	0.21	much
295.97	0.02	She
296.88	0.39	drives
297.27	0.14	her
297.41	0.14	on
297.55	0.07	a
297.62	0.54	corner
298.24	0.13	and
298.37	0.17	she
298.54	0.43	pulls
298.97	0.21	up
299.79	0.16	at
299.95	0.1	the
300.75	0.11	curb
300.86	0.02	in
300.88	0.2	front
301.08	0.12	of
301.2	0.11	this
301.48	0.5	apartment
301.98	0.24	house
302.99	0.1	This
303.16	0.23	place
303.55	0.21	has
303.77	0.4	all
304.17	0.1	of
304.27	0.13	her
304.4	0.46	childhood
304.86	0.27	memories
306.5	0.13	and
306.65	0.16	we
306.81	0.29	look
308.08	0.17	in
308.25	0.18	it's
308.43	0.17	a
308.72	0.35	pile
309.07	0.09	of
309.2	0.28	bricks
310.23	0.16	in
310.39	0.05	an
310.44	0.28	empty
310.72	0.08	lot
312.13	0.18	And
312.31	0.15	it's
312.48	0.13	the
312.61	0.36	only
312.97	0.51	time
313.8	0.21	I
314.01	0.3	ever
314.31	0.35	saw
315.14	0.17	my
315.32	0.26	mother
315.64	0.12	cry
318.27	0.23	My
318.5	0.3	mom
318.8	0.09	and
318.89	0.37	dad
319.37	0.29	used
319.69	0.2	a
319.97	0.4	teacher
320.37	0.05	and
320.44	0.14	he
320.58	0.14	was
320.73	0.06	a
320.79	0.21	government
321.0	0.09	worker
321.48	0.15	They
321.63	0.29	thought
321.99	0.12	the
322.12	0.27	best
322.49	0.32	thing
322.95	0.19	that
323.14	0.14	they
323.28	0.15	could
323.43	0.15	do
323.58	0.12	for
323.72	0.15	me
323.87	0.06	and
323.94	0.17	my
324.11	0.44	brothers
324.98	0.13	is
325.1	0.02	to
325.67	0.23	give
325.9	0.19	us
326.09	0.17	like
326.26	0.05	a
326.31	0.71	perfectly
327.06	0.32	safe
327.91	0.19	and
328.32	0.72	uneventful
329.14	0.35	childhood
329.66	0.2	We
329.86	0.17	grew
330.03	0.15	up
330.18	0.1	in
330.43	0.03	this
330.46	0.21	little
330.76	0.54	suburb
332.22	0.4	Crestwood
333.04	0.47	Norman
333.51	0.8	Rockwell
334.32	0.73	literally
335.12	0.45	painted
335.57	0.1	a
335.67	0.5	picture
336.17	0.08	of
336.42	0.2	Crestwood
337.37	0.21	train
337.63	0.52	station
338.58	0.32	and
338.94	0.21	my
339.15	0.54	parents
339.73	0.23	got
339.96	0.08	a
340.04	0.27	cheap
340.32	0.23	little
340.55	0.52	preventative
341.07	0.14	and
341.28	0.22	put
341.5	0.15	it
341.79	0.14	in
341.93	0.23	a
343.08	0.26	golden
343.84	0.32	frame
344.58	0.18	And
344.76	0.22	hung
344.98	0.12	it
345.1	0.25	over
345.36	0.12	the
345.48	0.69	fireplace
346.17	0.25	on
346.52	0.31	Sunday
346.83	0.32	nights
347.15	0.1	we
347.25	0.15	would
347.4	0.21	all
347.64	0.16	sit
347.8	0.12	on
347.92	0.1	the
348.02	0.37	couch
348.39	0.09	and
348.52	0.24	look
348.76	0.23	at
348.99	0.11	it
349.48	0.23	as
349.71	0.29	we
350.09	0.25	sift
350.34	0.2	our
350.54	0.63	cocoa
351.69	0.23	and
351.92	0.31	watch
352.29	0.17	the
352.46	0.55	wonderful
353.01	0.36	world
353.37	0.02	of
353.78	0.05	Disney
354.18	0.26	on
354.64	0.33	TV
356.69	0.5	So
357.68	0.57	my
358.85	0.67	childhood
359.52	0.17	was
359.71	0.26	like
359.97	0.18	a
360.97	0.74	pasteurized
361.99	0.33	glass
362.82	0.19	of
363.01	0.09	milk
367.87	0.29	I'm
368.16	0.29	about
368.45	0.11	to
368.56	0.24	leave
368.8	0.35	home
369.18	0.19	and
369.41	0.14	I
369.55	0.19	don't
369.77	0.23	know
370.0	0.22	how
370.22	0.11	to
370.33	0.68	operate
371.27	0.21	the
371.5	0.28	stick
371.78	0.34	shift
372.12	0.02	of
372.4	0.03	a
372.43	0.59	car
373.09	0.27	or
373.39	0.01	a
373.4	0.41	checking
373.81	0.42	account
375.02	0.26	or
375.63	0.01	a
375.64	0.3	condom
377.2	0.21	You
377.41	0.16	know
377.57	0.2	you
377.77	0.19	can
377.96	0.28	learn
378.25	0.24	those
378.53	0.19	things
378.99	0.11	and
379.57	0.33	maybe
379.9	0.54	someday
380.49	0.14	I
380.63	0.43	will
381.94	0.19	But
382.13	0.2	what's
382.33	0.39	harder
382.72	0.14	to
382.86	0.38	learn
383.24	0.09	when
383.34	0.13	you
383.47	0.33	grow
383.8	0.16	up
384.02	0.59	sheltered
384.75	0.3	is
385.5	0.24	resilience
385.74	0.02	So
387.46	0.15	I
387.64	0.26	sat
387.9	0.08	in
387.98	0.11	the
388.09	0.52	car
389.63	0.17	and
389.8	0.11	I
389.95	0.46	watched
390.41	0.14	my
390.55	0.31	mom
391.56	0.03	and
391.7	0.2	she
391.9	0.45	cried
392.78	0.07	and
392.85	0.02	she
392.87	0.12	gave
392.99	0.41	herself
393.4	0.01	a
394.31	0.13	admitant
395.72	0.03	And
395.75	0.03	then
395.95	0.15	she
396.1	0.39	stopped
397.61	0.03	And
397.64	0.02	she
397.66	0.2	drove
397.86	0.02	us
398.05	0.41	home
399.38	0.02	She
399.4	0.13	made
399.56	0.37	family
400.1	0.18	She
400.28	0.16	made
400.51	0.23	dinner
400.79	0.07	for
400.86	0.14	our
401.0	0.05	family
403.34	0.3	And
403.78	0.32	later
404.1	0.19	that
404.29	0.24	night
404.54	0.16	she
404.7	0.2	did
404.9	0.32	something
405.29	0.29	just
405.58	0.14	as
405.72	0.43	hard
406.9	0.02	She
406.92	0.23	came
407.15	0.16	into
407.31	0.16	my
407.47	0.32	bedroom
407.79	0.03	and
408.35	0.03	sat
408.38	0.16	down
408.54	0.06	on
408.62	0.12	the
410.05	0.21	she
410.26	0.79	apologized
411.95	0.02	for
411.98	0.26	what
416.35	0.11	she
416.63	0.28	my
416.91	0.41	plan
417.32	0.17	for
417.5	0.35	beating
417.85	0.24	Benz
418.38	0.39	Mitteralli
418.77	0.05	is
418.94	0.32	just
419.58	0.09	stick
419.69	0.5	close
420.27	0.27	over
420.71	0.15	three
420.86	0.33	laps
421.91	0.17	And
423.0	0.03	then
423.03	0.03	end
423.06	0.05	on
423.28	0.43	shoulder
423.98	0.25	for
424.24	0.02	the
424.26	0.09	fourth
424.35	0.24	lap
425.38	0.45	Somehow
425.85	0.17	get
426.02	0.09	to
426.11	0.09	the
426.2	0.26	back
426.46	0.42	stretch
427.23	0.22	and
427.45	0.15	then
427.71	0.28	fight
427.99	0.11	them
428.1	0.15	down
428.26	0.09	the
428.35	0.25	home
428.63	0.59	stretch
429.76	0.09	And
429.85	0.1	when
429.95	0.05	you
430.0	0.16	get
430.16	0.09	to
430.25	0.11	the
430.36	0.34	last
430.7	0.24	lap
430.94	0.11	in
431.05	0.08	a
431.13	0.38	track
431.51	0.25	race
432.8	0.08	the
433.15	0.54	official
433.96	0.17	reaps
434.13	0.14	up
434.84	0.26	when
435.45	0.17	Peter
435.67	0.46	Lennart
436.61	0.1	reached
436.92	0.02	the
436.94	0.28	bell
437.22	0.27	lap
438.09	0.17	I
438.26	0.17	am
438.49	0.35	on
438.86	0.17	his
439.03	0.61	shoulder
439.89	0.19	And
440.08	0.15	that
440.23	0.22	is
440.45	0.32	just
441.0	0.48	shocking
441.9	0.1	to
442.0	0.11	the
442.11	0.16	crowd
443.28	0.24	But
443.55	0.41	everyone
443.98	0.43	knows
444.47	0.17	that
444.71	0.25	Lomm
444.96	0.53	machine
445.85	0.12	is
446.08	0.26	going
446.34	0.17	with
446.51	0.12	me
446.64	0.17	He
446.81	0.04	can
446.85	0.22	just
447.14	0.19	pull
447.33	0.34	away
448.05	0.02	at
448.2	0.03	any
448.23	0.19	time
449.66	0.24	But
449.92	0.11	you
450.03	0.2	know
450.61	0.21	I
450.97	0.22	stay
451.19	0.26	with
451.45	0.14	him
451.94	0.52	around
452.5	0.12	the
453.27	0.11	And
453.38	0.17	now
453.55	0.33	we're
454.21	0.19	we're
454.62	0.29	grounded
454.91	0.13	in
455.04	0.21	out
455.32	0.03	and
455.49	0.12	the
455.61	0.27	back
455.88	0.31	stretch
456.75	0.13	And
456.88	0.08	the
456.96	0.35	crowd
457.31	0.14	is
457.45	0.31	getting
457.76	0.59	excited
458.74	0.27	I'm
459.01	0.27	right
459.36	0.25	next
459.61	0.11	to
459.72	0.21	him
459.93	0.06	and
460.54	0.02	he
460.56	0.04	shoots
460.6	0.02	me
460.79	0.21	This
461.0	0.25	looks
461.25	0.19	like
462.23	0.25	hey
463.39	0.18	who
463.68	0.02	are
463.7	0.42	you
466.13	0.13	And
466.35	0.33	pulls
466.68	0.45	away
467.18	0.15	to
467.33	0.07	a
467.4	0.3	five
467.7	0.39	gargley
468.15	0.15	And
468.3	0.06	I
468.39	0.15	think
468.54	0.07	to
468.61	0.39	myself
469.11	0.09	oh
469.48	0.38	really
470.04	0.14	this
470.64	0.28	really
471.32	0.29	after
471.61	0.16	all
471.77	0.16	this
471.93	0.26	work
472.22	0.09	you
472.31	0.21	just
472.53	0.19	pull
472.72	0.21	away
472.99	0.17	This
473.16	0.1	is
473.26	0.18	how
473.44	0.06	I
473.65	0.03	lose
474.73	0.2	And
474.93	0.2	then
475.71	0.26	I
475.98	0.02	see
476.06	0.27	the
477.54	0.36	chops
477.9	0.15	is
478.06	0.43	stride
478.85	0.03	it's
478.88	0.45	tired
479.96	0.02	So
480.15	0.15	I
480.84	0.15	bring
481.02	0.52	myself
481.64	0.28	back
482.07	0.35	even
482.42	0.25	with
482.67	0.14	him
482.82	0.15	And
482.97	0.1	we
483.07	0.27	go
483.34	0.22	through
483.56	0.23	the
484.29	0.4	final
484.69	0.35	curve
485.56	0.11	and
486.28	0.02	the
486.3	0.31	back
486.61	0.48	stretch
487.23	0.11	The
487.35	0.28	home
487.69	0.3	stretch
488.53	0.42	strides
489.01	0.12	for
489.27	0.36	stride
490.04	0.18	And
490.22	0.24	now
490.51	0.1	the
490.61	0.39	crowd
491.0	0.12	is
491.19	0.3	honest
492.07	0.03	And
492.1	0.45	people
492.71	0.15	are
492.95	0.38	screaming
493.34	0.14	And
493.48	0.11	I
493.59	0.22	even
493.94	0.16	keep
494.32	0.18	pulling
494.5	0.02	out
494.52	0.02	to
495.09	0.12	a
495.21	0.26	little
495.47	0.21	lead
496.86	0.03	he
497.57	0.21	gets
497.86	0.4	even
498.32	0.19	and
498.51	0.2	he
498.82	0.45	passes
499.27	0.02	me
500.34	0.21	And
500.6	0.46	somehow
501.06	0.19	I
501.27	0.36	will
501.66	0.55	myself
502.58	0.34	next
502.93	0.11	to
503.04	0.24	him
503.43	0.45	again
503.89	0.03	And
504.0	0.06	he
504.06	0.19	looks
504.25	0.11	at
504.36	0.14	me
504.5	0.37	again
505.24	0.34	like
505.58	0.25	no
505.86	0.4	really
506.63	0.08	who
506.75	0.19	are
506.94	0.35	you
508.77	0.18	We're
509.07	0.2	10
509.27	0.22	feet
509.5	0.22	from
509.72	0.47	along
510.55	0.34	Five
510.94	0.17	feet
511.74	0.17	We
511.92	0.4	lead
514.63	0.27	I
514.9	0.31	win
517.16	0.07	And
517.27	0.06	a
517.33	0.16	few
517.49	0.28	weeks
517.77	0.34	later
518.41	0.09	I
518.5	0.37	will
519.06	0.31	match
519.37	0.16	up
519.53	0.43	again
520.11	0.18	in
520.29	0.36	another
520.65	0.26	race
520.91	0.23	just
521.14	0.18	like
521.32	0.28	this
522.01	0.18	At
522.19	0.1	a
522.31	0.31	much
522.63	0.27	bigger
522.91	0.28	beat
523.19	0.23	called
523.42	0.07	the
523.49	0.24	pain
523.73	0.41	relays
524.21	0.12	and
524.36	0.2	he
524.56	0.23	will
524.82	0.37	bury
525.28	0.1	me
526.8	0.11	But
527.05	0.19	on
527.24	0.29	this
527.53	0.43	day
528.99	0.27	I
529.26	0.25	win
531.08	0.5	Why
533.39	0.28	I
533.72	0.27	think
534.74	0.03	it's
534.77	0.33	because
535.1	0.14	of
535.24	0.53	something
537.21	0.23	my
537.47	0.34	mom
537.81	0.08	It's
538.01	0.28	really
538.29	0.13	the
538.42	0.31	thing
538.73	0.1	I
538.83	0.43	value
539.34	0.03	most
539.68	0.16	I
539.95	0.28	think
540.96	0.22	I
541.18	0.82	inherited
542.54	0.27	just
542.81	0.1	a
543.01	0.6	fraction
544.68	0.14	of
545.23	0.19	her
545.64	0.02	of
547.03	0.11	her
547.42	0.34	high
547.81	0.04	bridge
549.6	0.22	her
549.82	0.23	broth
550.05	0.03	And
550.08	0.03	then
550.11	0.02	she
