onset	duration	stimulus
97.4	0.38	Henry
97.78	0.6	Swanson
98.42	0.39	finally
98.81	0.2	got
99.01	0.26	on
101.04	0.28	Excuse
101.32	0.19	me
102.23	0.14	Not
102.4	0.55	Henry
103.27	0.24	Pardon
103.51	0.14	me
103.65	0.2	sir
105.67	0.17	what's
105.84	0.07	the
105.91	0.22	matter
106.13	0.14	with
106.27	0.11	you
106.38	0.14	It's
106.53	0.21	me
106.77	0.2	Guy
106.97	0.01	Berkhardt
108.38	0.35	Berkhardt
109.05	0.3	Sorry
109.36	0.05	I
109.41	0.17	don't
109.58	0.25	believe
109.83	0.16	we've
109.99	0.13	met
110.87	0.15	What
111.89	0.11	Henry
112.17	0.11	for
112.28	0.25	Pete's
112.53	0.24	sake
112.77	0.14	it's
112.91	0.3	me
113.22	0.22	If
113.44	0.21	you'll
113.65	0.37	excuse
114.02	0.15	me
114.17	0.18	this
114.35	0.16	is
114.51	0.21	my
114.72	0.33	stop
115.38	0.16	Well
115.54	0.11	I'll
115.65	0.06	be
116.54	0.12	I'll
116.66	0.05	be
116.88	0.3	like
117.18	0.32	that
124.89	0.33	Guy
125.83	0.01	Berkhardt
125.96	0.23	got
126.19	0.18	off
126.37	0.14	in
126.51	0.23	front
126.99	0.61	gigantic
127.6	0.42	control
128.02	0.37	chemical
128.39	0.49	building
129.38	0.21	took
129.59	0.12	the
129.71	0.44	elevator
130.15	0.09	to
130.24	0.09	the
130.51	0.39	98th
130.9	0.48	floor
131.38	0.19	where
131.57	0.15	he
131.72	0.16	had
131.88	0.3	worked
132.18	0.23	in
132.47	0.49	accounting
132.96	0.52	department
133.49	0.17	for
133.66	0.56	12
134.4	0.03	years
134.43	0.04	It
135.55	0.4	wasn't
135.95	0.23	until
136.18	0.11	he
136.29	0.17	was
136.46	0.45	almost
136.91	0.12	at
137.03	0.17	his
137.2	0.47	floor
138.27	0.14	that
138.41	0.08	he
138.49	0.54	realized
139.03	0.07	the
139.1	0.42	speaker
139.53	0.26	was
139.79	0.25	not
140.07	0.4	playing
140.48	0.13	the
140.61	0.55	usual
141.27	0.35	commercial
143.22	0.44	Friends
143.66	0.18	are
143.84	0.12	you
143.96	0.28	happy
144.24	0.04	with
144.28	0.03	your
144.48	0.31	present
144.79	0.19	home
144.98	0.45	freezer
145.49	0.29	of
146.43	0.01	Carstnad
146.45	0.18	Well
146.63	0.1	the
146.73	0.23	answer
146.96	0.02	to
147.18	0.49	problems
147.67	0.07	is
147.74	0.01	a
148.04	0.19	fecal
148.24	0.21	freezer
148.49	0.2	The
149.14	0.11	fecal
149.25	0.49	freezes
149.76	0.3	are
150.08	0.32	better
150.43	0.56	freezes
151.24	0.41	Most
151.65	0.39	wise
152.05	0.14	we'll
152.19	0.34	do
152.59	0.8	anything
154.08	0.48	freezer
154.84	0.42	Friends
155.26	0.14	are
155.4	0.14	you
155.55	0.27	happy
155.82	0.14	with
155.96	0.13	your
156.09	0.27	present
156.36	0.19	home
156.57	0.4	freezer
163.79	0.12	Morning
163.91	0.03	Miss
164.11	0.3	Horn
166.27	0.65	Well
166.96	0.21	you're
167.17	0.2	here
167.37	0.09	do
167.7	0.01	I
167.71	0.25	see
168.63	0.02	you
168.82	0.19	Why
169.01	0.09	you
169.41	0.3	like
169.71	0.04	it
170.56	0.17	makes
170.73	0.06	a
170.79	0.12	lot
170.91	0.1	of
171.01	0.31	difference
171.32	0.02	in
171.34	0.13	your
171.47	0.48	appearance
172.76	0.16	And
172.92	0.17	Mr
173.82	0.01	Bothin
173.84	0.31	No
174.58	0.44	He
175.21	0.26	had
175.47	0.12	an
175.59	0.48	appointment
176.09	0.16	with
176.25	0.2	Mr
176.45	0.01	Dorchon
177.2	0.08	the
177.28	0.29	Human
177.57	0.12	Research
178.01	0.6	Institute
178.91	0.54	Today
180.06	0.09	But
180.15	0.18	today
180.33	0.06	is
180.39	0.2	the
180.79	0.11	of
180.9	0.5	June
181.6	0.1	You
181.7	0.1	have
181.8	0.08	to
181.88	0.21	sign
182.14	0.35	quarterly
182.49	0.43	statement
183.22	0.1	You
183.59	0.16	wouldn't
183.75	0.18	be
183.93	0.07	in
184.95	0.25	Huh
185.28	0.18	that's
185.46	0.22	mighty
185.68	0.5	peculiar
186.66	0.18	Yes
186.84	0.02	sir
188.15	0.24	Oh
188.4	0.16	by
188.56	0.11	the
188.67	0.16	way
188.83	0.18	Miss
189.01	0.35	Horn
190.04	0.17	what
190.21	0.12	the
190.33	0.34	devil
190.67	0.13	is
191.25	0.01	a
191.26	0.1	fecal
191.36	0.05	freezer
191.58	0.7	freezer
194.15	0.12	There's
194.27	0.13	some
194.4	0.13	new
194.56	0.33	copy
194.89	0.09	on
194.98	0.1	the
195.09	0.4	elevator
195.49	0.62	commercial
197.27	0.04	Dorchon
197.36	0.14	must
197.5	0.07	have
197.57	0.29	landed
197.86	0.02	in
197.88	0.28	another
198.16	0.47	account
199.08	0.55	freezes
200.06	0.07	I
200.13	0.26	really
200.39	0.23	don't
200.63	0.12	know
200.93	0.17	Mr
201.1	0.19	Berkhardt
201.29	0.06	It's
201.35	0.07	a
204.28	0.26	funny
204.54	0.43	day
205.6	0.24	Can't
205.84	0.24	quite
206.08	0.15	put
206.24	0.18	my
206.42	0.3	finger
206.72	0.12	on
206.84	0.09	it
206.93	0.14	but
207.07	0.13	there's
207.2	0.35	something
207.55	0.5	strange
208.05	0.24	going
208.29	0.25	on
215.47	0.15	He
215.62	0.36	couldn't
215.98	0.49	shake
216.53	0.13	the
216.66	0.36	thought
217.1	0.14	out
217.24	0.1	of
217.34	0.11	his
217.45	0.5	mind
218.49	0.07	He
218.56	0.56	persisted
219.12	0.21	all
219.33	0.19	through
219.52	0.1	the
219.62	0.34	day
220.11	0.03	and
220.14	0.18	through
220.32	0.3	dinner
220.63	0.02	He
221.33	0.2	was
221.53	0.24	still
222.09	0.66	brooding
223.07	0.18	as
223.25	0.23	he
223.72	0.41	Mary
224.17	0.17	got
224.34	0.21	ready
224.55	0.12	for
224.67	0.36	bed
226.92	0.18	Yeah
227.1	0.13	I
227.23	0.23	do
229.04	0.24	Oh
229.28	0.23	well
229.54	0.41	no
230.39	0.42	Anything
230.81	0.4	wrong
232.0	0.2	I
232.23	0.12	Well
234.14	0.03	I
234.17	0.22	guess
234.48	0.06	I'll
234.54	0.14	get
234.68	0.06	a
234.74	0.2	good
234.94	0.31	night's
235.33	0.21	sleep
235.9	0.43	Coming
236.91	0.18	I
237.09	0.17	think
237.26	0.1	I'll
237.36	0.17	sit
237.53	0.1	up
237.63	0.1	and
237.73	0.15	read
237.88	0.07	for
237.95	0.07	a
238.02	0.41	while
241.07	0.08	Well
241.15	0.09	good
243.86	0.37	night
250.03	0.24	At
250.48	0.73	exactly
251.21	0.64	midnight
252.33	0.29	Guy
252.63	0.62	Berkhardt
253.72	0.48	lapsed
254.2	0.25	into
254.45	0.1	a
254.55	0.51	sudden
255.14	0.33	deep
255.92	0.32	sleep
257.19	0.11	And
257.3	0.09	the
257.39	0.38	following
257.77	0.54	morning
258.73	0.14	he
258.87	0.27	woke
259.14	0.18	up
260.11	0.67	screaming
261.02	0.09	Darling
264.09	0.06	what
264.32	0.07	is
264.39	0.14	it
264.83	0.18	What's
265.01	0.04	wrong
267.05	0.46	Oh
268.69	0.14	I
268.83	0.29	think
269.69	0.15	they
270.01	0.4	dream
270.41	0.06	I
270.47	0.3	guess
271.27	0.23	gave
271.5	0.13	me
271.63	0.25	such
271.88	0.06	a
271.94	0.64	shock
274.21	0.11	I
274.32	0.16	seem
274.48	0.03	to
274.51	0.09	be
274.6	0.2	having
274.8	0.03	a
274.83	0.17	lot
275.0	0.07	of
275.08	0.59	nightmares
275.67	0.4	lately
276.34	0.22	Really
277.69	0.31	Yes
278.0	0.08	the
278.08	0.16	one
278.24	0.05	I
278.29	0.14	had
278.43	0.9	yesterday
279.84	0.18	This
280.02	0.1	was
280.12	0.09	the
280.21	0.45	same
281.26	0.26	Big
281.53	0.48	explosion
282.01	0.11	and
282.12	0.28	then
282.41	0.49	nothing
283.29	0.14	You
283.45	0.16	had
283.61	0.06	a
283.67	0.33	dream
284.0	0.58	yesterday
285.42	0.12	Well
285.54	0.1	of
285.64	0.28	course
285.92	0.1	I
286.02	0.21	did
286.23	0.07	You
286.42	0.08	the
286.5	0.22	same
286.72	0.2	sort
286.92	0.1	of
287.02	0.46	dream
287.63	0.39	I
288.99	0.33	Guy
289.32	0.15	your
289.47	0.38	mistake
289.85	0.11	and
290.11	0.18	I
290.29	0.22	don't
290.52	0.4	remember
290.92	0.53	dreaming
291.46	0.01	Oh
291.54	0.12	no
291.66	0.34	Mary
292.06	0.37	told
292.43	0.15	me
292.62	0.22	Guy
292.84	0.15	your
292.99	0.57	mistake
293.56	0.08	and
293.84	0.63	Mary
294.56	0.35	maybe
294.91	0.21	you
295.13	0.54	dreamed
295.67	0.24	I
295.92	0.22	had
296.14	0.06	a
296.2	0.14	dream
296.8	0.42	Maybe
297.35	0.19	Yes
297.54	0.24	I
298.25	0.18	might
298.48	0.19	done
298.67	0.14	that
298.81	0.08	I
298.89	0.53	suppose
300.65	0.29	Everything
300.94	0.16	did
301.1	0.22	seem
301.32	0.17	sort
301.49	0.09	of
301.59	0.47	strange
302.73	0.27	that's
303.02	0.6	probably
303.62	0.2	it
304.16	0.16	You
304.32	0.2	better
304.52	0.18	get
304.7	0.28	dressed
304.98	0.15	here
305.13	0.31	today's
305.99	0.06	15th
306.11	0.25	That's
306.36	0.1	when
306.47	0.09	the
306.57	0.39	quarterly
307.25	0.32	15th
307.84	0.26	Yes
309.4	0.12	Well
309.69	0.23	must
309.92	0.09	have
310.01	0.14	been
310.15	0.04	a
310.19	0.29	dream
310.48	0.26	because
310.74	0.46	yesterday
311.2	0.17	was
311.37	0.01	15th
322.01	0.9	Berkhardt
323.09	0.22	got
323.31	0.21	up
323.77	0.35	dressed
324.5	0.25	ate
324.75	0.36	breakfast
325.6	0.21	and
325.81	0.17	took
326.19	0.12	the
326.31	0.48	usual
326.79	0.37	bus
327.23	0.11	to
327.34	0.14	work
328.22	0.26	Once
328.48	0.4	again
328.88	0.48	everything
329.36	0.24	seemed
329.89	0.29	even
330.18	0.45	brighter
330.65	0.29	and
330.95	0.44	newer
331.39	0.16	than
331.55	0.23	usual
332.8	0.11	And
332.91	0.22	once
333.13	0.24	again
333.38	0.1	he
333.48	0.19	was
333.71	0.49	puzzled
334.25	0.14	when
334.39	0.07	he
334.46	0.32	noticed
335.23	0.21	none
335.44	0.11	of
335.55	0.14	the
335.69	0.39	old
336.08	0.43	crowd
336.51	0.08	on
336.59	0.09	the
336.68	0.22	bus
339.7	0.23	Pardon
339.93	0.14	me
340.07	0.38	please
341.04	0.1	Oh
341.14	0.2	look
341.34	0.26	don't
341.6	0.32	shove
341.92	0.21	so
343.2	0.03	Oh
343.4	0.26	morning
343.66	0.3	Henry
344.79	0.37	Morning
345.81	0.09	But
346.07	0.32	God
346.39	0.11	say
346.7	0.21	don't
346.92	0.29	talk
347.21	0.1	to
347.31	0.21	me
348.27	0.24	What
348.51	0.13	is
348.76	0.02	it
348.78	0.07	you
348.85	0.2	being
349.05	0.15	followed
349.2	0.02	as
349.22	0.01	a
349.23	0.01	I
349.24	0.09	don't
350.63	0.34	know
350.98	0.03	Well
351.01	0.01	I
352.08	0.09	will
352.17	0.22	show
352.39	0.15	you
352.55	0.33	remember
353.47	0.1	You
354.04	0.07	I
354.4	0.28	can't
354.68	0.42	talk
355.55	0.27	And
356.02	0.23	this
356.25	0.13	is
356.38	0.18	my
357.01	0.37	excuse
357.38	0.13	me
357.51	0.3	please
357.82	0.07	Well
357.9	0.36	Henry
358.68	0.26	Henry
358.94	0.11	for
359.1	0.3	pizza
368.88	0.3	As
369.18	0.24	in
369.42	0.63	yesterday's
370.07	0.44	dream
371.07	0.25	Guy
371.33	0.18	Berkhardt
372.23	0.22	got
372.45	0.12	off
372.66	0.11	at
372.77	0.15	his
372.92	0.32	stop
373.99	0.02	at
374.01	0.13	The
374.14	0.41	Elevator
374.55	0.12	to
374.67	0.09	the
374.76	0.14	98th
375.33	0.29	floor
376.41	0.09	The
376.5	0.46	speaker
376.96	0.12	in
377.08	0.1	the
377.18	0.6	elevator
377.86	0.3	heard
378.16	0.05	a
378.21	0.42	new
378.66	0.53	commercial
379.19	0.19	this
379.4	0.17	time
381.04	0.71	Marlin
381.81	0.21	C
382.32	0.02	R
382.93	0.01	E
382.94	0.02	K
382.96	0.04	There's
383.17	0.41	Santa
383.58	0.4	time
384.73	0.23	Does
384.96	0.23	your
385.2	0.28	present
385.64	0.14	C
386.36	0.29	make
386.65	0.12	your
386.77	0.37	throat
387.14	0.39	feel
387.54	0.46	raspy
388.52	0.45	unpleasant
389.7	0.5	Marlin
390.2	0.22	C
390.91	0.48	contained
391.39	0.11	in
391.5	0.09	a
391.59	0.64	reckless
392.26	0.24	new
392.5	0.38	drug
393.45	0.23	which
393.71	0.64	actually
394.36	0.34	gives
394.7	0.17	you
394.93	0.03	the
394.96	0.81	sensation
396.58	0.02	of
396.6	0.04	smooth
397.1	0.9	creamy
402.45	0.04	smoke
402.49	0.11	Marlin
406.51	0.16	He
406.67	0.46	walked
407.17	0.38	down
407.56	0.12	the
407.69	0.66	marble
408.39	0.59	corridor
409.03	0.13	to
409.16	0.17	his
409.33	0.44	office
413.8	0.14	Good
414.77	0.42	Berkhardt
415.66	0.12	Good
415.8	0.11	morning
416.1	0.13	Miss
416.23	0.45	Horn
417.57	0.07	Do
417.64	0.08	you
417.72	0.31	like
418.03	0.11	my
418.5	0.02	new
418.52	0.34	hairdo
420.3	0.69	Uh
421.49	0.91	yes
423.03	0.24	Mr
423.79	0.42	in
424.56	0.43	No
425.38	0.02	sir
425.41	0.15	He
425.6	0.18	had
425.78	0.02	no
426.02	0.61	appointment
426.63	0.17	with
426.8	0.3	Mr
427.1	0.06	Darchen
427.87	0.68	Research
428.58	0.74	Institute
429.35	0.23	I
429.58	0.53	know
430.77	0.2	You
430.98	0.2	know
431.37	0.17	Well
431.54	0.07	I
431.61	0.28	guess
431.98	0.48	anyway
432.7	0.14	And
432.84	0.23	today
433.07	0.1	is
433.17	0.11	the
433.28	0.38	15th
433.68	0.12	of
433.8	0.36	June
434.16	0.09	and
434.25	0.04	he
434.29	0.22	won't
434.51	0.13	be
434.64	0.11	here
434.75	0.09	to
434.84	0.27	sign
435.11	0.07	a
435.18	0.39	quarterly
435.57	0.43	statement
436.0	0.13	and
436.13	0.19	I'm
436.32	0.26	going
436.59	0.44	nuts
437.73	0.08	have
437.81	0.06	a
437.87	0.35	cigarette
438.22	0.24	will
439.09	0.35	yes
439.73	0.02	sir
440.54	0.28	Try
440.91	0.11	one
441.02	0.13	of
441.15	0.29	these
441.94	0.26	Then
442.2	0.19	Marlin
442.39	0.02	I've
443.49	0.32	never
443.83	0.21	heard
444.04	0.14	of
444.19	0.4	Marlin
444.62	0.3	before
444.92	0.29	today
445.21	0.17	What
445.38	0.11	are
445.49	0.13	we
445.62	0.05	a
445.67	0.16	bunch
445.83	0.06	of
445.9	0.26	guinea
446.16	0.46	pigs
447.13	0.42	Something
447.55	0.36	wrong
448.07	0.08	It's
448.15	0.02	too
448.75	0.72	Wrong
449.82	0.2	Oh
450.65	0.08	the
450.73	0.33	thought
451.07	0.18	Miss
451.25	0.47	Horn
452.17	0.14	the
452.31	0.44	thought
460.52	0.15	He
460.67	0.3	went
461.01	0.15	to
461.16	0.2	his
461.36	0.49	desk
461.85	0.14	and
462.0	0.53	stared
462.55	0.12	the
462.67	0.23	mail
463.82	0.38	Before
464.2	0.15	he
464.35	0.33	opened
464.68	0.06	it
464.79	0.24	he
465.03	0.35	knew
466.01	0.19	that
466.2	0.1	the
466.3	0.43	factory
466.73	0.58	distributors
467.45	0.18	enveloped
468.13	0.31	container
468.44	0.09	in
468.53	0.23	order
468.76	0.13	for
469.26	0.01	12
469.28	0.29	new
469.57	0.53	electronic
470.11	0.52	computers
471.39	0.12	He
471.54	0.35	knew
471.9	0.16	that
472.06	0.07	the
472.13	0.47	development
472.6	0.44	journal
473.07	0.33	contained
473.4	0.11	an
473.51	0.36	article
473.87	0.2	about
474.07	0.04	a
474.11	0.27	new
474.39	0.35	method
474.74	0.19	of
476.17	0.01	transprinting
476.18	0.45	selective
476.64	0.42	brain
477.06	0.41	circuits
477.75	0.53	human
478.3	0.72	engineers
479.35	0.55	onto
479.9	0.12	the
480.02	0.47	electric
480.5	0.42	brain
480.93	0.51	circuits
481.5	0.15	of
481.65	0.49	robot
482.17	0.61	engineers
483.0	0.16	to
483.16	0.74	facilitate
483.92	0.17	the
484.09	0.65	operation
484.77	0.17	of
484.94	0.35	automatic
485.34	0.32	factories
486.53	0.16	He
486.69	0.32	knew
487.04	0.14	that
487.18	0.09	there
487.27	0.15	was
487.42	0.05	a
487.47	0.42	complaint
487.9	0.11	from
488.62	0.34	sons
488.96	0.22	about
489.18	0.1	the
489.28	0.37	control
489.65	0.57	chemicals
490.45	0.51	newest
491.08	0.68	household
491.77	0.47	robot
492.24	0.41	circuit
494.46	0.32	After
494.78	0.07	a
494.85	0.35	long
495.21	0.55	while
496.06	0.18	he
496.24	0.41	forced
496.65	0.58	himself
497.64	0.13	to
497.79	0.3	open
498.11	0.33	them
499.42	0.13	They
499.55	0.27	were
499.82	0.78	exactly
500.91	0.18	as
501.09	0.12	he
501.21	0.46	suspected
505.34	0.34	Hello
509.22	0.03	This
509.42	0.1	is
509.52	0.19	it
510.58	0.02	Do
510.6	0.21	remember
511.31	0.33	Remember
511.64	0.33	what
512.01	0.32	Just
512.33	0.33	remember
513.72	0.09	All
513.81	0.03	right
513.84	0.02	now
514.03	0.27	listen
514.3	0.16	Harry
514.46	0.15	let's
514.61	0.22	stop
514.83	0.31	playing
515.15	0.5	games
516.16	0.48	Yesterday
516.64	0.22	either
516.86	0.14	I
517.0	0.21	was
517.21	0.42	dreaming
517.63	0.14	or
517.77	0.26	you
518.04	0.27	stopped
518.31	0.12	me
518.43	0.07	on
518.5	0.1	the
518.6	0.35	bus
519.02	0.2	Today
519.22	0.11	the
519.33	0.22	same
519.55	0.21	thing
519.76	0.4	happens
520.43	0.1	Oh
520.53	0.16	you
520.72	0.18	do
520.9	0.39	remember
521.29	0.23	thank
522.92	0.22	thought
523.14	0.13	so
523.27	0.15	when
523.42	0.08	I
523.51	0.15	saw
523.66	0.11	you
523.88	0.09	I
523.98	0.21	couldn't
524.19	0.11	be
524.3	0.33	sure
525.25	0.28	What
525.67	0.03	does
525.7	0.02	it
525.72	0.04	you
525.76	0.28	want
527.84	0.29	morning
528.51	0.18	when
528.69	0.09	I
528.8	0.13	get
528.93	0.13	off
529.09	0.1	the
529.19	0.41	bus
530.23	0.02	you
530.42	0.12	get
530.54	0.16	off
530.71	0.17	with
530.88	0.27	me
532.09	0.14	Be
532.23	0.49	casual
533.18	0.19	They
533.37	0.15	may
533.52	0.15	be
533.67	0.38	watching
535.01	0.2	Who
535.21	0.17	may
535.38	0.13	be
535.51	0.52	watching
537.48	0.45	Swanson
539.22	0.54	Hello
547.0	0.24	You
547.24	0.39	bus
548.06	0.32	Bearcourt
548.58	0.41	Yes
549.02	0.16	I'm
549.18	0.18	still
549.36	0.05	out
549.41	0.1	of
549.51	0.39	cigarettes
550.32	0.15	Would
550.47	0.08	you
550.55	0.19	buy
550.74	0.1	me
550.84	0.05	a
550.89	0.18	pack
551.59	0.02	of
551.83	0.01	kelvins
551.91	0.34	Wouldn't
552.26	0.12	you
552.38	0.35	rather
552.73	0.23	have
552.96	0.47	Marlon
554.39	0.15	I
554.54	0.32	smoke
554.86	0.49	kelvins
555.69	0.18	But
555.87	0.21	Mr
557.09	0.01	Bearcourt
557.1	0.54	Marlon
557.72	0.22	has
557.94	0.2	that
558.21	0.54	soft
558.8	0.57	creamy
559.37	0.36	smoke
559.74	0.25	that's
559.99	0.24	so
560.23	0.46	soothing
560.69	0.12	to
560.81	0.17	your
560.99	0.12	throat
561.7	0.01	Oh
562.5	0.21	you
562.71	0.26	really
562.97	0.29	believe
563.26	0.14	that
563.4	0.35	stuff
563.88	0.24	It's
564.12	0.16	true
565.68	0.14	I
565.82	0.27	wouldn't
566.1	0.26	say
566.36	0.19	this
566.55	0.25	Mr
567.16	0.35	Bearcourt
567.51	0.32	except
567.83	0.16	that
569.03	0.28	Well
569.32	0.18	I've
569.5	0.27	gotten
569.77	0.08	to
569.86	0.23	know
570.09	0.11	you
570.26	0.13	pretty
570.56	0.51	well
571.83	0.03	and
571.87	0.21	I've
572.69	0.28	grown
573.14	0.1	to
573.24	0.52	admire
573.76	0.21	you
573.97	0.27	so
574.37	0.23	much
574.6	0.03	I
575.99	0.41	see
576.91	0.11	What
577.19	0.14	you
577.35	0.31	mind
577.67	0.26	Mr
578.39	0.29	Bearcourt
578.68	0.1	if
578.78	0.13	I
578.96	0.21	told
579.17	0.07	you
579.24	0.21	that
579.45	0.14	for
579.59	0.43	months
580.08	0.31	now
580.39	0.11	I
580.53	0.2	wanted
580.87	0.16	to
581.99	0.46	Well
583.19	0.29	comfort
583.48	0.02	you
584.78	0.15	I
584.93	0.37	know
585.31	0.21	how
585.6	0.46	troubled
586.06	0.14	you
587.7	0.3	Well
588.15	0.22	you've
589.4	0.25	never
589.66	0.41	mentioned
590.07	0.25	your
590.32	0.35	feelings
590.67	0.39	before
591.06	0.19	Ms
591.25	0.45	Horn
593.91	0.24	My
594.5	0.23	name
594.87	0.06	is
594.98	0.26	April
596.25	0.37	Oh
596.95	0.15	that's
597.27	0.24	pretty
597.51	0.41	name
598.09	0.15	You
598.24	0.24	see
598.67	0.19	I
598.86	0.28	do
599.14	0.24	have
599.39	0.16	your
599.55	0.54	welfare
600.09	0.11	at
600.21	0.36	heart
600.81	0.49	That's
601.3	0.4	why
601.78	0.46	when
602.24	0.14	I
602.38	0.18	see
602.56	0.15	you
602.71	0.44	smoking
603.22	0.25	kelvins
603.96	0.08	I
604.04	0.19	know
604.24	0.01	Marlon's
604.92	0.14	so
605.06	0.22	much
605.28	0.26	better
606.55	0.16	won't
606.71	0.09	you
606.98	0.16	me
607.14	0.39	buy
607.55	0.23	some
607.78	0.08	of
607.98	0.09	them
608.08	0.32	for
608.4	0.21	you
610.74	0.73	Well
612.26	0.43	suppose
612.7	0.54	so
613.84	0.22	not
614.98	0.17	Here
615.15	0.17	bring
615.32	0.06	me
615.38	0.05	a
615.43	0.41	cotton
617.24	0.23	Oh
617.98	0.41	Bearcourt
618.39	0.06	Go
622.02	0.31	I
623.42	0.25	think
623.67	0.15	you
623.82	0.18	ought
624.0	0.1	to
624.11	0.53	go
625.18	0.19	I'll
625.37	0.12	be
630.34	0.05	back
633.42	0.08	There
633.67	0.17	was
633.84	0.47	something
634.31	0.3	wrong
635.73	0.49	Something
636.23	0.64	definitely
637.26	0.24	peculiar
637.77	0.17	about
637.99	0.16	what
638.15	0.09	was
638.24	0.35	happening
639.26	0.12	The
639.38	0.28	call
639.66	0.17	from
639.83	0.25	Henry
640.08	0.29	Swanson
641.37	0.1	The
641.47	0.43	strange
641.9	0.57	behavior
642.47	0.12	of
642.59	0.14	his
642.74	0.53	secretary
643.27	0.05	and
643.49	0.54	horn
644.57	0.2	These
644.77	0.27	new
645.07	0.45	products
645.53	0.11	the
645.64	0.52	dream
647.51	0.21	Guy
648.29	0.01	Burkhart
648.31	0.19	went
648.5	0.4	home
648.92	0.16	that
649.11	0.35	night
650.05	0.69	feeling
