onset	duration	stimulus
58.62	0.33	Old
58.95	0.37	people
59.34	0.14	are
59.48	0.44	worse
59.96	0.2	Their
60.16	0.53	bodies
60.73	0.16	are
60.9	0.49	littered
61.39	0.18	with
61.57	0.24	hidden
61.82	0.35	metal
62.2	0.15	and
62.35	0.09	they
62.44	0.24	never
62.68	0.2	seem
62.88	0.11	to
62.99	0.55	appreciate
63.54	0.2	how
63.76	0.24	little
64.0	0.36	time
64.36	0.08	they
64.44	0.19	have
64.63	0.34	left
64.97	0.16	on
65.18	0.41	earth
66.11	0.18	He
66.29	0.35	motioned
66.65	0.1	to
66.75	0.1	the
66.85	0.32	center
67.17	0.33	line
67.78	0.23	where
68.01	0.33	three
68.36	0.33	Middle
68.69	0.38	Eastern
69.07	0.17	men
69.24	0.1	in
69.34	0.4	suits
69.74	0.13	were
69.87	0.33	taking
70.2	0.16	off
70.36	0.18	their
70.54	0.63	shoes
71.66	0.57	Five
72.23	0.62	words
73.15	0.77	Randomly
73.92	0.45	selected
74.54	0.18	for
74.72	0.58	additional
75.3	0.6	screening
76.25	0.25	Now
76.53	0.57	Asians
77.1	0.17	They
77.27	0.31	pack
77.61	0.45	light
78.16	0.44	travel
78.6	0.63	efficiently
79.46	0.18	and
79.64	0.18	they've
79.82	0.17	got
79.99	0.08	a
80.08	0.38	thing
80.47	0.18	for
80.65	0.36	slip
81.01	0.22	on
81.23	0.41	shoes
81.64	0.35	God
81.99	0.18	love
82.17	0.25	them
83.15	0.43	Natalie
83.59	0.4	stared
83.99	0.14	at
84.13	0.11	him
84.24	0.17	in
84.41	0.36	wide
84.79	0.27	eyed
85.06	0.42	shock
85.97	0.37	That's
86.34	0.86	racist
88.0	0.23	I'm
88.23	0.28	like
88.51	0.16	my
88.67	0.45	mother
89.38	0.37	Ryan
89.75	0.33	smiled
90.09	0.24	back
90.33	0.09	at
90.42	0.2	her
91.35	0.54	Isterio
91.9	0.32	type
92.55	0.26	It's
92.81	0.63	faster
94.32	0.48	Natalie
94.8	0.44	followed
95.24	0.37	behind
95.61	0.12	him
95.73	0.12	in
95.85	0.8	disbelief
97.02	0.16	As
97.18	0.13	they
97.31	0.49	passed
97.81	0.18	through
97.99	0.11	the
98.1	0.25	metal
98.35	0.52	detector
99.17	0.5	Natalie's
99.68	0.42	watch
100.11	0.37	triggered
100.49	0.14	the
100.63	0.39	alarm
101.02	0.12	and
101.14	0.13	she
101.27	0.19	was
101.46	0.29	pulled
101.75	0.45	aside
102.2	0.16	for
102.36	0.04	a
102.4	0.32	pat
102.73	0.29	down
103.67	0.41	Ryan
104.08	0.31	stood
104.39	0.3	by
104.7	0.76	impatiently
105.72	0.14	as
105.86	0.13	she
105.99	0.2	was
106.19	0.48	finally
106.67	0.48	cleared
107.17	0.19	and
107.36	0.15	then
107.51	0.4	motioned
107.92	0.14	for
108.06	0.13	her
108.19	0.1	to
108.29	0.35	follow
108.64	0.22	him
109.13	0.17	as
109.3	0.1	he
109.4	0.39	walked
109.81	0.23	down
110.04	0.12	the
110.16	0.75	concourse
111.41	0.2	He
111.61	0.42	stopped
112.03	0.36	halfway
112.39	0.1	to
112.49	0.18	their
112.67	0.31	gate
112.99	0.18	and
113.17	0.35	pointed
113.52	0.09	at
113.61	0.04	a
113.65	0.43	luggage
114.08	0.33	store
115.09	0.2	If
115.29	0.13	you're
115.42	0.3	going
115.72	0.06	to
115.79	0.15	be
115.94	0.45	flying
116.39	0.17	with
116.56	0.24	me
116.8	0.22	you
117.03	0.25	need
117.28	0.1	to
117.38	0.26	get
117.67	0.1	a
117.77	0.41	carry
118.18	0.17	on
118.36	0.39	back
118.98	0.17	You
119.15	0.1	know
119.25	0.11	how
119.36	0.23	much
119.61	0.23	time
119.84	0.15	you
119.99	0.36	lose
120.35	0.16	by
120.52	0.42	checking
120.94	0.27	in
122.19	0.16	I
122.35	0.26	don't
122.62	0.34	know
123.16	0.36	Side
123.52	0.44	Natalie
123.97	0.63	Five
124.63	0.33	Ten
124.96	0.55	minutes
126.18	0.44	Thirty
126.62	0.43	five
127.05	0.44	minutes
127.51	0.1	of
127.61	0.45	flight
128.13	0.18	I
128.31	0.48	travel
128.8	0.01	270
129.87	0.27	days
130.14	0.08	a
130.22	0.31	year
130.8	0.32	That's
132.16	0.24	157
132.41	0.35	hours
132.79	0.24	That
133.04	0.5	makes
133.63	0.5	seven
134.13	0.58	days
134.93	0.18	You
135.11	0.28	willing
135.39	0.1	to
135.49	0.34	throw
135.83	0.33	away
136.17	0.12	an
136.29	0.59	entire
136.88	0.45	week
138.75	0.49	Natalie
139.26	0.39	perced
139.65	0.08	her
139.73	0.41	lips
140.41	0.2	but
140.61	0.2	then
140.81	0.43	turned
141.24	0.17	and
141.41	0.39	walked
141.8	0.2	into
142.0	0.11	the
142.11	0.36	luggage
142.47	0.39	store
143.62	0.35	Soon
143.98	0.12	they
144.1	0.13	were
144.23	0.36	walking
144.59	0.19	down
144.78	0.15	the
144.93	0.28	aisle
145.22	0.06	of
145.32	0.09	the
145.41	0.47	plane
146.2	0.45	Natalie
146.65	0.54	carrying
147.19	0.25	both
147.44	0.14	her
147.58	0.29	duffel
147.87	0.32	bag
148.2	0.11	and
148.31	0.04	a
148.35	0.23	new
148.61	0.55	compact
149.17	0.33	carry
149.5	0.21	on
149.94	0.16	that
150.12	0.44	matched
150.56	0.65	Ryan's
151.54	0.4	Ryan
151.94	0.29	helped
152.25	0.32	load
152.6	0.1	the
152.7	0.33	carry
153.03	0.16	on
153.23	0.21	into
153.44	0.12	the
153.56	0.39	overhead
153.95	0.59	compartment
154.8	0.22	while
155.02	0.22	she
155.24	0.34	started
155.58	0.09	to
155.67	0.52	unpack
156.22	0.39	items
156.61	0.17	from
156.78	0.12	her
156.9	0.29	duffel
157.19	0.28	bag
157.49	0.26	onto
157.75	0.11	the
157.86	0.4	seat
158.68	0.38	Ryan
159.07	0.27	looked
159.34	0.23	over
159.57	0.13	in
159.7	0.56	confusion
161.01	0.34	Two
161.35	0.23	neck
161.61	0.53	pillows
162.5	0.18	You
162.68	0.39	realize
163.08	0.13	that
163.21	0.14	we're
163.35	0.21	in
163.56	0.44	business
164.0	0.33	class
164.36	0.14	and
164.5	0.1	they
164.6	0.18	will
164.78	0.35	give
165.13	0.26	you
165.46	0.09	a
165.55	0.28	neck
165.86	0.33	pillow
166.21	0.38	right
167.47	0.41	Natalie
167.89	0.41	grimaced
168.31	0.29	back
168.6	0.08	at
168.68	0.26	him
169.46	0.17	I
169.63	0.28	like
169.91	0.17	my
170.08	0.25	own
170.33	0.4	stuff
170.73	0.23	Don't
170.96	0.08	you
171.04	0.22	like
171.26	0.34	feeling
171.6	0.56	connected
172.16	0.12	to
172.28	0.43	home
173.52	0.44	Ryan
173.96	0.51	laughed
174.87	0.46	This
175.35	0.32	is
175.67	0.3	where
175.97	0.12	I
176.09	0.48	live
176.89	0.24	All
177.13	0.13	the
177.27	0.37	things
177.64	0.07	that
177.72	0.16	you
177.88	0.52	probably
178.4	0.2	hate
178.6	0.24	about
178.86	0.58	traveling
179.52	0.15	the
179.67	0.46	recycled
180.13	0.34	air
180.7	0.16	the
180.86	0.56	artificial
181.48	0.38	lighting
182.3	0.21	are
182.51	0.38	warm
182.89	0.5	reminders
183.56	0.18	that
183.77	0.27	I
184.04	0.26	am
184.31	0.58	home
