onset	duration	stimulus
123.28	0.25	You
123.53	0.33	screw
123.86	0.22	up
124.08	0.11	and
124.19	0.23	those
124.43	0.39	boys
124.82	0.22	get
125.04	0.81	fried
126.7	0.29	Vinnie
127.02	0.27	turned
127.29	0.07	to
127.36	0.23	her
127.6	0.56	annoyed
128.54	0.14	I
128.68	0.43	know
130.03	0.2	So
130.23	0.13	you
130.36	0.22	think
130.58	0.11	you
130.69	0.15	know
130.84	0.18	what
131.02	0.1	you're
131.12	0.45	doing
132.21	0.47	Yeah
132.78	0.11	I
132.89	0.3	think
133.2	0.12	I
133.32	0.21	know
133.53	0.21	what
133.74	0.14	I'm
133.88	0.38	doing
135.15	0.24	She
135.39	0.21	held
135.61	0.13	up
135.74	0.1	her
135.84	0.45	hands
136.64	0.44	because
137.08	0.19	you
137.27	0.2	didn't
137.47	0.29	look
137.76	0.22	like
137.98	0.12	you
138.1	0.12	know
138.22	0.18	what
138.4	0.08	you
138.48	0.1	were
138.58	0.3	doing
138.88	0.32	today
139.2	0.1	in
139.3	0.21	that
139.51	0.58	courtroom
140.71	0.33	Why
141.04	0.26	is
141.32	0.29	that
142.52	0.29	Vinnie
142.82	0.63	shrugged
144.14	0.33	Well
144.48	0.2	it's
144.69	0.05	a
144.75	0.23	lot
144.98	0.12	of
145.1	0.68	procedure
145.78	0.18	is
145.96	0.21	all
146.19	0.17	It's
146.36	0.17	my
146.54	0.27	first
146.85	0.42	trial
147.27	0.24	case
147.55	0.19	I'll
147.74	0.3	learn
148.05	0.14	as
148.19	0.14	I
148.35	0.4	go
149.82	0.17	The
149.99	0.23	cook
150.26	0.4	placed
150.7	0.17	two
150.87	0.3	plates
151.17	0.13	in
151.3	0.18	front
151.48	0.11	of
151.59	0.2	them
151.82	0.44	covered
152.27	0.24	in
152.52	0.57	bacon
153.21	0.4	eggs
153.61	0.11	in
153.72	0.08	a
153.81	0.41	pile
154.22	0.13	of
154.43	0.29	some
154.72	0.26	kind
154.98	0.17	of
155.15	0.28	white
155.47	0.61	porridge
156.59	0.31	Vinnie
156.92	0.32	poked
157.24	0.11	at
157.35	0.07	it
157.42	0.15	with
157.57	0.16	his
157.73	0.42	fork
158.76	0.26	What's
159.05	0.3	this
159.35	0.19	over
159.54	0.36	here
160.63	0.16	The
160.79	0.26	cook
161.06	0.27	looked
161.33	0.08	at
161.41	0.13	him
161.54	0.13	in
161.67	0.65	disbelief
162.85	0.35	You've
163.2	0.34	never
163.54	0.38	heard
163.94	0.22	of
164.17	0.71	grits
165.62	0.39	Sure
166.06	0.53	sure
166.62	0.18	I've
166.8	0.2	heard
167.0	0.11	of
167.11	0.34	grits
167.48	0.12	I've
167.6	0.13	just
167.73	0.28	never
168.01	0.54	actually
169.01	0.62	seen
169.7	0.2	a
169.9	0.47	grit
170.42	0.6	before
171.47	0.23	Go
171.7	0.31	ahead
172.01	0.31	honey
172.32	0.2	Aren't
172.52	0.11	you
172.63	0.08	going
172.71	0.08	to
172.79	0.32	try
173.11	0.21	it
174.1	0.39	You
174.51	0.78	first
175.38	0.24	she
175.62	0.25	said
175.87	0.13	with
176.0	0.06	a
176.06	0.53	smile
