onset	duration	stimulus
98.46	0.22	here
98.95	0.13	The
99.08	0.28	guard
99.37	0.42	raised
99.79	0.18	his
99.97	0.45	eyebrows
100.42	0.16	and
100.58	0.45	smiled
101.66	0.32	Oh
102.23	0.22	I
102.45	0.3	see
103.26	0.19	All
103.45	0.3	right
103.76	0.34	you're
104.12	0.25	free
104.37	0.13	to
104.5	0.41	go
105.6	0.21	He
105.81	0.25	zipped
106.06	0.15	up
106.22	0.36	Barney's
106.58	0.31	bag
106.89	0.12	and
107.01	0.32	handed
107.33	0.11	it
107.44	0.24	back
107.69	0.1	to
107.79	0.24	him
108.56	0.37	Quinn
108.94	0.39	followed
109.36	0.3	Barney
109.66	0.16	down
109.82	0.1	the
109.92	0.56	concourse
110.48	0.16	in
110.67	0.3	total
111.03	0.61	confusion
112.38	0.44	Magic
112.82	0.26	trick
113.09	0.18	Why
113.27	0.22	wouldn't
113.49	0.12	he
113.61	0.25	tell
113.86	0.12	her
113.98	0.16	what
114.14	0.12	was
114.26	0.11	in
114.37	0.1	the
114.47	0.54	box
115.24	0.19	She
115.43	0.3	tried
115.73	0.14	to
115.87	0.59	interrogate
116.46	0.14	him
116.6	0.11	as
116.71	0.15	they
116.87	0.25	sat
117.12	0.14	in
117.26	0.15	front
117.41	0.13	of
117.54	0.06	the
117.6	0.3	gate
118.2	0.13	but
118.33	0.13	he
118.46	0.57	refused
119.04	0.18	to
119.22	0.3	spill
119.52	0.09	the
119.61	0.61	beans
120.56	0.21	I
120.77	0.38	told
121.15	0.15	you
121.33	0.65	magician's
122.02	0.52	code
123.16	0.19	As
123.35	0.15	they
123.5	0.4	boarded
123.9	0.07	the
123.97	0.4	plane
124.37	0.15	and
124.52	0.36	found
124.9	0.18	their
125.08	0.44	seats
125.89	0.36	Barney
126.26	0.4	placed
126.68	0.12	the
126.8	0.28	bag
127.08	0.12	on
127.2	0.16	his
127.38	0.38	seat
127.88	0.28	pulled
128.16	0.13	out
128.31	0.12	the
128.43	0.55	box
129.02	0.2	and
129.23	0.38	handed
129.61	0.16	it
129.77	0.11	to
129.88	0.37	Quinn
130.76	0.18	He
130.94	0.21	took
131.15	0.08	a
131.24	0.27	key
131.51	0.18	from
131.69	0.18	his
131.87	0.37	pocket
132.28	0.15	and
132.43	0.33	handed
132.76	0.11	it
132.87	0.12	to
132.99	0.27	her
133.61	0.4	pointing
134.01	0.14	to
134.15	0.08	a
134.23	0.38	small
134.64	0.52	keyhole
135.19	0.11	in
135.3	0.09	the
135.39	0.27	side
135.66	0.12	of
135.78	0.1	the
135.88	0.44	cube
136.83	0.17	As
137.0	0.19	she
137.19	0.35	turned
137.55	0.13	the
137.68	0.4	key
138.4	0.15	the
138.55	0.25	lid
138.8	0.13	of
138.93	0.08	the
139.01	0.35	cube
139.39	0.58	opened
140.09	0.45	revealing
140.54	0.06	a
140.6	0.37	small
140.97	0.01	flowerpot
141.66	0.42	filled
142.09	0.2	with
142.31	0.41	dirt
143.33	0.15	As
143.48	0.16	she
143.64	0.1	looked
143.91	0.11	to
144.02	0.32	Barney
144.34	0.12	in
144.46	0.69	confusion
145.31	0.1	a
145.41	0.41	green
145.84	0.43	stock
146.33	0.34	pushed
146.67	0.17	its
146.84	0.24	way
147.09	0.19	out
147.28	0.13	of
147.41	0.08	the
147.49	0.27	dirt
148.02	0.18	and
148.2	0.44	climbed
148.65	0.38	several
149.06	0.37	inches
149.43	0.09	out
149.52	0.14	of
149.66	0.06	the
149.72	0.51	box
150.45	0.14	On
150.59	0.16	its
150.77	0.41	end
151.2	0.18	was
151.38	0.08	a
151.46	0.29	red
151.77	0.7	rosebud
153.11	0.47	Passengers
153.58	0.12	and
153.7	0.25	flight
153.95	0.37	attendants
154.32	0.14	were
154.46	0.37	gathered
154.84	0.29	around
155.13	0.17	their
155.3	0.48	seats
155.91	0.59	staring
156.5	0.17	with
156.69	0.3	Quinn
156.99	0.13	as
157.12	0.13	the
157.25	0.48	rosebud
157.76	0.41	began
158.17	0.09	to
158.33	0.38	open
159.31	0.17	In
159.48	0.1	its
159.58	0.49	center
160.31	0.18	was
160.49	0.07	a
160.56	0.51	diamond
161.07	0.36	ring
161.7	0.21	which
161.91	0.34	Barney
162.27	0.31	plucked
162.58	0.16	from
162.74	0.09	the
162.83	0.51	flower
163.36	0.16	and
163.55	0.37	held
163.92	0.24	out
164.16	0.08	to
164.24	0.34	Quinn
165.5	0.44	Quinn
166.55	0.16	will
166.72	0.16	you
166.88	0.39	marry
167.27	0.33	me
